,Soil_Type,Soil_Nutrient_Levels,Organic_Matter_Content,Cover_Cropping,Soil_Erosion_Prevention,Crop_Type,Crop_Rotation_Practice,Soil_Health_Index
813,Clayey,4.866363492184583,2.41661678703798,Yes,Windbreaks,Rice,Yes,5.4183855773481895
814,Sandy,3.7795098160660676,2.677925940359279,No,Windbreaks,Wheat,No,4.912250628775309
815,Sandy,5.34037925126973,2.562774148403795,No,Contour Plowing,Rice,No,6.099412122551719
816,Clayey,2.0664312289156053,3.66332331060745,Yes,Contour Plowing,Maize,No,1.2020227044560405
817,Clayey,9.653620050847763,1.8620514301910753,No,Windbreaks,Wheat,No,9.910777371211742
818,Clayey,7.429696872639385,1.8842862112559673,Yes,Windbreaks,Maize,No,6.017719385748394
819,Clayey,9.57220405019062,3.9168437940034124,Yes,Windbreaks,Wheat,No,1.3167550192616
820,Sandy,3.040546440969669,3.0011620747127186,Yes,Contour Plowing,Wheat,Yes,6.309798442296398
821,Sandy,8.914069181588752,2.6606227042292416,No,Windbreaks,Wheat,Yes,4.933708824607109
822,Loamy,8.279109861071845,1.6768122067090072,Yes,Contour Plowing,Wheat,No,1.2163392699976798
823,Loamy,7.094371712119063,1.7501088916486665,Yes,Windbreaks,Wheat,No,9.319858769417257
824,Clayey,6.6252626747668515,1.0422065472636022,Yes,Terracing,Maize,No,1.0951018486643203
825,Clayey,3.8489469874108297,1.365705075446837,Yes,Terracing,Maize,No,6.200845091900392
826,Clayey,8.347697064685278,3.227354778760964,No,Windbreaks,Rice,No,9.656116728636016
827,Loamy,5.513639153317604,4.567492520033639,Yes,Terracing,Wheat,Yes,3.138440472847234
828,Loamy,1.6380241830215683,2.1486590605222298,No,Contour Plowing,Rice,Yes,3.28761166819237
829,Loamy,3.81576844769617,2.3109889035845126,No,Terracing,Maize,Yes,1.0038081570413713
830,Loamy,9.417673886907949,1.4624224424460488,Yes,Terracing,Rice,Yes,1.597160547891828
831,Loamy,8.656122345443617,2.554523782428411,Yes,Contour Plowing,Maize,Yes,1.4039957041937932
832,Loamy,9.837151282688852,1.1488868182773166,No,Terracing,Wheat,Yes,8.40390655319583
833,Loamy,6.6519404434368825,4.670402785047601,No,Terracing,Rice,Yes,8.530638129504272
834,Clayey,3.2275906582637077,3.6924453924981147,No,Windbreaks,Rice,Yes,7.540300757660704
835,Clayey,2.465335447091774,4.962995237572875,No,Contour Plowing,Rice,No,4.174705112653829
836,Clayey,2.6822299654761546,4.531292650713975,Yes,Contour Plowing,Rice,No,8.39129004899958
837,Clayey,1.1781609251252894,2.8919623747926106,No,Windbreaks,Wheat,Yes,5.857970682185938
838,Loamy,4.516138998873453,3.0787401246015076,No,Windbreaks,Maize,Yes,3.7387924883193095
839,Sandy,2.7228491244958826,1.7623041860687754,No,Terracing,Maize,Yes,4.935490922029514
840,Loamy,4.704899144110322,2.8481573713582224,No,Terracing,Wheat,No,1.591909928511181
841,Sandy,9.41494988654889,4.612111493971247,Yes,Terracing,Maize,No,9.504178180749223
842,Clayey,4.87486188556471,1.2034136945432845,Yes,Windbreaks,Rice,Yes,6.572047756166561
843,Loamy,8.901860472863515,4.4542272119932385,Yes,Contour Plowing,Wheat,No,7.581107304375156
844,Clayey,6.449542899542888,2.363791206570439,No,Terracing,Maize,Yes,7.08925033377889
845,Loamy,3.2241839919525273,4.59805106038524,No,Windbreaks,Wheat,Yes,7.009749860688826
846,Clayey,4.202692833332902,4.763519625365939,Yes,Contour Plowing,Wheat,Yes,1.1553488694751608
847,Sandy,1.7552758223928646,3.6834595480076238,Yes,Windbreaks,Maize,Yes,5.72834151806362
848,Sandy,4.001163342364094,3.6576951463707115,No,Terracing,Maize,Yes,8.395392057629806
849,Sandy,7.097868509531806,2.8110173508349603,Yes,Windbreaks,Wheat,No,1.4006696627043995
850,Loamy,1.6489998363649168,4.34216089817483,No,Windbreaks,Wheat,Yes,9.605491154994436
851,Sandy,2.848612676302264,4.846451033733133,No,Windbreaks,Maize,Yes,4.817437147053902
852,Loamy,4.432969372719803,4.100327201356476,No,Windbreaks,Wheat,Yes,3.609059428462341
853,Sandy,9.838445833143663,3.487746935026837,No,Contour Plowing,Maize,Yes,5.7863922547774855
854,Sandy,8.06375640662992,3.427171583285347,No,Terracing,Wheat,No,8.210927690587326
855,Loamy,7.601380718428935,4.39787960633465,No,Contour Plowing,Wheat,Yes,5.272795555917738
856,Loamy,2.045718608729014,3.1648150630851934,Yes,Windbreaks,Wheat,Yes,6.805951089277526
857,Sandy,8.028963042534922,4.215439544995291,Yes,Windbreaks,Maize,No,5.499229490801739
858,Loamy,8.067419303644137,3.035541020696983,Yes,Terracing,Rice,Yes,6.681450309770432
859,Sandy,6.409924260618954,1.2497770998956965,No,Terracing,Maize,Yes,2.242278236769729
860,Loamy,9.913256037985347,2.535788035616621,Yes,Contour Plowing,Wheat,Yes,1.3479704756028994
861,Clayey,3.9272851533209674,2.777763830685995,No,Contour Plowing,Rice,Yes,2.232112651276535
862,Clayey,9.471452034176664,1.5664689799464688,No,Terracing,Rice,No,3.572543301975359
863,Clayey,9.232580034608532,1.4099853167568512,No,Contour Plowing,Wheat,Yes,3.2802045620329614
864,Clayey,1.1033259377444007,3.1418597986278165,No,Windbreaks,Maize,Yes,6.536578146945822
865,Clayey,5.051048738273299,1.3405745462243286,Yes,Windbreaks,Rice,No,5.103004817208168
866,Sandy,9.79393809746416,2.211780671560336,Yes,Terracing,Rice,Yes,1.3493078292416232
867,Clayey,1.928092261672682,3.978387903852304,Yes,Contour Plowing,Maize,Yes,1.3137931568532302
868,Clayey,5.930062249449875,4.8577287182719235,No,Windbreaks,Maize,No,1.8152920190859918
869,Clayey,9.810617563369936,3.871482322207714,Yes,Terracing,Rice,Yes,4.177730416607794
870,Clayey,5.999458816952742,4.97050219381148,Yes,Contour Plowing,Maize,No,1.055646558673565
871,Loamy,2.708337726749404,3.7933518851176107,Yes,Windbreaks,Rice,Yes,5.445885388871264
872,Sandy,6.239649070833308,2.17517788261731,No,Contour Plowing,Wheat,No,4.246026978783725
873,Clayey,2.8399651655459217,3.6882101620214476,Yes,Contour Plowing,Maize,Yes,5.998971721967437
874,Clayey,5.677338366050358,3.8086270607876154,No,Contour Plowing,Rice,Yes,7.487427052745208
875,Clayey,1.666379961211132,2.4869079384658423,Yes,Terracing,Maize,No,3.2587553393186894
876,Sandy,6.449344022929642,1.070855402437556,No,Windbreaks,Maize,Yes,2.4137528286601873
877,Loamy,5.651109452153424,3.812799139101948,Yes,Terracing,Rice,No,3.502482003670488
878,Sandy,7.661452318853168,1.0868003811021665,Yes,Windbreaks,Wheat,No,1.0158686375671495
879,Loamy,6.676304240429065,3.5247523122402846,Yes,Windbreaks,Rice,No,2.0801165997320266
880,Clayey,5.94645641677681,1.6544659549702203,No,Terracing,Maize,No,7.757473273177009
881,Clayey,7.2080096432330905,3.2624141109921734,Yes,Terracing,Rice,Yes,3.005261581602566
882,Sandy,2.295477222150078,3.0156521015224,Yes,Windbreaks,Maize,No,9.948696704236347
883,Sandy,6.358236951327436,1.0540545692247303,No,Windbreaks,Rice,Yes,2.5104836922832825
884,Loamy,2.548995425404999,2.451463267980414,No,Windbreaks,Wheat,Yes,8.098945440089441
885,Loamy,9.329699870666929,3.404364669585211,No,Contour Plowing,Wheat,No,7.3454002464298105
886,Sandy,1.615006943610438,4.394426207595119,No,Windbreaks,Wheat,No,3.8991892853467687
887,Loamy,4.8733727472171395,4.554568455346069,Yes,Terracing,Wheat,Yes,3.976652292093687
888,Sandy,7.262177298899004,2.935399880132893,Yes,Terracing,Rice,No,6.071964228703941
889,Loamy,5.1221999050143285,3.9136899491977526,No,Terracing,Wheat,Yes,8.671366877343026
890,Sandy,1.828857279096121,2.2658183061338306,Yes,Windbreaks,Rice,No,4.47568249707518
891,Sandy,5.9804111451403665,2.3687456230346298,No,Windbreaks,Maize,Yes,1.5506189282656588
892,Sandy,6.774687179446191,1.777854076729255,Yes,Contour Plowing,Maize,Yes,4.369772592120671
893,Loamy,7.334130798914569,3.247792439972957,No,Contour Plowing,Maize,No,2.8658140591846726
894,Loamy,4.35933833016483,2.258256603709461,Yes,Terracing,Wheat,Yes,9.452863153585156
895,Loamy,6.07293973925886,1.3374835857540202,No,Contour Plowing,Wheat,Yes,7.275469117383528
896,Sandy,5.056178274450218,3.740024346652715,No,Contour Plowing,Wheat,No,1.4574939779201377
897,Loamy,7.0485043487702805,3.8310128304215927,Yes,Terracing,Maize,No,3.6368968353634576
898,Loamy,6.2520127059233666,2.4399696751162314,Yes,Windbreaks,Maize,No,1.4519436842872624
899,Sandy,5.731805976032214,1.3068935978240912,Yes,Contour Plowing,Maize,No,8.470150033373073
900,Clayey,3.245719301544238,2.7051908696137037,No,Windbreaks,Maize,No,9.156667617164448
901,Sandy,1.0181666597341053,2.769341832200862,Yes,Terracing,Rice,Yes,2.0105164525516694
902,Loamy,2.5667350778028633,3.674683539591572,No,Terracing,Rice,Yes,4.962610414078265
903,Sandy,2.0535943728175177,2.261665565034734,Yes,Contour Plowing,Wheat,No,9.386949536527833
904,Clayey,5.04176270509852,3.7303971191252216,Yes,Terracing,Wheat,Yes,2.306905180432035
905,Sandy,6.510323356856602,4.485954167029553,No,Terracing,Maize,Yes,3.627132315906834
906,Loamy,2.9177650781632734,1.9499441694487993,No,Terracing,Rice,Yes,3.7384718515539026
907,Clayey,9.451513863704683,4.915678224479599,Yes,Contour Plowing,Rice,Yes,1.2705248098179864
908,Loamy,1.06013916301499,2.545472548547228,No,Contour Plowing,Wheat,Yes,1.3264591122099159
909,Clayey,7.950709136488086,2.069034740588247,No,Contour Plowing,Rice,No,9.575135443746216
910,Clayey,6.62684292577398,2.686044730041162,Yes,Terracing,Wheat,No,6.139833480876286
911,Sandy,4.361993209429137,1.3775899036154367,No,Windbreaks,Maize,Yes,3.759834892857561
912,Sandy,1.4544004997116713,1.5028236260484626,Yes,Terracing,Maize,Yes,4.408071946359261
913,Loamy,6.6473791460585145,2.6577361878733257,Yes,Contour Plowing,Wheat,No,7.433586359605218
914,Sandy,4.470521615790832,4.0497780877564,No,Windbreaks,Maize,No,4.298654831991583
915,Sandy,9.426404254718973,4.601248958297964,Yes,Windbreaks,Maize,No,3.0498436278395946
916,Clayey,5.877910674007893,3.6592719628650836,No,Contour Plowing,Rice,No,1.9165360743981945
917,Sandy,9.456863601641574,1.420878220952679,Yes,Windbreaks,Rice,Yes,7.560397105462334
918,Clayey,2.984353241259737,3.68807904872214,No,Windbreaks,Rice,No,2.6250851500770227
919,Clayey,7.531533193276929,3.5417116828118878,No,Contour Plowing,Rice,No,1.6268344293366783
920,Clayey,6.555241187638531,4.2230556731733255,No,Windbreaks,Rice,Yes,4.842590009468292
921,Loamy,7.654674068481807,4.300994666608723,No,Windbreaks,Wheat,No,1.356138656302184
922,Loamy,2.932010775752831,4.472812303115916,No,Contour Plowing,Wheat,No,9.684982525085982
923,Loamy,6.984950646139963,2.6565260583163934,Yes,Windbreaks,Rice,No,6.645636708173558
924,Clayey,5.482363537511821,3.791457581408577,Yes,Windbreaks,Maize,No,2.374271294019047
925,Loamy,7.685424774156846,2.073001435689243,No,Windbreaks,Maize,No,2.5520867780361476
926,Loamy,3.94340179736636,4.9973451199340175,Yes,Windbreaks,Wheat,Yes,6.128456322455609
927,Sandy,9.010513229187273,1.7013369655074397,No,Contour Plowing,Wheat,Yes,4.209091816040143
928,Loamy,1.7587118315021533,1.0404577266433432,No,Terracing,Wheat,Yes,7.9684006976894235
929,Loamy,8.264703869120693,1.595234858072704,Yes,Terracing,Maize,Yes,5.91225837057025
930,Clayey,8.751876632335817,4.103489158176506,Yes,Windbreaks,Wheat,Yes,4.900004879724472
931,Clayey,8.35527080230139,2.787134706032846,No,Contour Plowing,Maize,No,9.666822232587444
932,Clayey,5.614537548355984,2.790000991241713,No,Contour Plowing,Wheat,No,4.516561505887201
933,Clayey,4.945464820276852,4.8200916784466745,No,Windbreaks,Maize,No,4.605498314176092
934,Clayey,9.966360578723892,4.678539632112297,No,Terracing,Wheat,No,6.991951789547102
935,Clayey,3.062547560927459,2.2447789512160368,No,Windbreaks,Wheat,No,8.285307257099515
936,Loamy,5.921883692884402,1.8362325151234646,No,Contour Plowing,Maize,No,6.635934917726908
937,Clayey,7.03607972844093,4.393928839734959,Yes,Contour Plowing,Wheat,No,7.287491998489856
938,Clayey,7.307808722752887,4.624076284177453,No,Terracing,Rice,No,4.3563841170995
939,Sandy,2.836221991647208,3.1663876911939477,No,Contour Plowing,Maize,No,5.315471528304338
940,Loamy,6.885946831058211,3.517694844468402,Yes,Contour Plowing,Wheat,No,2.7733157782116695
941,Loamy,8.365326098332035,2.0276571387691735,No,Contour Plowing,Maize,No,7.122218416286712
942,Loamy,1.45016719139001,4.203210751914098,No,Terracing,Wheat,No,2.993067463840385
943,Clayey,9.203691639927849,3.5284897137960924,Yes,Contour Plowing,Rice,No,1.0113111585443006
944,Clayey,1.2655364963068534,3.0140540451919864,No,Windbreaks,Wheat,Yes,9.40385907826076
945,Clayey,4.203739292395549,1.2404342243135833,Yes,Terracing,Wheat,No,3.754137170930984
946,Sandy,1.1423187660966585,4.663739850044615,No,Windbreaks,Rice,Yes,2.769688382194021
947,Clayey,1.6943065168562368,3.461805681537624,Yes,Windbreaks,Maize,No,3.413320578691983
948,Sandy,9.200514566620711,1.7707643787718719,Yes,Terracing,Wheat,No,3.974029278567828
949,Loamy,4.19374747671533,3.425544467932211,Yes,Windbreaks,Wheat,No,5.270917838033563
950,Clayey,4.822943773825476,3.7098534169598936,No,Terracing,Rice,Yes,1.6241650391673697
951,Sandy,2.9380994324429737,3.103081346732902,No,Windbreaks,Maize,Yes,1.4740584058490578
952,Sandy,6.373861931680478,3.87240695182409,Yes,Terracing,Maize,No,3.6361968898426533
953,Clayey,6.353228932100107,3.325815791714497,Yes,Contour Plowing,Rice,No,3.6618951807738624
954,Loamy,4.349803526426973,4.791078328128593,No,Contour Plowing,Rice,No,2.0588160503281157
955,Loamy,3.997313846248585,1.2147883143972273,No,Windbreaks,Wheat,No,4.643124348884808
956,Loamy,8.964678773625291,1.424982833878242,No,Contour Plowing,Rice,Yes,3.5562580138250404
957,Sandy,4.449558156779812,1.6946865478173594,No,Terracing,Rice,Yes,1.234499975155631
958,Sandy,5.441508929389674,3.7606842824173285,No,Windbreaks,Rice,No,8.971487023789997
959,Sandy,3.5497428618243756,3.5823834909992347,Yes,Contour Plowing,Maize,Yes,8.974171162392313
960,Sandy,8.080925530214145,4.568235440838777,No,Contour Plowing,Rice,Yes,2.882640276221266
961,Loamy,4.577033412091825,3.9315098115355935,Yes,Windbreaks,Wheat,No,2.465850053479131
962,Clayey,5.622499418898921,3.033421950258369,No,Contour Plowing,Wheat,No,5.9256348791228355
963,Sandy,3.2802145305369526,4.967327169854521,Yes,Contour Plowing,Wheat,No,6.676781526832878
964,Sandy,9.888936331071266,2.0644318246771967,Yes,Windbreaks,Rice,Yes,9.617883017023656
965,Loamy,3.6234616683135057,4.332766639141816,No,Contour Plowing,Maize,No,4.396136109758313
966,Clayey,7.936682778149965,2.7071614887756774,Yes,Contour Plowing,Rice,Yes,6.563803085781025
967,Clayey,4.8474608532108325,3.594940555502937,Yes,Contour Plowing,Rice,No,8.903629412238786
968,Loamy,2.855956645757259,3.909073881809736,Yes,Contour Plowing,Wheat,No,5.04958407202765
969,Loamy,8.19746887568375,3.5350163487613453,Yes,Windbreaks,Rice,Yes,2.101111760415934
970,Clayey,4.002461101261389,1.562029212434373,No,Terracing,Maize,Yes,4.397025572469768
971,Sandy,8.7867401265803,2.771804042991731,Yes,Terracing,Wheat,Yes,2.2291023403297037
972,Clayey,9.237314664260408,3.2457535117324974,No,Contour Plowing,Maize,Yes,1.1497551778175525
973,Loamy,8.738414518521484,4.3961750367143875,Yes,Contour Plowing,Maize,Yes,7.763977507141236
974,Sandy,1.3150712332612509,2.7745829951942893,No,Terracing,Maize,Yes,3.1458133044582
975,Sandy,8.086360105045951,4.6749892192170055,No,Contour Plowing,Rice,No,1.0180634125507664
976,Loamy,4.702055198492295,2.7614968921008427,No,Terracing,Rice,Yes,8.851891217816306
977,Loamy,8.863506281640026,3.1951194370520466,Yes,Windbreaks,Rice,Yes,4.994099546418153
978,Loamy,6.741588364162649,4.185142731771204,No,Windbreaks,Rice,No,3.1497389166990266
979,Clayey,8.502788207295627,3.3322707376885745,No,Windbreaks,Wheat,Yes,3.365109751198773
980,Clayey,5.494885928801518,4.8408722895312986,Yes,Windbreaks,Rice,Yes,3.1648410397454523
981,Sandy,5.815229541390395,3.6413433220565103,No,Windbreaks,Wheat,No,2.751005450703448
982,Loamy,2.299488689203005,3.090837816270404,Yes,Windbreaks,Maize,No,8.571036021168668
983,Sandy,8.055886228204198,1.0943678711231835,Yes,Terracing,Wheat,No,2.532984709328826
984,Sandy,4.774506505002744,2.6549315903213193,No,Contour Plowing,Rice,Yes,6.056692154914588
985,Sandy,5.500721064444243,2.1969936770406417,Yes,Terracing,Wheat,No,1.695882202049686
986,Sandy,8.065879426861368,3.992422671549957,Yes,Windbreaks,Rice,Yes,9.545692385607403
987,Loamy,6.389608600714951,1.8331107006141831,Yes,Contour Plowing,Rice,No,6.429825140013296
988,Sandy,2.809888546984007,1.8208803491762873,No,Contour Plowing,Wheat,Yes,9.128372600820638
989,Loamy,6.312093932358034,1.7580761729495071,Yes,Windbreaks,Wheat,No,4.580900015279457
990,Loamy,4.668695721816902,1.5024624526249437,Yes,Windbreaks,Maize,No,8.296048510861702
991,Clayey,5.225729878394764,2.2440280146835496,Yes,Windbreaks,Maize,No,8.6828903150438
992,Loamy,1.25480146962401,4.5436884577737,No,Windbreaks,Maize,Yes,7.326543620608029
993,Clayey,2.8902641456465346,4.099713889223819,Yes,Windbreaks,Maize,Yes,1.836527198083357
994,Loamy,3.5293427324292543,3.941004865227174,No,Windbreaks,Maize,No,1.1447207776531538
995,Loamy,7.416640070729252,4.189347222599851,Yes,Contour Plowing,Wheat,No,2.5170370485059963
996,Loamy,1.103432259683038,2.0776715573182867,No,Windbreaks,Maize,No,2.0628708127001056
997,Clayey,4.678995351062189,4.549766763009951,No,Windbreaks,Wheat,No,7.526238977798593
998,Clayey,9.316241833831596,1.5492135005664176,No,Contour Plowing,Maize,Yes,6.013061386204084
999,Sandy,2.0069255489421147,2.3453829068623278,Yes,Terracing,Rice,No,5.733557780910452
1000,Clayey,5.647819493967499,3.3469924758693717,Yes,Windbreaks,Maize,No,3.2758057029532646
1001,Clayey,8.078701441517623,1.4116203533680025,Yes,Contour Plowing,Rice,Yes,2.391467830633375
1002,Clayey,9.48278176768105,3.9205207511056996,No,Contour Plowing,Wheat,Yes,2.858931727920063
1003,Clayey,7.720989755803462,2.5489841928139,Yes,Terracing,Maize,No,4.602493066730322
1004,Sandy,7.485089937799655,4.1376226624336,Yes,Windbreaks,Wheat,No,7.661288860848576
1005,Clayey,8.438392811761862,2.971585142338411,No,Windbreaks,Maize,Yes,3.2906495488282297
1006,Loamy,5.015810988797893,1.7234980977013454,Yes,Windbreaks,Wheat,Yes,7.2875170113284815
1007,Loamy,8.252600793560497,3.9390472454213774,Yes,Contour Plowing,Maize,No,5.423606383643591
1008,Clayey,1.0716796427090602,2.0085758233557742,No,Windbreaks,Maize,Yes,8.968967636597137
1009,Clayey,9.321049498391243,2.9632412050721713,No,Windbreaks,Rice,Yes,3.0962310480013007
1010,Loamy,4.989758585654577,1.3021330766276304,Yes,Windbreaks,Wheat,No,5.05771014355848
1011,Loamy,5.9804216907917285,3.471466617648147,No,Windbreaks,Wheat,No,1.8699829044910397
1012,Sandy,3.293940240233941,3.663431064865109,Yes,Terracing,Wheat,Yes,4.016378283600886
1013,Loamy,7.682777495563792,2.5146968398911342,Yes,Terracing,Wheat,No,5.561923996289827
1014,Loamy,1.6897222582772393,4.817691121284295,Yes,Terracing,Wheat,No,7.5946619290221316
1015,Clayey,8.853722222921517,4.496675685928274,Yes,Windbreaks,Rice,No,2.782694080527686
1016,Loamy,8.453051461057084,3.831763662959979,Yes,Windbreaks,Maize,No,2.9628291556581927
1017,Sandy,2.9445410462028976,3.8546082979749707,No,Contour Plowing,Rice,No,6.684200564689444
1018,Loamy,8.28391958456736,2.009606859768605,No,Contour Plowing,Wheat,Yes,4.442120051088804
1019,Clayey,8.077219597553334,3.627260924353796,Yes,Contour Plowing,Wheat,Yes,5.338853805091131
1020,Clayey,6.689949379785541,1.7928250609420786,No,Windbreaks,Maize,No,8.525213819008666
1021,Loamy,4.361681592097188,1.5760128956792885,No,Terracing,Rice,No,5.491749709580726
1022,Clayey,3.4434887876368108,4.99787157681032,Yes,Terracing,Maize,No,6.87249442548254
1023,Sandy,3.08605231260415,3.4895037258926966,No,Terracing,Maize,Yes,6.91097537493975
1024,Sandy,3.8674806648724647,2.723951490628762,No,Windbreaks,Rice,Yes,8.232507486604163
1025,Loamy,9.132025990892773,2.1526580915358053,Yes,Terracing,Maize,Yes,6.743255396419218
1026,Loamy,1.6987669838990316,3.4156817746489097,Yes,Contour Plowing,Rice,Yes,1.5832884308847626
1027,Loamy,8.459841486276627,1.1983740328803445,Yes,Contour Plowing,Rice,No,4.079556844181561
1028,Clayey,4.140010675376412,1.3787239620191802,Yes,Terracing,Wheat,No,9.90384565158289
1029,Sandy,5.6943945641022236,1.1314267909615854,Yes,Contour Plowing,Maize,Yes,2.768592599271269
1030,Sandy,8.150370702836415,2.996679333050647,Yes,Terracing,Wheat,Yes,6.280561705732197
1031,Clayey,8.959388923206742,3.40242651674873,Yes,Terracing,Maize,No,8.586465758895354
1032,Sandy,4.103032780653823,1.2499190454312834,No,Contour Plowing,Maize,No,6.279027046726187
1033,Loamy,5.156591331475993,3.884897869995666,Yes,Contour Plowing,Wheat,No,4.350432323140096
1034,Loamy,4.730644583351131,1.9215802860582576,No,Contour Plowing,Wheat,No,1.7220570644593516
1035,Loamy,1.119259301535195,3.7408058150794643,No,Contour Plowing,Wheat,No,4.254984122824855
1036,Sandy,3.6634859997279094,4.927588560140983,Yes,Terracing,Rice,Yes,2.638607604168606
1037,Loamy,5.132703103593056,3.7644234802154046,No,Contour Plowing,Maize,No,9.64776534653782
1038,Clayey,4.699842479923958,4.532772211694434,No,Contour Plowing,Rice,Yes,7.435286574024577
1039,Clayey,7.497363047641115,4.7927940269722695,No,Windbreaks,Maize,Yes,7.7444483892387606
1040,Sandy,4.463232554989929,2.947004193409262,Yes,Contour Plowing,Maize,No,4.923723394003403
1041,Clayey,5.404388040736032,3.8092999176788274,No,Contour Plowing,Rice,Yes,1.9896834531853553
1042,Clayey,4.86647732919127,4.4078770142233665,No,Terracing,Rice,Yes,3.4004483755058894
1043,Sandy,7.6656353400493344,2.4264356514975445,Yes,Terracing,Maize,No,3.337399936596971
1044,Loamy,8.766751590882663,2.0455892662415796,No,Windbreaks,Wheat,Yes,5.381014157213893
1045,Loamy,5.787001711067627,4.786394291113355,No,Contour Plowing,Wheat,No,5.148818080240215
1046,Loamy,8.10488974775672,3.905214001475272,No,Contour Plowing,Wheat,No,4.900673956346563
1047,Sandy,3.671080138178655,1.8787285335033053,No,Contour Plowing,Wheat,Yes,5.463797200234669
1048,Clayey,5.872326491415418,2.7963335707044537,No,Contour Plowing,Maize,No,9.883207737833276
1049,Loamy,4.107069583029752,4.185807078151237,Yes,Contour Plowing,Wheat,No,3.68518267587595
1050,Loamy,4.727808330146473,3.1882519636737685,No,Contour Plowing,Wheat,Yes,6.5374224430922885
1051,Sandy,7.591724783314017,3.5998083926635562,Yes,Windbreaks,Wheat,No,3.1555696963627433
1052,Loamy,8.934962340994414,4.015072808180209,No,Contour Plowing,Maize,Yes,5.199456393335638
1053,Sandy,2.0934585197898885,3.4880367552359224,Yes,Contour Plowing,Rice,Yes,2.8004430983173743
1054,Clayey,6.711753308386425,3.160317287688783,Yes,Contour Plowing,Wheat,No,6.023730117697819
1055,Sandy,6.239294268200187,3.9984571375510938,Yes,Windbreaks,Maize,Yes,3.3851060783530076
1056,Sandy,2.065735352583387,3.9102521417288028,No,Contour Plowing,Maize,No,1.3311002504694769
1057,Sandy,2.9070489739609817,3.5194896007327157,No,Windbreaks,Wheat,Yes,8.33743982325538
1058,Sandy,3.7990224525941225,2.4391576535277184,No,Terracing,Rice,No,2.1542960090837577
1059,Clayey,2.5023796373575133,2.6232483688010864,No,Contour Plowing,Rice,No,4.31234919205215
1060,Clayey,3.193565342719076,4.88175419553639,No,Windbreaks,Rice,Yes,5.294598482000826
1061,Loamy,3.4084071897553674,1.4495437291661033,Yes,Terracing,Maize,Yes,4.892320003797346
1062,Clayey,4.021064497351537,2.0740196690113413,Yes,Windbreaks,Wheat,No,7.530991873210081
1063,Clayey,7.744514075210431,2.969607036817343,Yes,Windbreaks,Wheat,No,6.370989363378499
1064,Loamy,6.147209834655406,4.346918744575143,No,Terracing,Maize,Yes,3.6583406443673736
1065,Clayey,9.876220047562613,1.6547026549189114,No,Contour Plowing,Wheat,No,1.4653269985660315
1066,Sandy,4.732622442707239,2.1078184724984395,Yes,Contour Plowing,Wheat,No,7.908356064278586
1067,Sandy,7.7847856645323255,1.263192871180956,No,Windbreaks,Rice,Yes,4.172744140105795
1068,Loamy,8.843215792388804,3.823941064203274,No,Terracing,Wheat,Yes,9.007522668999723
1069,Loamy,7.110806437342378,1.9528377419024645,Yes,Contour Plowing,Wheat,No,4.555510962429254
1070,Loamy,4.706782663757464,2.554699002683802,Yes,Windbreaks,Maize,Yes,7.458927455239365
1071,Sandy,7.782351676711777,2.7748057881186714,No,Terracing,Maize,Yes,9.456082329112114
1072,Clayey,2.833004239954164,4.565255742425823,No,Windbreaks,Rice,No,6.860372055719318
1073,Sandy,3.947969486621192,2.645321161324947,Yes,Terracing,Maize,Yes,4.721400220577543
1074,Loamy,5.920167295893599,1.5809000796609962,No,Contour Plowing,Rice,Yes,6.106593419073485
1075,Clayey,6.178684485575335,3.097259753360484,Yes,Contour Plowing,Rice,No,5.891006696877033
1076,Clayey,1.1992732792536651,4.851831978594518,Yes,Windbreaks,Wheat,Yes,6.263380329880265
1077,Sandy,9.506027698804079,3.430742564203244,Yes,Contour Plowing,Rice,No,2.321379870772112
1078,Loamy,7.26964544095651,4.93354888184229,No,Contour Plowing,Wheat,Yes,7.2865889416117895
1079,Sandy,5.46133375208702,4.36442923575548,Yes,Terracing,Rice,Yes,2.3053894450226844
1080,Clayey,9.398145109674775,1.1438630248536512,Yes,Contour Plowing,Maize,No,1.1315519588585259
1081,Sandy,4.951860087257456,3.6335983815081674,No,Terracing,Maize,Yes,6.6230209061565715
1082,Sandy,9.823920132433345,2.1470675102315346,Yes,Terracing,Maize,Yes,2.052222149580323
1083,Loamy,5.610562815191366,3.2384674225788954,No,Windbreaks,Rice,Yes,7.933704730401459
1084,Loamy,2.028571929981815,2.1173807637249062,No,Terracing,Rice,Yes,8.793693581507384
1085,Clayey,7.883208752133495,2.3954816664211616,No,Contour Plowing,Wheat,Yes,9.502631112555337
1086,Sandy,7.110079525700565,4.692674847016717,Yes,Terracing,Wheat,Yes,6.980292666157524
1087,Sandy,7.956880491750281,1.8265727395668212,Yes,Terracing,Wheat,No,5.338134036030738
1088,Sandy,9.56297825853113,4.496436472103322,No,Windbreaks,Wheat,Yes,4.170529726352192
1089,Clayey,7.988403723859163,1.1218312322819872,No,Contour Plowing,Rice,Yes,5.418325845876977
1090,Clayey,6.502029419949822,1.3635061534785935,No,Contour Plowing,Rice,No,2.7131700552428217
1091,Loamy,8.715780121247569,4.418700165537054,Yes,Contour Plowing,Wheat,No,4.135803830101837
1092,Loamy,7.059217954190784,3.5222241236367813,No,Terracing,Rice,No,7.46137472351048
1093,Loamy,4.673071511433308,3.988944552158201,No,Contour Plowing,Rice,Yes,2.9568067402079183
