,duration,src_bytes,dst_bytes,failed_logins,num_file_creations,protocol_type,service,flag,logged_in,is_guest_login,target
1270,82,4517,8373,0,5,udp,,SF,1,1,0
1271,,,1478,3,8,tcp,ftp,SF,1,1,0
1272,34,4400,8763,3,0,icmp,http,REJ,0,1,1
1273,91,5038,4953,3,3,icmp,ftp,,0,1,0
1274,17,8112,5881,0,1,icmp,http,S0,0,1,0
1275,,3716,9920,1,5,icmp,ftp,REJ,0,0,
1276,59,7838,5593,2,3,icmp,ssh,SF,1,1,0
1277,51,1302,7092,2,8,udp,ftp,REJ,0,0,0
1278,54,7371,592,0,2,udp,ftp,REJ,0,1,0
1279,24,5186,6278,0,0,tcp,http,S0,1,0,0
1280,,2156,2261,1,0,,http,SF,0,0,
1281,71,,348,,8,icmp,http,REJ,1,1,0
1282,52,6366,8358,0,8,,ftp,,0,0,0
1283,70,693,5033,4,,tcp,http,S0,1,1,0
1284,88,1479,4444,3,1,icmp,ssh,SF,1,0,0
1285,33,6397,8775,0,,udp,http,REJ,1,1,0
1286,49,8449,6870,4,,icmp,http,REJ,0,0,0
1287,29,442,,1,9,,ssh,S0,1,1,0
1288,63,2647,3039,4,9,udp,http,S0,0,1,0
1289,22,5210,2846,,5,,http,,1,,
1290,26,6534,7865,2,6,udp,ftp,SF,1,0,0
1291,28,,6610,0,5,icmp,ftp,SF,1,1,0
1292,85,7212,,2,4,tcp,http,SF,0,1,0
1293,49,9928,,1,3,tcp,ssh,SF,,1,0
1294,71,2646,2471,1,6,icmp,http,S0,1,1,0
1295,81,8211,2578,3,3,tcp,http,SF,1,0,
1296,,9317,3661,3,,udp,http,SF,1,0,0
1297,49,7934,1069,2,9,udp,ftp,SF,0,0,0
1298,20,5477,5592,2,9,tcp,ssh,SF,0,1,0
1299,86,7929,5975,1,8,tcp,ssh,S0,1,0,0
1300,92,2081,4830,4,4,icmp,ssh,S0,1,0,1
1301,63,6090,1951,2,,icmp,,REJ,,0,0
1302,61,,8284,2,5,icmp,ftp,REJ,1,0,0
1303,49,9740,3094,4,3,icmp,http,,0,0,0
1304,71,7798,5312,,2,icmp,ftp,SF,1,0,0
1305,1,862,,3,5,icmp,http,S0,,1,0
1306,96,8347,4275,2,0,udp,ftp,REJ,0,1,0
1307,13,3495,2286,3,,tcp,http,SF,1,0,0
1308,94,905,3207,3,6,icmp,ftp,REJ,1,1,0
1309,87,1270,2925,3,3,udp,ssh,REJ,0,1,1
1310,51,405,7046,1,4,,http,REJ,1,1,0
1311,56,9036,8472,0,9,,ftp,S0,0,,1
1312,83,9975,1619,2,0,tcp,ftp,SF,1,1,0
1313,62,9757,8563,2,1,icmp,http,SF,0,0,0
1314,32,,5897,1,3,icmp,ftp,S0,,0,0
1315,,,7844,0,7,,ssh,S0,1,1,
1316,29,1726,9896,0,9,tcp,http,,1,0,0
1317,49,8463,7064,1,3,tcp,http,REJ,1,0,
1318,45,5812,,4,2,udp,http,REJ,1,0,0
1319,93,,1349,4,2,udp,http,SF,0,0,0
1320,30,3957,5557,0,,udp,http,SF,1,0,0
1321,16,172,5290,,2,udp,ssh,REJ,1,,0
1322,40,8466,,4,7,tcp,http,REJ,1,0,1
1323,19,2307,3629,4,4,icmp,ssh,S0,0,1,0
1324,18,9351,2429,0,6,icmp,ssh,REJ,0,1,0
1325,1,9899,3034,4,7,icmp,ssh,SF,0,,0
1326,78,9964,6158,2,4,icmp,http,SF,,0,0
1327,47,422,8861,0,7,udp,ssh,S0,0,1,1
1328,,5541,8692,1,2,tcp,http,S0,1,0,1
1329,92,9402,7814,4,6,icmp,ssh,SF,1,,1
1330,94,4676,1415,,7,tcp,http,REJ,1,1,0
1331,38,,6709,0,6,udp,ftp,REJ,0,0,1
1332,51,6749,8722,,1,,ftp,SF,1,1,0
1333,63,6104,6636,2,7,icmp,ssh,REJ,0,,1
1334,,1474,3622,1,5,icmp,ftp,REJ,0,1,0
1335,1,3244,5316,4,9,udp,ssh,SF,0,1,0
1336,8,2182,755,,2,udp,ssh,SF,0,0,0
1337,29,9642,2348,4,3,tcp,ssh,S0,0,1,0
1338,55,3097,727,1,6,udp,ftp,SF,1,1,0
1339,3,6647,4924,0,,tcp,ssh,S0,1,1,0
1340,32,9783,,3,0,udp,ftp,S0,1,1,0
1341,10,5883,2816,3,5,,ftp,REJ,,1,0
1342,74,5983,9067,1,2,udp,http,SF,0,0,0
1343,83,5799,3280,4,9,udp,,REJ,1,0,0
1344,34,9628,2985,1,5,tcp,http,SF,,0,
1345,97,8416,3808,,9,tcp,ssh,SF,0,0,1
1346,87,,7877,1,2,icmp,ssh,REJ,,0,0
1347,55,9847,6100,3,5,icmp,http,S0,0,,
1348,92,8457,608,4,3,udp,ssh,SF,1,1,0
1349,32,9146,6170,0,3,udp,,S0,,0,0
1350,50,4525,7791,0,9,tcp,http,REJ,,0,0
1351,7,6560,5574,1,9,udp,ssh,REJ,,1,
1352,93,7621,635,3,1,icmp,http,SF,0,,1
1353,8,2775,1075,,3,tcp,http,,,0,0
1354,65,,1915,3,3,udp,http,SF,0,1,1
1355,57,3125,589,4,6,tcp,ssh,SF,0,1,0
1356,67,8672,3232,1,4,,ssh,SF,0,1,0
1357,,1354,6352,3,7,icmp,ssh,SF,1,1,
1358,87,9082,3839,1,6,,ssh,SF,0,0,0
1359,,,1974,,9,udp,ssh,REJ,,0,1
1360,72,8135,,3,8,udp,,SF,0,1,0
1361,54,925,6104,4,7,udp,ftp,S0,0,,0
1362,67,,6684,1,8,udp,http,SF,0,1,0
1363,51,5507,5838,2,0,udp,ftp,SF,0,,0
1364,97,2396,9444,3,9,udp,ssh,SF,0,1,0
1365,92,8221,6784,3,2,,,REJ,0,,0
1366,8,8227,5595,0,4,icmp,,S0,0,0,0
1367,34,5516,3823,1,8,udp,http,S0,1,1,1
1368,35,,3390,2,7,icmp,http,S0,1,1,0
1369,96,3366,5915,4,9,tcp,,REJ,1,1,0
1370,88,589,1781,2,6,udp,http,REJ,1,1,0
1371,78,3139,3689,4,,tcp,,SF,0,1,0
1372,32,9096,9917,2,,udp,http,REJ,1,1,0
1373,46,6664,7212,2,3,udp,ftp,,1,1,0
1374,16,,5038,1,4,icmp,ssh,,0,0,0
1375,68,8532,6320,0,4,tcp,ftp,REJ,0,0,0
1376,37,4271,9870,2,3,icmp,http,REJ,0,0,0
1377,54,6020,8641,,3,udp,ssh,S0,0,1,0
1378,,,,3,3,tcp,ssh,S0,1,0,0
1379,14,557,6279,3,1,udp,ssh,S0,0,0,0
1380,95,8023,7000,0,0,icmp,ftp,S0,0,1,0
1381,55,5453,1407,2,1,udp,ssh,S0,0,0,0
1382,48,3568,7411,4,6,udp,http,REJ,1,1,
1383,82,3900,1481,4,0,icmp,http,,,0,1
1384,7,6478,9272,1,5,udp,ftp,SF,0,1,0
1385,74,7501,,0,3,tcp,ftp,SF,1,1,0
1386,7,1017,7994,2,1,icmp,,SF,0,1,0
1387,33,6471,4184,3,2,udp,,,1,0,0
1388,23,2063,,0,6,,ssh,SF,0,1,0
1389,85,,7645,,,udp,ftp,SF,1,0,0
1390,19,9830,4311,2,5,icmp,ssh,REJ,1,0,0
1391,19,4322,1759,1,7,icmp,ssh,,1,1,0
1392,36,3497,2600,1,7,,ssh,REJ,0,0,0
1393,29,1814,5617,1,5,,ssh,REJ,1,0,0
1394,60,6257,5814,3,0,tcp,ssh,S0,,0,0
1395,82,9644,3854,3,9,icmp,http,SF,1,1,
1396,2,2314,2293,2,6,icmp,http,,0,0,0
1397,1,9707,1502,1,7,udp,http,REJ,1,0,0
1398,47,1232,8423,2,,udp,ssh,S0,0,0,0
1399,69,9838,7551,1,3,udp,ftp,,0,0,0
1400,20,5832,4251,0,6,,ftp,SF,0,0,1
1401,11,3000,9391,4,5,,ssh,S0,0,,0
1402,,3441,6992,4,5,,ftp,REJ,0,1,
1403,67,4057,115,,2,tcp,ssh,SF,1,1,0
1404,87,306,,2,9,tcp,ftp,SF,0,1,0
1405,12,9916,4407,3,3,udp,ssh,REJ,1,1,0
1406,20,1690,9185,1,4,udp,ftp,SF,1,0,0
1407,5,,2348,1,8,tcp,ftp,S0,0,,
1408,37,3918,1042,3,7,icmp,http,SF,0,0,0
1409,38,7081,6928,1,2,udp,ftp,S0,,,0
1410,,8612,12,0,5,udp,,S0,1,,
1411,,2937,7981,3,,tcp,ssh,S0,1,1,0
1412,98,3863,7872,0,0,udp,ftp,,1,0,0
1413,53,9643,6376,4,2,tcp,ftp,SF,1,0,0
1414,,5650,7099,3,9,udp,ftp,REJ,1,0,0
1415,99,3262,,3,6,icmp,ftp,REJ,1,1,0
1416,86,9357,6110,2,6,icmp,ftp,S0,1,1,0
1417,24,1820,5398,2,,,http,REJ,1,1,0
1418,,1343,3066,3,2,tcp,ftp,SF,1,0,0
1419,74,5561,2037,4,6,udp,ssh,REJ,0,0,0
1420,30,2227,3047,1,5,tcp,ssh,REJ,1,0,0
1421,59,1080,541,2,,udp,ftp,S0,0,1,0
1422,87,4207,77,4,9,icmp,ftp,S0,0,1,0
1423,96,6281,3068,4,8,icmp,ftp,REJ,1,,0
1424,,7236,24,2,7,udp,http,S0,1,0,
1425,81,814,5135,1,5,udp,ssh,REJ,1,1,0
1426,14,5090,676,2,3,udp,http,SF,1,0,0
1427,9,2032,,4,9,icmp,http,SF,1,0,1
1428,40,8515,4268,0,8,icmp,ftp,S0,1,0,0
1429,66,,5989,2,6,tcp,ftp,SF,,1,0
1430,25,9734,7653,4,4,udp,ssh,SF,,1,0
1431,73,5912,8681,2,,udp,ftp,REJ,1,1,0
1432,22,2654,1486,4,,icmp,ssh,S0,0,,0
1433,,3341,3660,1,6,udp,http,SF,0,1,1
1434,26,7877,2420,4,8,tcp,ssh,,0,1,0
1435,58,1142,7741,3,8,,ssh,S0,0,0,
1436,,9042,7144,0,9,icmp,ssh,S0,0,,0
1437,98,8559,3496,4,4,udp,,SF,0,1,0
1438,87,,757,2,6,icmp,http,S0,1,0,
1439,,9282,8449,2,,tcp,ftp,S0,0,1,0
1440,75,4042,1780,4,2,tcp,ftp,REJ,0,1,0
1441,70,2039,6488,3,9,udp,ssh,REJ,0,0,0
1442,18,4271,9665,4,7,udp,ssh,REJ,0,1,1
1443,85,4684,,1,7,icmp,http,REJ,1,0,0
1444,42,,4076,3,,tcp,http,S0,0,0,1
1445,41,7117,8499,4,5,tcp,http,REJ,1,0,0
1446,38,1785,8015,0,1,tcp,ssh,,0,1,1
1447,34,,1119,3,2,tcp,ssh,,1,0,0
1448,17,,7632,4,9,udp,http,REJ,0,1,0
1449,37,5267,3018,0,5,udp,ssh,REJ,0,,0
1450,25,9191,4342,4,0,icmp,http,SF,0,1,0
1451,,5429,,1,1,tcp,ftp,S0,1,0,0
1452,87,6682,,2,7,udp,http,S0,1,1,0
1453,86,6894,1798,4,7,udp,ssh,SF,1,1,1
1454,,9644,,3,5,tcp,ssh,,1,1,
1455,27,,785,4,2,udp,ssh,S0,0,1,0
1456,57,4659,5692,4,1,icmp,ssh,REJ,0,1,0
1457,31,7083,3197,4,5,icmp,http,SF,1,1,0
1458,6,6870,9553,4,0,tcp,,SF,0,1,0
1459,91,,,3,9,icmp,,,0,1,0
1460,40,,563,,,udp,http,S0,,1,0
1461,98,6220,4747,4,8,icmp,ftp,S0,1,0,0
1462,12,4535,3000,2,6,,http,S0,1,0,1
1463,53,,1194,4,8,tcp,http,S0,0,0,
1464,71,8891,69,3,1,tcp,ssh,S0,,0,0
1465,10,1313,5680,1,4,udp,,REJ,1,,
1466,45,2963,2429,,8,udp,ssh,REJ,1,1,1
1467,17,2939,6201,4,6,icmp,ssh,S0,1,0,1
1468,26,3198,5397,4,8,udp,http,S0,0,0,0
1469,85,5297,6994,4,5,,http,S0,1,,0
1470,,7205,3599,,6,udp,ftp,SF,1,0,0
1471,62,5731,9036,4,9,icmp,ftp,SF,,1,0
1472,46,127,574,3,4,icmp,http,S0,1,1,0
1473,64,5603,4215,3,5,udp,ftp,S0,0,0,0
1474,,1192,,0,0,icmp,http,SF,0,0,0
1475,54,2640,1479,4,0,icmp,http,SF,1,0,1
1476,65,,9706,2,1,tcp,http,SF,0,0,1
1477,51,9212,6128,4,3,udp,,SF,0,1,0
1478,53,6454,9161,3,8,tcp,ssh,SF,1,1,
1479,36,6672,6677,1,6,tcp,ftp,S0,1,,0
1480,26,6684,2197,1,5,icmp,ssh,,1,0,0
1481,29,4540,9704,,0,tcp,ftp,SF,0,1,
1482,21,8877,8167,4,4,udp,ssh,S0,0,0,0
1483,11,2888,,0,3,udp,ssh,,,1,0
1484,,9655,6051,4,4,udp,ftp,SF,0,1,0
1485,11,4087,4651,2,,tcp,ftp,SF,0,0,0
1486,36,2262,8485,2,2,udp,ssh,S0,0,1,0
1487,,4181,4527,2,3,udp,http,S0,1,1,0
1488,39,2842,4413,1,7,tcp,ssh,S0,0,,0
1489,99,9960,5444,4,2,,,S0,0,1,1
1490,54,6041,9781,4,2,tcp,http,,1,1,0
1491,98,3561,8788,0,8,tcp,ssh,SF,0,0,1
1492,55,4759,2594,2,4,icmp,http,SF,0,,
1493,24,627,,2,9,tcp,http,S0,0,0,0
1494,22,5015,6853,3,0,tcp,ftp,S0,1,0,0
1495,69,1376,6630,3,6,udp,ssh,REJ,1,,0
1496,56,1182,3870,1,6,udp,ssh,SF,,0,0
1497,33,5709,7972,4,,tcp,http,SF,1,0,0
1498,36,491,9168,0,5,tcp,ssh,S0,0,,0
1499,20,3730,9268,,2,tcp,http,S0,0,0,
1500,83,5975,7823,2,2,udp,ssh,REJ,1,0,0
1501,,3535,2990,0,9,udp,ssh,SF,0,0,1
1502,81,3297,7063,2,8,tcp,http,REJ,0,0,
1503,62,1941,5341,4,,udp,http,SF,0,0,0
1504,98,,9644,,6,udp,ssh,S0,1,0,0
1505,73,,3824,2,9,tcp,ssh,REJ,0,0,1
1506,26,4909,3933,4,6,udp,http,,1,,0
1507,66,2988,,4,7,tcp,ftp,SF,0,0,0
1508,73,5586,2430,2,5,icmp,ftp,SF,0,0,1
1509,73,3160,7445,2,7,,ssh,REJ,1,0,0
1510,40,4531,7148,1,0,icmp,,,1,1,0
1511,17,682,7632,4,0,udp,ssh,SF,0,0,0
1512,1,5255,3599,,8,icmp,http,SF,1,1,0
1513,89,1074,4330,4,3,udp,ssh,REJ,,0,0
1514,61,,6719,0,2,tcp,ssh,REJ,0,,1
1515,,2694,9924,3,5,icmp,,S0,1,1,1
1516,42,9563,8219,3,9,udp,ftp,REJ,1,1,0
1517,25,4341,93,2,8,icmp,ssh,SF,1,1,
1518,,2157,8501,2,9,udp,ssh,S0,1,1,0
1519,35,,,4,3,udp,http,,1,0,0
1520,3,,319,2,8,,ftp,S0,1,0,
1521,44,7258,,4,4,udp,http,SF,0,0,0
1522,51,2160,7019,2,6,udp,,REJ,1,1,0
1523,94,6773,7211,4,2,icmp,ssh,S0,1,1,0
1524,98,1628,3957,2,2,tcp,ssh,SF,0,1,0
1525,12,8220,6058,1,2,udp,ssh,REJ,1,1,0
1526,19,7081,6876,4,7,icmp,ssh,S0,1,0,0
1527,44,1986,4432,1,5,tcp,http,REJ,0,,0
1528,59,9714,,,8,,ssh,,0,0,0
1529,49,8489,7044,1,8,icmp,ssh,REJ,1,1,0
1530,61,2182,1279,,7,tcp,ftp,SF,1,,0
1531,17,2297,8706,0,0,tcp,ftp,S0,0,,0
1532,,7165,6126,3,5,tcp,ssh,S0,1,1,
1533,57,2598,7875,0,3,tcp,ssh,S0,1,1,
1534,55,902,9926,2,3,udp,ssh,SF,0,0,1
1535,47,6061,6901,2,2,udp,ssh,REJ,0,1,0
1536,,9291,2501,3,8,tcp,ssh,,0,0,0
1537,62,1678,3465,3,1,tcp,ssh,S0,1,0,0
1538,,2882,2260,,0,udp,http,REJ,0,1,0
1539,,,7497,1,,,,SF,1,1,
1540,83,8053,2660,0,2,tcp,http,SF,0,1,1
1541,8,1379,256,2,3,udp,ftp,SF,0,1,0
1542,,1249,1503,0,3,udp,ssh,SF,1,1,0
1543,21,5651,,0,5,icmp,ftp,REJ,0,1,0
1544,81,,5431,0,0,udp,ftp,,1,0,0
1545,87,,8599,,0,tcp,ftp,REJ,1,0,0
1546,80,7037,3177,3,1,udp,http,SF,,1,0
1547,70,6488,1861,2,3,tcp,ssh,S0,1,1,0
1548,72,1059,6159,2,6,udp,ssh,SF,1,,0
1549,25,2049,5807,2,5,tcp,ftp,SF,0,,0
1550,82,,4355,,8,tcp,http,,0,0,0
1551,89,4249,723,3,6,udp,ftp,REJ,1,1,0
1552,12,2477,7580,1,4,tcp,ftp,SF,1,0,0
1553,15,4604,9475,,,udp,ssh,SF,,1,0
1554,59,3554,,4,9,udp,http,S0,1,1,0
1555,26,9954,3332,,8,udp,ssh,REJ,0,0,0
1556,26,,5791,3,0,tcp,ftp,S0,0,0,0
1557,47,4819,3117,4,8,udp,ssh,SF,0,0,0
1558,32,7193,9005,0,5,icmp,ftp,REJ,0,,0
1559,10,4624,9979,3,3,tcp,http,SF,0,1,0
1560,16,7350,331,3,4,icmp,ssh,S0,0,0,0
1561,71,,,,,icmp,ssh,SF,1,1,0
1562,17,9857,9409,,6,icmp,ssh,S0,0,0,0
1563,23,7210,5494,3,7,icmp,ssh,S0,0,1,0
1564,26,4577,7233,2,4,udp,ssh,REJ,1,0,1
1565,,,5615,3,1,icmp,http,S0,1,1,0
1566,86,7916,5914,1,7,tcp,http,,1,0,0
1567,7,1463,5914,3,9,,,REJ,1,1,
1568,14,5522,5612,,6,icmp,ftp,REJ,1,1,0
1569,79,,9433,0,9,icmp,ftp,REJ,0,1,0
1570,7,8237,320,,8,udp,ssh,REJ,1,0,1
1571,9,7814,8086,0,3,icmp,ssh,S0,1,1,0
1572,48,2069,4201,4,8,icmp,http,,1,1,0
1573,72,5754,4792,2,3,icmp,http,REJ,0,0,0
1574,59,7238,330,1,2,tcp,ssh,S0,1,0,0
1575,87,,8852,2,2,udp,ssh,REJ,1,1,0
1576,93,6192,6743,4,9,udp,ftp,,0,1,0
1577,82,1515,4917,3,1,udp,http,REJ,1,0,
1578,95,2599,1794,3,,tcp,ssh,SF,0,1,0
1579,94,1002,6458,2,2,icmp,http,SF,0,1,0
1580,39,1034,8126,3,7,tcp,ssh,,1,0,
1581,99,6900,5704,4,7,udp,ssh,,0,0,0
1582,18,8466,6171,1,1,udp,ssh,REJ,1,0,0
1583,,5052,6645,0,1,udp,ssh,S0,1,1,0
1584,17,,7421,4,1,tcp,ftp,REJ,1,1,0
1585,14,4477,,4,9,udp,ssh,,0,0,0
1586,31,479,8412,0,,icmp,ftp,S0,0,0,1
1587,24,516,2612,0,5,tcp,ftp,S0,0,1,0
1588,99,1192,5692,1,,icmp,ssh,REJ,0,0,
1589,60,6298,,1,1,udp,http,SF,0,1,0
1590,,9604,96,1,0,udp,http,SF,1,0,0
1591,98,272,9181,3,6,tcp,ssh,,1,0,0
1592,3,8335,9305,4,5,icmp,ssh,SF,1,1,0
1593,37,7779,6042,0,1,tcp,ssh,SF,0,1,0
1594,43,6009,5064,4,1,icmp,http,,0,0,1
1595,40,7988,8438,4,1,udp,http,SF,0,1,0
1596,90,3333,3350,1,7,tcp,ssh,S0,1,1,0
1597,,788,7645,,,,http,SF,1,0,1
1598,87,6223,,4,0,icmp,ftp,S0,0,1,0
1599,39,9874,5248,1,3,udp,http,SF,1,1,
1600,15,623,5357,,3,,http,SF,,1,1
1601,4,3842,4078,0,6,icmp,ssh,S0,1,1,0
1602,93,3677,4899,4,1,icmp,ftp,S0,0,0,0
1603,86,,1418,0,3,icmp,ssh,REJ,0,0,0
1604,25,6916,,3,0,,http,SF,,0,0
1605,13,5034,111,,3,icmp,ftp,,1,0,1
1606,82,7789,8282,2,0,udp,ssh,S0,,0,0
1607,33,5215,8955,3,1,udp,http,S0,1,1,
1608,16,4713,7392,2,1,tcp,ftp,SF,1,1,0
1609,42,67,5133,0,9,udp,,SF,1,1,0
1610,66,7534,2505,4,2,icmp,,S0,0,0,
1611,55,4617,9657,1,7,udp,http,S0,,0,
1612,99,1141,8290,3,5,udp,ssh,SF,1,,0
1613,42,5731,,1,5,udp,http,S0,1,1,0
1614,,7466,293,2,8,tcp,ftp,S0,1,1,
1615,30,9380,1735,2,7,tcp,http,SF,0,1,0
1616,13,4472,5121,,1,,,REJ,0,0,0
1617,13,3340,6394,2,5,icmp,,S0,0,0,0
1618,18,549,2197,4,0,tcp,http,REJ,1,1,0
1619,32,7676,3467,,8,udp,ssh,S0,0,1,
1620,,8265,1907,4,3,udp,ssh,REJ,1,1,0
1621,99,199,1722,2,3,tcp,ssh,S0,0,0,0
1622,39,9974,1817,0,8,icmp,ssh,REJ,0,0,0
1623,46,572,8445,4,2,udp,http,,1,1,1
1624,29,791,4228,1,4,icmp,http,S0,1,1,0
1625,62,9831,5776,0,0,udp,ssh,REJ,1,0,
1626,93,1175,3850,4,5,,ssh,SF,0,1,0
1627,62,179,5229,1,2,udp,ftp,SF,,1,0
1628,,,6850,0,0,,ssh,SF,1,0,0
1629,16,,1059,4,9,,ftp,,1,1,0
1630,56,735,2323,3,5,icmp,,S0,0,1,
1631,10,6233,8379,1,9,tcp,ssh,REJ,,1,0
1632,30,799,949,3,1,icmp,http,S0,0,0,0
1633,25,7602,8180,2,,tcp,ftp,REJ,0,1,0
1634,84,8980,4360,4,1,tcp,http,S0,1,1,0
1635,5,2796,5661,4,3,icmp,ssh,REJ,1,0,1
1636,65,4589,7255,1,2,tcp,ssh,REJ,1,1,0
1637,94,7298,8402,4,8,tcp,ssh,SF,1,1,0
1638,49,3085,2094,2,1,tcp,ssh,REJ,0,0,0
1639,,732,1564,4,,udp,ftp,SF,1,1,
1640,45,1130,,0,6,icmp,ftp,S0,1,,0
1641,,1606,175,3,3,tcp,http,S0,0,,0
1642,30,2934,1335,,,icmp,http,SF,0,0,0
1643,68,,322,2,2,tcp,ftp,REJ,1,1,0
1644,18,8517,5699,3,0,icmp,ssh,S0,1,0,0
1645,62,5075,5605,3,5,tcp,http,,,0,0
1646,37,,6743,2,,udp,ftp,REJ,1,0,
1647,25,1491,7437,3,1,udp,http,REJ,1,0,1
1648,48,894,8525,1,6,udp,ftp,S0,0,0,0
1649,65,1391,5675,,9,tcp,ssh,S0,0,0,0
1650,53,3390,5003,0,4,icmp,ftp,REJ,,,0
1651,79,4240,911,0,5,tcp,http,SF,1,1,0
1652,,4480,950,1,5,udp,ftp,SF,1,1,
1653,15,2264,,,8,tcp,http,SF,1,0,
1654,49,3433,,0,1,icmp,http,REJ,1,1,0
1655,88,2372,7702,4,5,udp,http,SF,0,1,0
1656,68,4313,101,3,8,tcp,ssh,S0,0,1,0
1657,12,,4647,1,3,icmp,,SF,1,0,0
1658,,,6946,,5,udp,ftp,,1,,0
1659,37,7089,2401,2,6,,ftp,REJ,1,0,
1660,61,5587,5802,2,0,icmp,,S0,0,0,0
1661,43,2918,2344,0,4,udp,ssh,S0,0,,1
1662,70,5732,353,2,3,tcp,ftp,,1,0,0
1663,39,7687,2956,1,9,tcp,ftp,REJ,1,0,0
1664,56,1168,1019,0,1,tcp,ssh,REJ,0,0,0
1665,63,8303,1180,1,1,tcp,http,SF,1,1,0
1666,46,5110,5194,1,1,icmp,ftp,S0,0,1,0
1667,88,4328,3537,,6,tcp,http,S0,1,1,0
1668,11,5811,2503,2,3,tcp,ssh,S0,0,0,0
1669,62,3656,3820,1,5,icmp,ssh,REJ,,,0
1670,77,3794,,2,6,icmp,ftp,SF,0,1,0
1671,,9948,,2,,udp,ftp,REJ,0,,0
1672,25,6739,977,2,1,icmp,,,1,0,
1673,,1578,9564,,9,udp,http,REJ,0,0,0
1674,52,9489,2281,1,8,udp,http,S0,1,1,0
1675,4,2221,5898,4,4,tcp,ssh,,0,0,0
1676,,9165,108,1,5,tcp,ftp,S0,1,1,0
1677,72,1031,9165,,5,tcp,ssh,SF,1,1,0
1678,20,6692,1627,2,2,icmp,ftp,REJ,,0,1
1679,93,3993,8896,2,9,icmp,http,REJ,1,,0
1680,63,914,6230,4,6,tcp,ftp,REJ,1,0,0
1681,54,6359,6878,0,6,tcp,,S0,1,0,0
1682,74,2182,875,3,7,icmp,ssh,SF,1,0,0
1683,98,3198,5544,1,4,udp,ftp,,0,0,0
1684,57,6041,3810,3,1,udp,http,REJ,0,1,0
1685,90,1463,2108,0,,tcp,ftp,SF,,1,0
1686,41,7038,9466,4,8,tcp,http,S0,0,0,0
1687,,9500,560,0,5,tcp,http,REJ,1,0,0
1688,6,4995,8309,4,7,udp,ssh,S0,1,1,0
1689,5,9382,4970,3,7,tcp,,S0,1,1,0
1690,5,5309,3047,3,4,udp,ftp,S0,0,0,1
1691,54,6222,44,0,0,icmp,,,1,0,0
1692,47,7091,509,0,5,icmp,ssh,REJ,1,1,0
1693,87,7770,6108,2,6,icmp,ftp,,0,1,0
1694,49,688,3440,4,8,tcp,,SF,1,,
1695,9,4662,3929,2,1,icmp,ftp,S0,0,1,
1696,99,9400,5412,1,1,udp,ssh,REJ,0,1,0
1697,20,1895,917,,9,udp,ssh,S0,0,0,0
1698,61,,799,0,0,udp,http,SF,1,1,0
1699,35,4923,4972,3,4,tcp,http,S0,1,0,0
1700,50,6323,1761,1,1,tcp,ssh,S0,1,1,0
1701,82,3184,3276,1,2,udp,http,REJ,,0,
1702,62,3798,819,,,udp,ssh,S0,1,1,0
1703,17,5179,5041,2,3,udp,ftp,S0,,0,0
1704,88,9837,,1,2,udp,ssh,REJ,1,1,0
1705,3,3969,3260,0,8,icmp,ssh,,1,0,1
1706,32,2717,907,,9,udp,ftp,SF,1,1,1
1707,99,191,603,1,,tcp,ftp,REJ,1,0,0
1708,13,1336,4296,3,6,tcp,http,S0,1,0,0
1709,89,8182,9984,2,2,tcp,ftp,SF,1,0,
1710,73,379,3528,1,9,tcp,http,SF,0,0,0
1711,68,3830,4544,4,7,,ssh,SF,0,1,0
1712,14,6381,1812,2,3,,ftp,SF,1,1,0
1713,98,616,9033,4,3,udp,,,,0,0
1714,11,2331,7964,2,,icmp,http,S0,0,1,0
1715,56,1755,5250,2,2,icmp,ftp,S0,0,0,0
1716,67,,4616,4,6,icmp,http,S0,1,1,
1717,92,9159,9229,0,0,udp,http,,,1,0
1718,29,4268,8917,1,6,icmp,ftp,S0,1,0,0
1719,9,3159,6767,0,9,udp,,SF,1,1,
1720,67,3625,9180,0,1,tcp,http,REJ,1,0,0
1721,,4939,803,1,5,udp,ftp,,0,1,
1722,98,5418,2583,,8,udp,http,REJ,,,0
1723,76,6005,,0,5,tcp,ssh,REJ,0,1,0
1724,42,,3838,0,2,tcp,ssh,S0,0,0,
1725,9,5604,8719,0,0,tcp,ftp,SF,1,1,1
1726,79,2213,1666,3,3,icmp,ftp,REJ,1,0,0
1727,40,6121,,2,3,icmp,ssh,,0,0,0
1728,25,5819,8652,4,,icmp,http,REJ,1,1,1
1729,5,383,6976,,9,tcp,http,REJ,0,0,0
1730,11,2257,2553,3,9,icmp,http,S0,0,1,1
1731,59,1413,7476,0,,tcp,ftp,REJ,1,0,0
1732,98,9776,2809,4,9,,http,SF,1,1,0
1733,88,6147,5634,3,6,tcp,ftp,SF,1,0,0
1734,79,372,,1,6,icmp,ftp,REJ,0,0,0
1735,38,5807,,4,,,ftp,REJ,,0,0
1736,,5566,2457,1,8,tcp,ssh,S0,0,0,
1737,,,9174,0,5,icmp,http,SF,1,1,0
1738,48,8308,5424,,1,,,REJ,0,1,0
1739,90,7438,4318,3,0,icmp,http,SF,1,0,
1740,18,447,1557,2,0,,,REJ,,,
1741,70,1392,2206,4,0,tcp,http,S0,0,0,0
1742,37,1341,,4,3,tcp,ssh,S0,1,0,0
1743,60,,9114,4,3,udp,ftp,SF,0,,0
