device_id,device_type,location,firmware_version,ip_address,status,model,operating_system,battery_level,last_check_in
823c340b-85eb-4e20-ae82-178e1e5a98b4,Gateway,Outdoor,93,18.117.48.71,Active,Model A,RTOS,16,9/29/2023 19:14
b905ecfc-6a43-4563-b815-90eaa31c2a7d,Actuator,Room B,13,84.13.41.70,Active,Model A,RTOS,83,11/17/2023 19:20
7702016c-e29d-4f0c-aa77-976bc0f1d84b,Gateway,Room B,81,152.148.166.77,Inactive,Model A,Linux,68,9/22/2023 9:54
fa8dc1aa-de38-4cc0-8926-dcf1315f5b4f,Gateway,Room A,24,16.4.133.44,Inactive,Model A,Windows IoT,42,6/19/2023 20:32
7b95dfe9-b69b-4bad-a62a-96b6cd33f55d,Actuator,Room B,20,220.136.75.25,Active,Model C,Linux,45,8/10/2023 18:13
5690a0ec-2d8b-4e46-af26-c01e7f2873c6,Actuator,Room A,40,40.96.148.114,Active,Model C,Linux,54,9/3/2023 4:44
314a7eea-5704-456f-85b4-26c4096e7a9e,Gateway,Room B,22,223.29.64.35,Active,Model C,Linux,23,4/23/2023 17:31
b50a91e2-438e-439b-82a8-fa39ecf39e30,Sensor,Room A,23,142.65.143.157,Active,Model A,RTOS,92,2/4/2023 0:48
c8df479e-9ecd-4d63-99b8-c9444e15fe8c,Gateway,Room A,45,16.248.24.189,Inactive,Model B,Linux,74,11/14/2023 12:04
3ac2d9c6-8a1f-4d61-9214-25229c335a3e,Gateway,Outdoor,54,93.51.24.237,Active,Model A,RTOS,78,5/22/2023 8:20
1d179809-a361-415d-959a-f0c350db23c8,Sensor,Room A,42,35.143.92.110,Inactive,Model C,Windows IoT,89,6/26/2023 21:05
7d5e1a3d-23eb-4d24-a57f-61e3a235e2e7,Actuator,Room A,64,199.85.57.9,Inactive,Model B,RTOS,92,6/28/2023 3:17
2303b0b0-2b19-4446-8099-0d27d3bdf4be,Actuator,Outdoor,26,89.208.205.165,Active,Model A,Windows IoT,5,9/8/2023 21:57
4285a52c-1984-479c-b910-afddd0245f10,Actuator,Outdoor,94,109.27.226.226,Active,Model A,Linux,88,8/27/2023 20:08
a3376e63-ff64-4b84-84a3-c01d9074fa67,Sensor,Outdoor,63,35.77.215.202,Active,Model B,RTOS,8,10/31/2023 9:24
d130c9e0-12fa-4a0c-931a-b757ac73d38a,Gateway,Room A,65,216.161.113.79,Inactive,Model B,RTOS,78,9/28/2023 19:38
75a5e60f-b9ba-4960-82ad-9049f7f0dc4e,Gateway,Room B,56,144.43.204.124,Active,Model B,Windows IoT,67,6/6/2023 17:24
7d3b92c5-75c4-49ec-b381-99abc1172762,Actuator,Outdoor,65,79.229.171.28,Inactive,Model C,Windows IoT,97,10/20/2023 7:48
6885a1bb-73ef-4b4a-b8f3-a735336756ee,Gateway,Room A,26,126.26.14.58,Active,Model C,Windows IoT,88,6/7/2023 12:38
a3e7f812-29d2-4c2f-8391-ea7985f5dec2,Sensor,Outdoor,71,195.99.55.3,Active,Model A,RTOS,68,6/11/2023 11:14
39777383-3fc0-42cd-90e5-dc1c4e9b0982,Gateway,Outdoor,26,15.44.243.21,Inactive,Model C,Linux,26,7/13/2023 16:42
5aa32585-7c54-4570-a0df-c7f870023dbc,Actuator,Outdoor,52,25.35.197.99,Inactive,Model C,Linux,22,2/15/2023 10:17
dc12989e-1042-4187-a05e-ec9a9bd70311,Sensor,Room B,94,190.192.102.124,Inactive,Model B,Windows IoT,49,10/15/2023 12:53
ac9b1f3a-24ea-4d08-ad29-1ce3c85b569b,Sensor,Room B,97,65.90.175.165,Active,Model B,Linux,95,9/26/2023 12:09
d225ef90-ca62-4b7c-b3bc-9152bb88542c,Sensor,Outdoor,55,144.248.161.250,Inactive,Model A,Windows IoT,100,9/9/2023 10:21
7435eef6-168c-4cb4-88e7-23cae22be1ab,Sensor,Outdoor,74,11.28.122.0,Active,Model C,Windows IoT,52,7/24/2023 6:23
7533fe25-30b3-40ef-86fc-6e4d3b447518,Actuator,Outdoor,13,138.105.58.109,Inactive,Model B,Linux,11,11/11/2023 14:31
6f602d92-2537-4eff-808d-709b4401ff38,Sensor,Room A,86,82.156.242.207,Active,Model C,Windows IoT,36,11/8/2023 5:13
6e27746f-0391-4e06-a2d8-62129b89f5de,Actuator,Outdoor,89,195.46.125.9,Active,Model B,Linux,13,7/2/2023 9:47
e1068a86-df70-4ff3-9cb7-6a916779d879,Actuator,Room B,29,37.242.176.45,Inactive,Model C,RTOS,8,9/30/2023 13:38
4b9b404b-79e5-4cf7-8376-e96b9452232a,Gateway,Outdoor,44,188.104.134.31,Active,Model C,Windows IoT,20,7/17/2023 3:41
edb671ee-8a18-47dd-ba89-c567de54dfeb,Actuator,Outdoor,13,12.118.154.86,Active,Model B,Linux,21,7/4/2023 4:51
69f6db7a-88d0-4142-80b0-95f5d2a4acce,Gateway,Outdoor,94,169.187.80.206,Inactive,Model C,Windows IoT,18,11/7/2023 22:16
467f6919-80a9-4ff4-864a-52b382e52985,Gateway,Room A,24,214.204.190.43,Active,Model A,Linux,54,6/2/2023 21:49
634f4261-9ed6-464d-9a4d-ed3453ad2e2e,Sensor,Room A,29,207.178.196.173,Active,Model B,Linux,79,7/10/2023 18:49
7c754ff9-4408-41a6-8dfd-9a3bcec31a9c,Gateway,Room A,45,181.71.172.81,Active,Model B,Windows IoT,98,4/25/2023 6:58
5d3f4b4d-4fcf-403e-b50e-dabf3b2b3ead,Actuator,Outdoor,74,40.215.182.7,Active,Model C,Linux,49,6/3/2023 0:32
8da40da7-5393-4067-9d38-dd9782d6a4a1,Gateway,Room A,54,13.183.157.198,Active,Model C,Windows IoT,59,3/4/2023 5:47
699919ed-c0ad-404f-831e-a5991fa1ff6d,Actuator,Room B,86,72.189.1.25,Active,Model B,RTOS,65,11/2/2023 8:36
5e4e96a9-46ca-4f66-90b9-7fbfe45016b8,Gateway,Room B,72,3.94.122.205,Active,Model A,RTOS,100,11/6/2023 3:04
b45003fa-98fc-4c60-974b-4001cd03e02d,Actuator,Room B,72,174.68.44.204,Inactive,Model B,RTOS,46,2/9/2023 1:57
20a380de-a895-4e49-a728-1c58c8a7ae96,Sensor,Outdoor,62,39.71.26.112,Inactive,Model A,RTOS,14,1/9/2023 6:15
a04f235f-5b6d-442a-bad4-e7ad93ce4f9a,Sensor,Room A,47,2.21.209.36,Inactive,Model C,RTOS,28,2/19/2023 10:36
0a5156b4-0cbe-43d0-bb6f-eacacbafd6f6,Gateway,Room B,39,142.251.25.52,Inactive,Model C,Windows IoT,76,1/25/2023 13:32
892129b4-6709-420e-a5f4-fe1aba0c721f,Actuator,Room A,12,69.27.205.83,Inactive,Model B,Linux,94,6/20/2023 8:20
3b336d1f-3b51-4f66-bbf8-455853bfc602,Gateway,Room B,54,45.195.102.150,Inactive,Model C,Windows IoT,100,4/30/2023 5:30
1938293c-672a-4e8f-b7e3-110053be919e,Actuator,Outdoor,34,183.13.18.39,Inactive,Model A,Windows IoT,18,4/20/2023 21:18
6caf2ec3-cfc7-4dbf-9e02-0414ce804923,Gateway,Outdoor,27,105.52.254.249,Active,Model B,Linux,36,9/27/2023 21:26
d85066a1-75cb-49ad-9eaf-a8e96f25dcd2,Sensor,Room B,87,51.227.74.82,Active,Model B,RTOS,96,5/20/2023 9:05
0cf11d88-84c8-429c-8a38-1bf7cfcff074,Gateway,Room A,13,151.246.213.231,Active,Model A,RTOS,58,11/3/2023 2:45
45326258-d958-4e4d-bb11-e09598b6b3c1,Sensor,Outdoor,72,21.119.165.23,Active,Model C,RTOS,87,7/19/2023 7:51
6c9730bb-fd82-4f69-ab53-33c81517197e,Sensor,Room B,93,35.5.215.107,Inactive,Model B,Linux,0,1/7/2023 17:19
797c4a76-bb69-4a9f-bc04-fe76956bcb9c,Actuator,Room A,45,222.34.23.49,Active,Model C,RTOS,33,1/16/2023 11:28
4fd81974-5e5e-4b76-b77d-d5def8751883,Gateway,Room A,55,109.75.15.250,Inactive,Model A,Windows IoT,16,6/21/2023 7:23
40ce3896-61e7-4bbe-b543-506f53169765,Actuator,Outdoor,55,170.155.227.228,Active,Model A,RTOS,27,9/30/2023 16:56
c9ec344e-dab9-475f-8e17-ee6e4204861f,Gateway,Outdoor,65,208.152.138.22,Active,Model A,RTOS,96,5/9/2023 23:13
cfd6e423-3acf-4167-bcfd-ca86717ba97c,Actuator,Room B,61,163.49.33.189,Inactive,Model B,Windows IoT,17,10/4/2023 9:14
e35a7ce1-1678-43a9-abb3-a364d0b70d1c,Sensor,Room B,87,122.248.67.211,Inactive,Model C,Linux,58,6/17/2023 16:04
be7d29dd-3d1d-428a-bf5c-08945df91f0e,Sensor,Room B,11,180.166.132.24,Active,Model A,RTOS,41,5/22/2023 14:16
874e6352-6516-4855-b1ee-b6b4d064747b,Actuator,Room A,34,131.139.55.85,Active,Model B,Linux,42,7/28/2023 5:41
0d445c75-fffe-4cd9-9313-9045fbf1fc55,Gateway,Room A,16,92.142.30.170,Inactive,Model B,Linux,87,9/12/2023 11:59
e6ec5d58-d99a-40e7-85f4-fe1163a2ab30,Gateway,Room B,13,114.119.229.183,Active,Model B,Linux,85,11/14/2023 4:46
1b696dce-9e7f-475e-9363-5c8be6854589,Gateway,Outdoor,91,141.104.58.232,Active,Model C,RTOS,23,3/28/2023 9:33
a5e05482-76eb-4d60-b44c-5f2b9196647f,Actuator,Outdoor,65,125.79.152.113,Inactive,Model B,RTOS,54,2/20/2023 12:06
aae71f94-1ca5-49a8-a559-4f1797bf7ee9,Sensor,Room B,96,63.195.130.227,Inactive,Model C,RTOS,81,1/16/2023 6:34
1c8e96a4-5ddc-4753-9b13-2eed28000fad,Gateway,Room B,28,181.254.104.144,Active,Model A,RTOS,37,5/12/2023 1:26
20762e0a-bc92-4024-ae7d-502d2a453f2d,Actuator,Room A,56,138.229.188.246,Inactive,Model A,RTOS,15,3/9/2023 10:46
2b3c555b-3d84-4457-8c06-748d6706a3fb,Sensor,Room B,49,9.11.73.152,Inactive,Model B,Windows IoT,13,4/25/2023 7:55
3ec65bd4-dea3-4837-9f60-b501a72fc987,Actuator,Room B,90,90.172.204.161,Active,Model A,RTOS,72,3/5/2023 15:59
e9ebe78d-841a-4cf8-abbf-bc8590eebbf6,Gateway,Outdoor,27,104.102.135.251,Inactive,Model A,Linux,71,2/24/2023 6:11
daddc10b-2d7e-4edc-95e2-cf58f09f4a2a,Actuator,Room A,66,80.124.23.62,Active,Model B,RTOS,4,3/27/2023 9:13
6f58f4dc-fb8f-4669-9b2d-e2d7afaac84b,Sensor,Room B,26,54.97.193.212,Active,Model C,RTOS,45,5/19/2023 18:13
7f67ec62-c33b-481c-8223-78070e9b2deb,Sensor,Room A,39,59.31.152.224,Active,Model C,Windows IoT,100,10/4/2023 19:11
045ee940-2dc0-46a1-ab5e-c92f1d7a2e94,Sensor,Outdoor,80,173.198.38.137,Inactive,Model C,Windows IoT,87,11/11/2023 3:40
d16070bd-4ba5-4e47-837a-f80b24cb6608,Sensor,Room A,85,194.134.224.183,Inactive,Model B,RTOS,64,4/1/2023 12:11
2bcb4d9a-b51d-40fb-8ff1-ecd587ce975c,Actuator,Outdoor,17,29.198.211.132,Active,Model A,Windows IoT,74,6/1/2023 9:35
c20696f9-f622-41ec-a863-4a7d5b1e6497,Sensor,Outdoor,30,98.138.233.90,Inactive,Model B,Linux,84,4/6/2023 20:07
8070762d-4516-4db8-8c90-71cf80c6d3d7,Gateway,Room B,63,148.38.14.152,Active,Model B,Windows IoT,14,6/16/2023 13:01
5df817db-60b7-4032-b6ce-50baa195d2b2,Gateway,Room B,92,109.31.190.72,Inactive,Model A,Linux,100,5/15/2023 17:38
1b50c746-a949-4b14-b456-b7413008f116,Gateway,Outdoor,70,124.152.16.233,Inactive,Model B,Linux,62,11/4/2023 7:21
bc27a988-bf2d-40d2-b952-c251f98fe2d6,Sensor,Room A,97,96.117.32.186,Inactive,Model B,Windows IoT,71,2/17/2023 14:54
ad145630-738d-442f-b523-0b2f8d6042d9,Actuator,Room B,75,85.36.49.129,Inactive,Model B,Windows IoT,40,9/10/2023 9:11
aee5630d-81b7-4f37-a7a5-72ed19877da8,Gateway,Room A,53,131.101.33.118,Inactive,Model B,Linux,4,11/4/2023 13:55
64c97744-2772-401b-8e11-63f474b57997,Actuator,Outdoor,75,34.74.224.238,Inactive,Model B,RTOS,4,7/20/2023 20:41
80a85839-efb4-4ffa-a209-0c67a79a3461,Actuator,Room B,36,44.85.198.247,Active,Model B,Windows IoT,75,2/22/2023 9:54
fdacf582-3018-4e33-8d26-59bf48c7f908,Gateway,Outdoor,36,203.241.65.5,Active,Model A,Windows IoT,42,6/2/2023 8:51
211a6d6a-11f8-4fa7-ba1e-09b94501c1c7,Gateway,Outdoor,34,185.96.8.251,Inactive,Model A,Windows IoT,64,7/14/2023 5:47
ce14e532-31d7-43f8-a5df-5b963a36e810,Gateway,Room B,51,16.178.71.252,Inactive,Model A,Windows IoT,81,8/13/2023 3:28
975afc82-7709-4854-a7b3-62faa6f79067,Actuator,Room B,53,99.153.2.7,Inactive,Model A,Linux,13,11/11/2023 2:10
52c83400-d6c7-497e-8985-fc2d292b559f,Sensor,Room B,42,159.46.25.160,Inactive,Model A,Linux,37,6/8/2023 17:56
c707de8d-06e0-4ae4-a0c8-c69ed942c522,Gateway,Room B,76,112.13.132.151,Active,Model B,Windows IoT,97,8/17/2023 14:25
228126c0-4280-4ba0-8eea-a8d9a5524bc4,Sensor,Room A,99,115.67.11.5,Active,Model B,Windows IoT,87,11/17/2023 18:37
e81181ed-0482-4a31-8480-284191de85df,Gateway,Room B,19,13.44.84.121,Inactive,Model A,RTOS,82,5/11/2023 10:09
831ccc09-25e3-42aa-9b85-9cad22de7994,Sensor,Room B,25,159.96.4.20,Inactive,Model C,Windows IoT,20,9/6/2023 4:06
a0971b8c-9c0e-451a-a9f7-ef835edf6c54,Actuator,Room B,86,123.55.225.169,Active,Model A,RTOS,66,11/4/2023 15:23
9f8b6645-99c7-4d0c-a349-d0ff086478da,Actuator,Outdoor,83,167.18.16.152,Inactive,Model B,RTOS,55,10/21/2023 20:34
40cd85f2-00ee-45cf-adf4-9d2d97ba6dd3,Sensor,Outdoor,70,27.8.34.34,Inactive,Model A,RTOS,26,5/28/2023 17:09
c942b15e-2ec8-4573-a0bd-187f788d5f56,Gateway,Room A,89,188.209.187.167,Inactive,Model B,RTOS,11,5/18/2023 17:03
53865ea5-d0bb-4798-978d-91a4651706d6,Actuator,Room B,26,10.191.177.141,Active,Model A,RTOS,13,2/6/2023 20:30
e7f0ad73-1ded-43ba-9e98-ae501f4a6227,Sensor,Room B,47,120.237.212.133,Active,Model B,Linux,84,5/15/2023 21:16
b5310192-5bce-42f6-ba86-d8ecbe60ed83,Sensor,Room A,16,35.217.16.38,Active,Model A,Linux,78,8/7/2023 9:15
7471f388-515f-4fc0-b42d-0ef488ad1824,Actuator,Room A,69,9.66.144.249,Active,Model B,Linux,9,8/28/2023 15:08
3265c762-9a41-459b-9669-3e8f4d7af186,Actuator,Room A,90,123.62.243.98,Inactive,Model B,Windows IoT,81,8/28/2023 19:50
3be888fe-fdeb-4415-8bc6-5986814be6ea,Sensor,Room B,69,111.234.31.111,Active,Model C,RTOS,49,7/28/2023 10:01
c6a15b16-5368-4250-b568-8a0640ef46fe,Gateway,Room A,50,53.226.169.238,Inactive,Model C,Linux,64,2/10/2023 6:26
d14f8231-3ffb-4ff8-8008-9b0bd33f133b,Actuator,Room B,95,121.10.82.234,Inactive,Model A,RTOS,13,4/16/2023 2:49
f31c5236-d500-45d9-a182-920461571b65,Actuator,Room A,11,53.49.125.1,Inactive,Model A,Windows IoT,6,10/27/2023 10:19
19bd2b41-fa45-4d28-9c30-f8b80bac0d55,Actuator,Room B,88,138.227.53.76,Active,Model A,Linux,79,6/1/2023 14:09
cf43c409-5245-4f4d-a934-01d61517f933,Sensor,Outdoor,71,223.228.15.35,Active,Model B,RTOS,25,3/3/2023 17:35
4847c74f-2814-4ed4-bea2-ff3dfab7bcd7,Actuator,Room B,85,11.31.64.76,Active,Model A,RTOS,93,3/11/2023 2:36
e12531a8-c8e8-4bf0-8cf3-3d8477da6cf2,Sensor,Room A,47,159.116.107.124,Active,Model B,RTOS,64,2/2/2023 2:35
6628c1a2-085f-4e84-8372-2b8028f8803b,Actuator,Outdoor,95,207.22.14.13,Active,Model A,Windows IoT,68,9/4/2023 8:30
6921cf08-0f9d-4e8e-8247-ebb08110498c,Gateway,Room A,58,67.92.77.166,Inactive,Model C,Windows IoT,28,10/22/2023 3:07
16b54332-e4fc-46d0-8caa-7ea14043034a,Gateway,Room B,54,220.219.76.218,Inactive,Model C,Linux,94,2/2/2023 23:15
0b5f3420-e863-45be-ae90-7ed012662684,Gateway,Room A,89,62.203.168.34,Active,Model A,Windows IoT,81,4/16/2023 17:18
6292c6e6-3019-44cb-ad3f-9a4492150d09,Sensor,Room A,33,80.37.18.87,Active,Model A,RTOS,52,3/22/2023 11:08
90279639-09ac-4674-8171-af8067d01d7e,Sensor,Outdoor,46,223.225.183.89,Inactive,Model C,RTOS,91,9/3/2023 16:08
8011a32d-f23a-4f86-bf0c-3daea5c5dc48,Sensor,Room B,10,4.52.108.45,Active,Model B,Linux,26,4/28/2023 14:43
184abd1a-dad6-4663-972c-b1f79bb6cc60,Gateway,Room A,22,160.26.64.169,Inactive,Model A,RTOS,75,11/8/2023 23:49
e0dc12a2-148d-4aea-b46b-0f669274eb1a,Sensor,Room A,75,78.106.159.221,Inactive,Model C,Windows IoT,0,5/7/2023 2:27
42d6e78f-fb94-4b91-9984-60598d776134,Sensor,Room B,32,124.18.134.84,Active,Model C,RTOS,43,5/31/2023 8:03
306412cd-b032-4cac-b807-e00afda466e0,Sensor,Outdoor,68,120.165.26.95,Inactive,Model B,RTOS,62,7/5/2023 14:29
0f945a08-592e-4ce5-a0f4-aae6e1907a04,Actuator,Outdoor,80,91.31.50.75,Inactive,Model A,RTOS,12,3/18/2023 13:11
2790328c-9f35-43cc-b39a-fa13ff0d065c,Gateway,Room B,49,82.204.27.115,Active,Model C,Linux,26,5/16/2023 6:56
30a39527-16fa-4d2b-b850-39932c3049b7,Sensor,Room A,84,151.76.100.47,Active,Model A,RTOS,4,1/4/2023 14:00
95f824ac-8301-4711-9354-2b10846b14b2,Actuator,Room A,36,58.246.231.57,Inactive,Model A,Linux,90,3/20/2023 16:12
905699c2-4b7a-4a8a-a0f0-21ff31b26643,Sensor,Room A,46,68.210.199.170,Inactive,Model B,RTOS,57,3/22/2023 20:22
07c10241-21f1-4ab9-be93-1460fb358167,Gateway,Room A,74,31.39.170.56,Inactive,Model B,RTOS,32,5/12/2023 13:08
fc3c65d7-9e67-4b4f-8e83-020bca59551b,Actuator,Room A,19,136.210.177.124,Active,Model A,RTOS,69,2/24/2023 0:43
2aac74e9-2ea8-40fa-9826-f7b5c2a00b92,Sensor,Room B,22,81.229.43.9,Active,Model B,Windows IoT,19,8/27/2023 23:26
37db2070-846e-4459-8207-87453d26a21f,Sensor,Room B,20,28.40.113.200,Active,Model C,Windows IoT,52,2/5/2023 16:26
9e140a17-f993-4166-9a0d-255854067555,Sensor,Room A,40,79.179.253.215,Active,Model B,Windows IoT,55,8/17/2023 3:25
6caed52b-8a2d-485f-8e91-ec181c9611f1,Gateway,Outdoor,57,71.148.13.16,Inactive,Model A,RTOS,29,8/13/2023 13:17
87757057-696e-4a78-a8bb-a9f58f52dbb1,Actuator,Room B,30,157.210.23.62,Active,Model A,RTOS,44,8/20/2023 17:19
38f71193-66e1-4976-87a8-cc2bc21f7166,Sensor,Room B,98,92.79.114.63,Active,Model C,Linux,27,10/20/2023 4:36
935dc7ff-6051-44e3-a1fb-c3226208602f,Gateway,Room A,53,44.64.12.35,Active,Model A,Linux,78,7/6/2023 4:33
41a56b03-c6e5-4f18-9be3-a72c443d1abf,Sensor,Room B,81,222.158.253.208,Inactive,Model A,Linux,26,9/8/2023 16:49
9dd97f16-8789-498d-9c85-4c93ec1847dd,Gateway,Room B,41,78.175.93.217,Active,Model B,Windows IoT,55,9/24/2023 13:45
a4da5b2a-8e2c-41c5-8dde-65511b5a2c63,Actuator,Room A,51,40.2.79.22,Active,Model A,Linux,73,10/20/2023 13:39
4c4f1714-d90f-4bf3-8854-31d41c8a2b9a,Sensor,Outdoor,58,2.20.168.226,Inactive,Model A,Windows IoT,75,11/6/2023 1:27
673cc00f-5df3-438b-83a9-5e1a4fd5cb98,Gateway,Room B,14,219.196.154.109,Active,Model B,Linux,17,6/5/2023 13:35
605b402e-1c88-44a3-89d6-ce2cfde84cdd,Gateway,Room A,50,194.55.98.156,Active,Model C,Windows IoT,72,2/19/2023 3:10
ac07255d-aac2-499b-a094-6d89307da979,Gateway,Room B,43,1.191.60.190,Active,Model C,RTOS,54,7/6/2023 17:33
0b4f0df8-4628-4f6b-9d9c-ecf56c3f19b1,Gateway,Outdoor,65,20.186.65.98,Inactive,Model A,RTOS,72,2/2/2023 13:39
9c9aca79-6deb-413d-b3ef-1c70e78fe25b,Gateway,Outdoor,72,114.155.232.92,Inactive,Model A,Linux,37,1/26/2023 12:50
5f515adb-8d54-49f5-80db-63d7a47bba59,Actuator,Room B,30,187.116.53.137,Active,Model C,RTOS,95,10/6/2023 9:05
315fdbb7-3868-4c8a-9e96-3996fe9da5cf,Gateway,Room B,15,187.255.56.80,Inactive,Model A,Windows IoT,26,10/13/2023 13:56
fa8cc47b-ef22-47af-b2d4-162479e5abe6,Actuator,Room B,30,91.235.90.105,Inactive,Model C,Windows IoT,13,5/10/2023 22:34
ec762b40-36b1-42cb-966c-87ea70659ae2,Sensor,Room B,87,188.102.130.139,Inactive,Model B,Windows IoT,9,10/4/2023 4:41
8858e8ff-eeb4-4908-997b-d15a3a49dfcd,Gateway,Outdoor,60,72.115.84.52,Active,Model B,RTOS,21,8/14/2023 18:45
950bdc6f-d810-41de-a8f3-cd947637b3d8,Gateway,Room A,77,136.192.203.129,Active,Model B,Windows IoT,44,1/10/2023 2:52
4d835cb7-ccb2-4a4d-a454-336341715655,Sensor,Room B,63,152.245.255.135,Active,Model C,RTOS,100,2/4/2023 7:29
5293daef-70da-4ed9-9c49-3c73b38b0d95,Actuator,Outdoor,43,83.87.153.153,Active,Model A,Windows IoT,31,9/11/2023 3:35
03d888da-4e1d-4d25-b164-06361b50a26d,Sensor,Outdoor,40,156.8.190.185,Inactive,Model C,RTOS,76,5/11/2023 6:56
5de968cb-6464-41a0-9034-224471e46379,Sensor,Room A,31,141.34.227.72,Active,Model A,RTOS,100,3/5/2023 14:26
c8b9490a-470b-4ffc-8dd2-55a20c64195d,Sensor,Room B,95,13.250.196.68,Active,Model A,Linux,32,7/26/2023 11:08
f4f226fd-11d8-43e5-815c-cdf92e1ec9c7,Actuator,Room A,57,41.210.204.219,Active,Model A,RTOS,32,6/5/2023 14:44
96d4b37d-97d5-4f45-8344-fc385c73c629,Actuator,Outdoor,88,60.57.182.178,Inactive,Model C,Windows IoT,42,9/18/2023 13:52
fff4ac19-c2de-48e1-96b5-bb4664f38c69,Actuator,Room A,19,134.119.219.140,Active,Model A,RTOS,42,2/10/2023 11:27
f6b3bb90-86e3-4211-8219-71334f6ec5b4,Sensor,Outdoor,38,89.182.79.208,Active,Model A,Linux,31,8/25/2023 10:54
534fddae-5280-4521-a03c-8ec8e8ed52da,Gateway,Room B,48,176.196.71.191,Active,Model A,RTOS,18,9/6/2023 1:45
34e26cfe-a4ad-4ac9-a6f9-dc2dbaf2ae40,Gateway,Outdoor,82,55.71.177.87,Inactive,Model C,RTOS,13,4/28/2023 23:04
c3ecd817-0d64-49ad-9a45-4c88ae702f4a,Actuator,Room B,16,80.22.2.11,Active,Model C,RTOS,97,11/4/2023 6:25
9960423b-d107-4668-a4c5-6b7db613845a,Sensor,Room B,54,84.250.33.248,Active,Model B,RTOS,79,2/10/2023 16:46
b36b7ce7-0fb3-45b7-932a-d01471864a2e,Sensor,Outdoor,27,178.68.43.3,Active,Model A,Linux,38,11/5/2023 6:54
1ed80db9-3631-40d9-868a-d9c5e66f4219,Actuator,Room B,57,132.255.130.224,Active,Model B,Linux,29,9/5/2023 4:22
3a42aa62-a6d8-47a3-b616-fac89c13d87d,Gateway,Room A,28,56.168.95.217,Inactive,Model C,RTOS,23,5/19/2023 21:52
f219b4fe-858d-46a6-baea-cd112f16d749,Actuator,Room A,35,108.213.31.12,Inactive,Model B,RTOS,57,3/14/2023 11:29
30bf4b40-fa58-4e94-b234-a8175d03361a,Sensor,Outdoor,83,199.180.38.98,Active,Model C,Windows IoT,84,1/25/2023 21:37
3355f1cb-b859-4bf4-91ec-bba134776a2b,Actuator,Outdoor,30,28.146.126.187,Active,Model A,Windows IoT,73,10/10/2023 20:11
07f53101-2079-453b-b7e1-31fb1e4ed115,Sensor,Outdoor,46,18.36.130.235,Inactive,Model A,Linux,52,3/23/2023 14:50
a8c8486e-7f0b-4b2c-b168-6362646b9c98,Actuator,Outdoor,40,85.79.108.14,Inactive,Model B,Linux,85,4/18/2023 22:20
47dd8b82-b04a-45b0-83d0-c252e989ab92,Gateway,Outdoor,66,189.207.89.122,Inactive,Model C,Linux,12,7/18/2023 19:32
80d68e30-a827-4d0e-b24d-4b9b771933d3,Sensor,Room A,12,106.151.120.155,Inactive,Model C,RTOS,41,3/3/2023 22:24
e49cd0d2-5ddb-492e-b5f6-79e723830574,Actuator,Outdoor,35,7.190.223.180,Inactive,Model A,Linux,99,6/28/2023 9:21
f8dceacf-aca2-4803-a29d-4923fa822633,Sensor,Room B,90,204.125.123.111,Inactive,Model B,RTOS,7,2/18/2023 23:26
e135d1ad-2284-44a0-a402-30111fff705f,Sensor,Outdoor,54,161.170.62.59,Inactive,Model B,Linux,65,1/9/2023 12:56
318bf94c-a477-4f9c-b05a-d1ffcf06e5cf,Sensor,Room B,89,131.123.208.158,Active,Model C,Linux,51,3/5/2023 21:24
ab2f9846-d5ee-429b-8755-1f362e184651,Gateway,Room B,47,211.13.97.148,Active,Model A,Linux,99,4/19/2023 7:39
f1dc2453-3764-4be1-848f-45be5679004c,Gateway,Outdoor,80,53.163.104.245,Inactive,Model C,Windows IoT,40,6/28/2023 8:36
45aa3acc-0bbb-4553-bb09-02c1b2dbcfd9,Gateway,Room B,74,96.124.234.241,Active,Model C,Windows IoT,78,1/19/2023 6:59
6b5d9c84-7384-4125-8187-2a42211a3e85,Sensor,Room A,89,200.115.119.39,Active,Model C,Linux,68,9/7/2023 23:37
c60c0f57-1352-4e33-82b0-e27f3de4a414,Gateway,Outdoor,70,180.23.76.217,Inactive,Model B,Linux,40,9/11/2023 6:33
e50b80ad-6768-442d-be30-771bf5d6663b,Gateway,Room A,17,166.59.209.205,Inactive,Model B,RTOS,39,1/21/2023 10:35
ebb40ce4-87b3-405e-b4d0-ea461baac4a7,Gateway,Outdoor,65,222.85.63.153,Inactive,Model B,Linux,19,8/31/2023 18:57
f37d3046-7155-445a-861a-2636a7d3ecd4,Sensor,Outdoor,70,147.29.247.11,Inactive,Model A,Windows IoT,92,5/3/2023 6:09
a23c5cdc-aff4-4094-a003-82c79f8dc5ea,Actuator,Outdoor,67,177.196.248.77,Active,Model C,RTOS,32,7/4/2023 8:28
43673f5c-f2aa-4f57-b1de-ca8f9f7428ad,Gateway,Room A,74,65.46.130.241,Active,Model C,Linux,18,9/1/2023 21:11
c3e3edd6-ff4c-4327-b715-e1aeb1264d5b,Gateway,Outdoor,58,216.9.170.209,Active,Model A,Linux,61,7/8/2023 20:03
137e518d-2769-4259-9561-894d809c3033,Actuator,Room B,41,180.156.73.217,Inactive,Model C,RTOS,75,9/25/2023 4:10
345f7620-f2d2-4eea-b3a7-135bdaa79cd3,Actuator,Room A,38,190.201.161.120,Active,Model A,RTOS,0,8/4/2023 11:48
