incident_id,incident_type,affected_systems,description,timestamp
92897ceb-63f4-4ab6-965a-6bea33bad026,Phishing Incident,Li Workstations,Data risk mouth play father from. About organization state eight.,2020-01-06 07:36:25
c29f943d-6ff8-4e61-9745-3dd379b31337,Phishing Incident,Wi Servers,Feel course lawyer event when. Newspaper beyond great above would human. Teach point sell ago participant pattern nation.,2023-01-10 21:52:32
a96f28bf-ca3c-40ac-a547-3c0a77e3ab04,Ransomware Attack,Network Appliances,Specific fear return Mr animal seat soon speech. Professional sell activity building. Girl amount eight protect source.,2023-07-19 05:58:49
a144015a-baa2-4958-876d-7c328ea26f85,Data Breach,Network Appliances,His five keep network sing easy allow. Party possible political hard off under ok.,2020-04-05 10:59:02
52a7d88f-f25a-4f5f-94cd-24f537d66d8f,Data Breach,Li Workstations,Thus family three try at scientist should daughter. President wear could value important evidence. Listen agency yourself expect.,2021-11-10 00:10:40
74274961-c8eb-4052-8572-991ba640d49b,Ransomware Attack,Wi Servers,Perhaps boy hospital. Someone child evidence fast company suggest despite.,2020-11-12 18:41:28
be94929d-5589-4180-af16-6628e96d7a74,Ransomware Attack,Network Appliances,Hour black rate almost usually range attention term.,2023-06-05 07:17:27
111df0d3-0e5e-44ea-8347-26ca08b5c933,Ransomware Attack,Network Appliances,Side table turn guy. Ground thousand marriage kitchen state room second expect. Book improve trouble beyond above season scene. For until go capital contain crime.,2022-10-15 12:27:05
648b47a2-52cd-46c1-b793-f0bb89299c84,Data Breach,Network Appliances,Treat great door watch receive follow. Control fall yes when term. Moment lawyer since change senior.,2021-02-15 18:58:53
9669a246-e064-4c66-97b9-39b934bb1050,Ransomware Attack,Li Workstations,Seven result admit national have home. Product sport risk camera law whose what.,2020-11-28 09:33:12
9c10aa3d-8bee-4a5c-a543-c245b15c099d,Ransomware Attack,Wi Servers,Against usually positive take between professional. Hand PM sit.,2021-05-03 23:48:33
3c9ad97e-c3af-4094-aea7-eef3a79f89eb,Ransomware Attack,Li Workstations,Oil wall change action. Skin unit many choice same development. Put future season price nice career drop minute.,2020-08-01 11:25:42
b6200660-a256-4d64-b2d3-23195ad3c127,Ransomware Attack,Wi Servers,Issue discover letter investment. Military piece bring husband long course. Voice painting girl leg speak third policy deal.,2022-12-10 03:46:17
213dcb28-095f-4dee-958d-79428d9bec05,Data Breach,Li Workstations,Where conference project culture change. President under or grow month dinner. South eat south performance perhaps.,2022-07-08 18:56:46
b5e4b5d0-382a-4e24-878a-aa4c2008d70c,Phishing Incident,Li Workstations,Natural assume effect necessary. Fear move happy get three half positive direction. About painting beyond present central talk instead cultural.,2022-07-07 04:13:15
22ce3842-12a2-4220-8771-16338a1f5dd3,Phishing Incident,Li Workstations,Study hard adult little. Really hotel training between kind always write.,2023-07-18 02:24:09
21261de8-611c-4644-8bf1-43ea7a0b2cd1,Phishing Incident,Network Appliances,Trial home each poor public assume animal lot. Culture prepare part resource treatment adult recently.,2020-04-15 03:24:44
e4c1d677-7803-4e07-b316-c72df1e486eb,Data Breach,Li Workstations,Former specific whole include direction science. Speech investment range moment meeting. Statement two light hit good way wait level. Responsibility bed nature present rate.,2021-01-14 20:26:56
d5fdf378-ab78-4f95-8b60-7cc054d55220,Phishing Incident,Li Workstations,Kitchen hair environment figure other government. Catch student wide join show see.,2023-07-23 23:19:37
884e6506-56fd-4a6a-a6db-0012f98b1ab6,Ransomware Attack,Network Appliances,Magazine peace improve.,2022-10-29 14:34:26
904e9a6f-f160-4a95-aeb0-083a48f55ccf,Data Breach,Wi Servers,Gas month technology drop event. Particular great color quality section authority. Hold card far our keep this another several.,2021-05-13 09:06:22
eab49a5e-62ab-4744-a442-e71aa7bfcca2,Data Breach,Wi Servers,Democrat up computer example six cost anything. Seek civil statement understand.,2023-04-10 12:48:50
ec44b681-70ad-42f9-88a5-95a6f0bc6509,Phishing Incident,Wi Servers,Article no Democrat mean manage sing. Stand travel yourself realize who between.,2022-11-28 15:13:15
9bd03414-2354-4501-9264-803eb4df3a28,Ransomware Attack,Li Workstations,Collection agree affect quite. Expect husband admit cultural alone although.,2022-03-27 06:36:40
f2156e2a-2a03-4951-a19b-99f0726cfb87,Phishing Incident,Li Workstations,Edge somebody although painting customer. Paper official information reveal pay. To six green hot quite decide gun.,2022-03-11 20:37:18
d524d291-389d-4117-9c0f-641ec3751e6c,Ransomware Attack,Wi Servers,Save while could. Coach health ask knowledge stage.,2020-08-25 03:13:33
f9657e3e-84d0-4c32-bad5-d35d2e19aa52,Phishing Incident,Wi Servers,Blue you ahead possible. Mind before might moment her weight. Conference else indeed bit production good professional. Glass daughter street team either leave.,2022-07-25 00:16:59
0d3ba52d-d01f-4f7d-b233-cfb00a608193,Ransomware Attack,Li Workstations,Here family animal letter whole husband some or. Call remain its movie into leg.,2023-01-05 17:55:17
008c8fc0-0e16-4722-adbc-4e76f0ac3199,Ransomware Attack,Li Workstations,Herself last benefit true. Employee provide practice billion cause method.,2020-06-11 03:43:52
8525f79f-7a53-4188-aefd-f2953d0fbb6b,Ransomware Attack,Wi Servers,Again check under head since. Project alone school officer front run grow.,2022-04-21 01:00:49
ce52fbda-ee65-40f8-84d7-90eca3038601,Ransomware Attack,Wi Servers,Past former sound know.,2022-08-16 02:28:34
b91651dc-2c1d-40a7-bbf6-a91c7a93fd56,Phishing Incident,Li Workstations,Look discover degree then between thus than. Spring event yard body.,2022-08-27 18:05:45
4888d062-ce3e-4557-87c4-58749b77b881,Phishing Incident,Li Workstations,Some example door change really similar ability. Manager black international industry probably order back.,2022-05-06 16:56:24
bdb4763e-30fc-4a3b-8bdd-08b23d35e7ea,Data Breach,Wi Servers,Whole reality program benefit. Music what company move senior war. Identify staff so rate morning public. Line protect compare now director another national ok.,2023-04-10 20:32:59
65a9a2d3-8bb1-4db8-8f9e-18119f3ee08d,Ransomware Attack,Network Appliances,Analysis simple month strong. Painting now run ever finally dream particularly. Company keep physical yourself popular spend.,2021-08-06 17:44:35
65d68b58-756d-4ca3-b4a9-6cec56b764e1,Data Breach,Network Appliances,Face knowledge cost people home painting. Both close TV cup.,2022-07-29 20:47:04
2853901f-2aa1-4d96-b938-a80168199db3,Ransomware Attack,Li Workstations,College media morning protect. Direction through tree herself lot security. According prove similar grow yard same. Something hold imagine shake manage hot.,2020-10-25 07:49:14
cbd16a69-967b-48f5-9129-62a8481fc8f5,Ransomware Attack,Network Appliances,Eye throw perform knowledge case interest. Factor receive will career.,2023-08-03 16:09:04
7722d1e6-72b4-4b22-9afc-66ae32aa58b0,Ransomware Attack,Wi Servers,Action reach four world. Consumer manager whom. Book miss can son pull trip itself candidate.,2022-07-15 05:15:56
2f784967-0cd0-4e97-b2f4-e7fd5b450c78,Data Breach,Wi Servers,Build per cut area worry. School business quality particularly moment run.,2021-02-21 02:05:21
df13eb16-42a4-4608-b3b7-fa864a17b7e5,Ransomware Attack,Li Workstations,Campaign who itself subject large marriage product medical. Blue outside assume role do age. International them woman policy food.,2020-12-22 16:47:28
0f7f5a5c-90f2-4236-9be9-7029c6b90f76,Data Breach,Network Appliances,Eight occur just city around. Range attorney response arm. Crime recognize building young beautiful area TV matter. Capital already six get impact them truth.,2022-11-09 00:49:22
7947f9eb-da1d-4b2e-9b0e-3942160c49df,Ransomware Attack,Wi Servers,Adult sense artist song. Sound window bar window reflect current for. Center long family write.,2022-04-10 16:39:40
4ed69ccf-97cd-42c5-96a1-1c497d07cb8e,Ransomware Attack,Wi Servers,Age but marriage send down somebody. Actually community somebody actually federal move. Trip cost our yet almost. Own month information exist senior.,2021-08-05 17:25:56
d47da388-97c9-402d-945b-8ce0b245cb8a,Phishing Incident,Network Appliances,Low hundred war bag half. Suddenly quality mouth lot myself contain four. Go draw clear nor also job history.,2023-11-06 23:10:35
68132edc-b5a6-4adf-abb0-95b421e0ecb8,Data Breach,Network Appliances,Billion range mention yard. Health law staff message. Difference attorney dog almost anyone church eye light.,2022-12-03 02:34:26
91a81ab8-205f-42df-b182-e0350e718a8a,Ransomware Attack,Li Workstations,Collection eye since also sound. Pattern lawyer from throw sure.,2020-09-30 14:35:14
6b0f6d21-821c-46a2-be04-1bfb4655f927,Phishing Incident,Li Workstations,Several some face wonder. Speech north room wall room thought.,2022-10-13 14:07:30
caea74fd-9548-4bcd-b8aa-c0ea36308157,Ransomware Attack,Network Appliances,Worker later feeling occur work raise. Attention lay amount it listen ask west.,2022-07-21 03:24:24
2ede3665-f8b0-4df2-9214-1209e883a2e9,Ransomware Attack,Wi Servers,Use participant view relationship treatment serve. Body memory book however. Visit without hair green enter.,2021-12-15 04:29:20
fb714355-b7e9-4b3c-92a7-d64a1fa2b630,Ransomware Attack,Network Appliances,Capital likely keep skin art. Kid really sure necessary subject in although. North mission minute free mean plan stage issue.,2021-08-13 10:14:44
39bda75e-208c-4c0b-bbc4-ab9d339942f6,Phishing Incident,Network Appliances,Give raise foot. Own medical model second turn process raise.,2023-10-09 02:54:08
785b6412-bbbf-4df3-ba92-9ee58d4b301a,Data Breach,Network Appliances,Town natural value start artist blood. Might can back money national research outside. Staff whether picture raise.,2023-08-01 02:08:42
be733ca2-a9df-4939-b3a6-502dd9264b6d,Phishing Incident,Li Workstations,Thousand special skill also rule address hold. Team war follow standard best house.,2022-12-04 02:46:36
9ace1a2e-e7b2-4f81-a19b-4682327c8e2b,Data Breach,Li Workstations,Subject after follow town Republican. Series method item budget trade. Majority movie would.,2020-09-09 01:50:11
2b2a50cf-6e41-47d9-8dc6-73881458f68a,Ransomware Attack,Li Workstations,Speech personal wonder whose level bill direction behavior. Suddenly oil lose. Knowledge forward down.,2022-07-10 21:26:09
3a0b5112-0a34-42b3-b112-70ea342d2f78,Ransomware Attack,Li Workstations,Reveal really buy the have sense. End wide get family management face commercial.,2021-06-15 18:48:18
83771011-e6ef-447d-b37a-752b78c2b4c2,Phishing Incident,Network Appliances,Upon campaign network method respond success process. Phone drop heart develop same.,2021-03-29 14:53:53
7b9bcf72-b327-4863-b82f-ff1a1cdd6b11,Data Breach,Network Appliances,Feel subject suggest their including painting see. Magazine section story music politics. Where item set give before get.,2021-08-28 11:14:17
5a436029-6442-445c-8404-c21f5b019fe0,Data Breach,Network Appliances,As require old vote skill. Drop reflect material manage style direction.,2023-09-18 00:20:28
20f3c477-be68-462f-bf91-25d5cfacdc6a,Ransomware Attack,Wi Servers,Think reduce amount recently news require data. Sea gas spring be economy.,2022-06-15 07:13:32
1122ab14-a570-4d92-94ae-051652791d2e,Phishing Incident,Li Workstations,Someone head begin example. Standard very sure enough with. Threat sport church choice push section.,2023-03-11 12:21:39
2e3c7e19-8d65-4a16-8fb9-58627615b81a,Phishing Incident,Wi Servers,Recognize actually who age debate know. Member tell travel entire. Year civil trade none city section.,2020-01-13 02:56:52
005a1c4b-e704-4390-aa87-b9c6f8c45134,Ransomware Attack,Network Appliances,Sort remain soldier board call. Reason hot suggest than final. Very grow floor region.,2023-07-01 07:11:24
710e3129-57e1-45ff-823f-8e181b54cf70,Ransomware Attack,Network Appliances,State everyone firm soon response value. Necessary should data create build. Road page dinner occur.,2023-03-01 23:43:45
e768d3da-5e5e-4424-96a8-5d072304b20b,Ransomware Attack,Wi Servers,Concern woman ball leg yourself sure course. Out loss respond political owner international miss. Suggest minute green three idea huge.,2021-04-03 21:19:07
cba62979-a62f-4523-b8a4-eefdb4f01d5b,Ransomware Attack,Network Appliances,Individual social professional own.,2020-09-20 08:49:59
9d921b33-b414-459f-a663-8e9a44feebfb,Phishing Incident,Network Appliances,Total perform quickly order. Letter management once stage model apply.,2022-12-11 20:05:05
2974de11-7bb1-4472-b3bf-3b5110e2e82a,Phishing Incident,Li Workstations,Return show fund lot education few. Like public item spring keep.,2021-03-18 03:31:07
2be454b4-a64d-48b3-8245-81782083e17d,Data Breach,Wi Servers,Learn everybody case. Vote kind approach you similar. Film beyond several its loss organization.,2022-03-09 21:09:18
ba77a89e-912d-443d-9dea-01dbcd399f88,Ransomware Attack,Wi Servers,Decade already though share course real agent. Family pressure this investment.,2021-09-26 21:29:22
1ccd17dc-3a5e-4277-98f4-8ed43d4c6f85,Data Breach,Li Workstations,Increase similar raise top measure. Second indicate party condition concern. Eight increase our government their relationship stand.,2023-06-30 16:11:00
b729093f-bb7c-4b88-994a-22e9d55d08e5,Data Breach,Network Appliances,Language opportunity eye together. Several culture population. Hospital son total land answer pick where customer. Contain stage while.,2022-12-27 11:53:21
d797c6e8-7f6b-41b2-9655-a34e99089efb,Phishing Incident,Li Workstations,Cut support report early crime institution. Figure page interview.,2021-05-02 05:02:26
24c89fb3-8550-4f24-9a46-95571a9e75f6,Data Breach,Li Workstations,Imagine nation evidence point TV save energy. Fight ready live Mr. Letter wrong service successful decide.,2021-01-31 02:29:09
45e365e1-be79-4e36-abc5-e53e3e1d5567,Data Breach,Li Workstations,Show population traditional. Score as finally born answer.,2021-04-26 19:24:51
b35b4743-0839-44c4-afa4-94d34ed63abe,Ransomware Attack,Li Workstations,Anything religious coach. Voice your fish tax head choice. Although card hour step. Value market girl west way detail sea.,2020-02-25 22:04:13
47eeac5c-f998-4ab6-8a7b-6d999fbad441,Phishing Incident,Li Workstations,To trip little employee. By government purpose reveal newspaper. May environmental new when by.,2021-06-08 14:57:38
e8c72d03-ea47-40b6-8add-edf80c79da66,Ransomware Attack,Wi Servers,Assume thought oil than mother despite.,2020-06-30 14:01:51
cb83b3de-e9a0-4c82-8851-8d445e532c02,Phishing Incident,Wi Servers,Specific foreign subject tough research necessary factor want. Democrat between try consumer.,2022-06-19 02:33:06
3ac8911f-6ce0-4ba1-90c1-d145596b62a9,Ransomware Attack,Network Appliances,Night remember save camera. Where system better also commercial nothing.,2020-02-01 13:54:34
ad8e9e78-d6ba-4367-8fa3-ac17697df1f8,Ransomware Attack,Wi Servers,And without sing board close expect man. Relate hospital face office.,2021-07-22 22:47:27
0b67e1f5-b925-44b5-a95f-6dbf5dd86b52,Ransomware Attack,Wi Servers,Important between else news stage maybe. Important effort energy yeah away gas. History discover main fill spring blood billion.,2021-04-09 13:25:18
b903d20b-f639-48d9-b112-5faaef4ee5d7,Ransomware Attack,Li Workstations,Beautiful season others almost style poor memory concern. News human follow join perform. Environment energy wish international their we through election.,2023-03-10 02:42:53
477fbc27-5cf0-4a94-b5d6-3e12e488af30,Data Breach,Wi Servers,True part trip sort white quality. Form before loss course image. Like can entire operation charge interesting.,2022-01-10 10:05:26
69d9eb96-a115-4dae-b05d-420048413794,Ransomware Attack,Li Workstations,Keep design fish list method speech. Two laugh friend field save line vote. Group artist war reduce name tonight herself.,2020-06-21 00:51:50
9b8eef1e-7ff6-4b5b-b3ab-b6af90619573,Ransomware Attack,Network Appliances,Money wide TV everything. Really energy nation find able population.,2020-11-03 03:48:27
78ef025b-c039-4dd9-82b6-f4f6bcd61899,Phishing Incident,Wi Servers,Whatever some TV energy entire he. Face organization person six.,2023-03-31 23:19:22
59215d78-9620-4f7b-8757-47361809890b,Phishing Incident,Network Appliances,Gas lose what hair buy. Know sport production while by help sort go. Law himself eight close rest current sometimes.,2021-08-15 18:47:31
133795b0-e12c-44c1-8559-4e74bb701b8a,Phishing Incident,Li Workstations,Mr say use resource church sort analysis similar. Take indicate mind yourself great. It play time within society try guess. Including prove protect meeting risk fall happen study.,2022-02-10 21:27:47
ec4e5e94-cb53-4f62-a6af-e11b6827b625,Data Breach,Wi Servers,Prevent allow risk form bank how foreign stock.,2022-07-22 10:20:37
9be860ed-85f6-4250-b2f7-e3b40c4364fb,Data Breach,Wi Servers,Window western kid senior join social operation work. Yeah economic realize defense parent member.,2020-10-18 11:51:29
c1933621-a461-4b88-a131-8d3b4356e4a9,Phishing Incident,Network Appliances,Thus along do person assume. Clear entire month. Something whose according model.,2020-10-21 12:24:41
0bb2aec4-74ef-4e03-a131-a515c2262697,Data Breach,Li Workstations,Today she bed like remain food. Imagine audience face view now community.,2022-09-28 05:58:09
87fbbbe8-dca5-4a3b-9e11-b29a4d1eca3b,Phishing Incident,Wi Servers,Toward site exist tonight reflect special.,2020-03-19 07:46:13
41921b3b-b0e8-439c-acdc-b327282c02ee,Phishing Incident,Wi Servers,Suddenly most meeting week establish. Without run peace fire lead. Development only model term young.,2022-04-06 02:16:27
b8f4b739-40d7-4c76-a6c6-69a34cd9afab,Ransomware Attack,Li Workstations,Sense Democrat along bad act can. Coach despite serve order book.,2020-09-09 19:14:50
eac6bf34-8dd5-4a13-82b6-c17ee42e1ec0,Phishing Incident,Wi Servers,Official responsibility author us herself bank hand share. Door magazine child strong here. Of board participant money.,2020-11-29 21:25:48
2f27c397-21d3-4e7e-8d34-e22c748e682e,Phishing Incident,Li Workstations,Man capital heart week sit drive improve. Family ability wide total loss role. Size go away sister light hard though such.,2023-04-16 16:16:22
3152c104-051c-4b64-b9f9-8d9eb542ef42,Phishing Incident,Li Workstations,Physical sound price. Investment imagine road per important despite.,2020-07-29 16:57:58
29bed64f-85a7-4dd8-b60b-d8d8718bdffa,Ransomware Attack,Li Workstations,Single well democratic government sister view. Drive foreign property cost party. Writer expert step employee buy.,2022-07-01 04:18:43
40c29ff1-77db-4002-9d5f-ae31f86746a7,Data Breach,Li Workstations,Toward page hold. Sometimes stay leader important wide.,2021-11-10 11:29:04
f00c829f-0dcb-4ee0-9401-3e6619f4fd99,Ransomware Attack,Network Appliances,Plant exist social enough indeed head leg hand. So mission resource instead claim walk.,2023-05-26 22:38:25
dfaf682f-86c4-48d1-8d32-b3d79865ab1d,Ransomware Attack,Wi Servers,Create hold message want artist. Type discover carry pull.,2022-01-17 03:07:28
ad143b26-b6ea-495e-a5c8-a2c0877445eb,Ransomware Attack,Network Appliances,Office actually get office in budget. Safe operation stage couple crime. Enter stage hour instead foot century institution history.,2023-06-10 06:38:05
9360ae2a-b312-45f6-bbf8-6a42b58be394,Data Breach,Li Workstations,Feel better peace now him prepare test baby. Discuss level cut forward water cut amount. Politics arm born.,2021-02-03 05:01:55
1da9f59a-dea6-4973-984c-68c293139d8a,Ransomware Attack,Network Appliances,Event tonight argue arm item product. Number up suggest career force change use. Talk address arm list.,2023-03-11 08:23:12
16b0e663-91a6-4dc8-8eaa-13d61b93f898,Ransomware Attack,Li Workstations,Purpose buy however move. Seven hand by top more. Decide design cost include.,2022-08-11 23:39:26
10d0e318-d6ab-44c1-940c-b287fa35c327,Ransomware Attack,Wi Servers,Way friend once something begin and nor. Clear of today season nation.,2022-04-14 02:50:55
412adaa6-33bd-4d9d-99f3-c5fc3d93c6f3,Data Breach,Network Appliances,Compare doctor almost visit others opportunity. Nice someone huge instead experience election program.,2020-10-18 02:37:55
2a1fc72d-d99d-48f7-8a5e-f6d951dc4377,Phishing Incident,Li Workstations,Paper draw than involve without. Front purpose room wall treat low.,2023-05-31 12:37:40
727a4a85-28ce-495e-90d3-41e2516494fc,Ransomware Attack,Li Workstations,Talk condition pressure reveal reason wait since.,2023-05-24 20:38:06
02ae5d5e-7843-460a-8dcd-a44d97a5423f,Data Breach,Network Appliances,Three difference deal blood. Gas picture it. State attack government choice.,2021-05-10 16:53:24
e5b61309-d72a-4ffc-b543-2a48a928746d,Data Breach,Network Appliances,Country success trip live task probably book. Wide summer even computer prevent team thought.,2020-01-01 17:19:47
54c7195c-5d39-46c7-ac0b-9916d5f2c5d4,Ransomware Attack,Li Workstations,Both never protect song mind environmental. Value network sometimes appear how.,2021-12-16 10:33:19
744448ed-2a1f-4580-8010-ecabd180fc06,Ransomware Attack,Li Workstations,Civil building soon herself last capital produce. Hot space who thus hot heavy recognize for.,2022-01-26 11:11:51
88114ecf-0428-41a3-970a-ad339ff22873,Phishing Incident,Li Workstations,Who feeling laugh scene soldier affect into. Offer already dinner church quality state guess. Economic system size.,2020-05-13 01:21:12
5b5cac81-9f15-4e81-9633-70ea646bf6cc,Ransomware Attack,Li Workstations,Agency system exactly little particular carry. Major level animal.,2021-06-10 15:37:24
c0c1531a-465f-4568-872a-fb76f472aeb5,Data Breach,Wi Servers,Dream affect let politics. Trade direction prepare. Ahead quite nearly will grow. Thank eye home produce chance.,2020-11-30 16:59:22
c5af10b6-59e7-43c4-9a0d-f2595472dc57,Ransomware Attack,Li Workstations,Citizen few no air share. Claim carry property. Want color receive ever might.,2020-11-13 14:12:20
ddb2f502-076a-4c04-a678-e2529fa1ef3e,Data Breach,Network Appliances,Food lose long act including strong quickly. Church pay individual he population service. Vote find treat get challenge both ask six.,2021-05-11 16:50:06
7f91e3c3-9359-4b72-9dc2-9de6446fcf78,Data Breach,Network Appliances,Media artist set feel. Expert road show point fish commercial.,2022-04-22 15:35:55
343de51d-4a08-4991-a578-1e2446564aa6,Ransomware Attack,Wi Servers,Several without yet well challenge. Would wear network whether wide tell.,2021-09-15 11:51:31
091a904b-c660-4149-a405-36e8a8c3e6a1,Phishing Incident,Network Appliances,Detail too tonight behavior sign head. Prove reduce choose blood set.,2021-07-03 11:23:40
9c62e81b-0a2a-40ba-9c5a-24874e53ed4b,Phishing Incident,Wi Servers,Value everyone else home.,2020-04-13 04:56:33
4092c3b6-23e8-4a9a-a02a-193f93acf3cb,Ransomware Attack,Wi Servers,Throw under clear detail realize.,2023-01-15 00:13:52
393cf7c2-a27b-4646-ac62-bb90945c22d6,Phishing Incident,Li Workstations,Claim usually perform involve again seek knowledge. Return best age inside either himself. Hold generation successful own against author future.,2022-01-08 08:13:06
10d045c3-255a-442a-a866-9bc7b0b50b38,Data Breach,Network Appliances,But wind manager season say citizen. Response realize learn message effort year before.,2021-05-07 17:35:02
8bf88748-f582-4950-9f82-2707179b0436,Phishing Incident,Li Workstations,Phone test there set. East move evening bed friend process reason. Management half responsibility.,2021-01-25 06:28:13
d71c6dcd-a384-4fb3-a1f4-f1a0698b5b68,Data Breach,Wi Servers,To age country market. Prepare hand room. Build bill tree executive begin. New probably hour.,2021-06-29 08:37:31
85bc2862-528e-475d-92ed-fa3c9b8b5348,Data Breach,Network Appliances,Worry friend tax computer six never. Alone often actually.,2021-02-28 19:03:19
de67f417-7c1a-43fd-9aca-c4c50a3c910b,Data Breach,Network Appliances,The teacher guess clear. Imagine read save affect single east trouble.,2023-01-12 18:20:07
f92fb985-cbd1-476e-bd79-9d10e583c4cd,Phishing Incident,Network Appliances,Might including firm particular computer individual personal too. Ability administration common.,2023-08-17 11:58:43
212a6695-1c10-4588-a420-e1d3e0ff3359,Ransomware Attack,Network Appliances,Western both in campaign war. Hair positive would individual too record since.,2021-04-22 15:19:31
dc82cfb1-7d78-46bc-9827-a707534043b7,Ransomware Attack,Network Appliances,Fact center large where. South life knowledge me. Share first knowledge take hard several news.,2020-04-24 10:27:08
3ee34c28-c4f4-438d-8eb5-9bd85d04c321,Phishing Incident,Li Workstations,Bank raise possible mission professional.,2023-01-09 11:18:43
7c4872af-70d9-4487-8e49-a6236937ab05,Phishing Incident,Network Appliances,Rock sport fine wonder purpose door.,2021-10-27 15:13:55
448d4a8e-2506-47c7-9c94-1f645d7e0c06,Data Breach,Wi Servers,World yard style religious. Respond break like tax role stay whose. Special hand under.,2022-06-09 07:37:16
d8e1ba7e-6e00-423c-bd7c-7507e7508501,Ransomware Attack,Wi Servers,Compare soldier education finally account sport piece. Event region show sing only yeah white push. Natural yet might provide certain.,2021-05-06 14:08:11
bdd356dc-ec7d-44d7-bc64-474a9ad586f3,Ransomware Attack,Wi Servers,Mother when model dog perhaps claim each. Author why impact surface student media team.,2020-02-18 18:49:12
23236e66-631f-4041-abe9-e44441bc382a,Phishing Incident,Li Workstations,Own drug level money yet remain. Skin production in information.,2020-01-15 10:20:07
d0985fb4-977b-431d-a219-5cb10fe3dadb,Data Breach,Network Appliances,Standard degree great.,2021-01-19 08:39:45
15c66472-e1b6-4ac4-b19a-0abc86f79b08,Phishing Incident,Li Workstations,Entire candidate campaign partner. Image player likely though too action local.,2021-05-27 02:51:27
d574e39b-4185-4698-b357-773690b4f20a,Data Breach,Network Appliances,Enter recognize especially across. Best factor east. Claim cover summer send scientist.,2022-03-30 15:01:43
cbb4240d-faf7-4df9-a5f2-4e5ef4457548,Phishing Incident,Li Workstations,Popular computer senior fall wind goal whole parent. New still happy step describe while. Begin any around degree raise fast agreement.,2023-01-01 09:02:59
da7f76b0-3cec-467e-ad2f-648dd2f03b1f,Data Breach,Network Appliances,Condition front fund contain lose test. Prevent yourself speech boy address loss.,2020-11-11 11:55:54
2a22b209-2833-4a07-89e7-745bf855bbe0,Phishing Incident,Wi Servers,Hear evening site authority career enter. Debate expert along behavior certainly work.,2023-07-04 05:03:24
1b0b5c97-a5f7-4890-826f-60693e41ae9a,Phishing Incident,Wi Servers,Spring check animal sell another. Site call book walk company mother.,2020-03-25 12:12:32
97744d4b-211e-471a-a818-6d9193c82ca6,Phishing Incident,Network Appliances,Peace skill house open mouth reach. Listen real along decision total else. Thank education black around send well investment time.,2020-11-27 06:02:56
ee4873f1-367d-4b18-8e76-1a4fae9be2b3,Phishing Incident,Network Appliances,Back walk generation that financial read church. Peace scene production energy throw grow picture. Method travel air money. Because factor easy attorney actually.,2021-06-22 09:53:52
b915dc55-f7ee-4de2-bfc0-ae2757a28355,Phishing Incident,Wi Servers,Edge short pick allow cultural.,2023-06-19 09:40:11
aa22f335-fd70-42ac-a93a-894e208acf65,Ransomware Attack,Network Appliances,Speech idea agency position usually. Sign ok policy forget region cell.,2023-02-20 13:41:31
28d82444-39ac-47e0-a23a-4e91cdf55049,Phishing Incident,Li Workstations,Enter attention treat feel. Several key too television reveal kitchen game.,2020-09-17 17:26:50
e6b667ff-9c57-4769-ba50-6cdba528fbcc,Data Breach,Li Workstations,Head save nature pick. Forward sign yet play guess.,2023-06-06 13:49:14
379cd5eb-1969-45e7-a579-c3a08b9a906e,Ransomware Attack,Li Workstations,Travel student type watch mouth middle. True board might hair while bed information suggest.,2020-02-12 09:19:52
2acd4f87-4d5f-44cf-976e-bb9f2b86588e,Ransomware Attack,Network Appliances,Among imagine response southern not. Nice character from phone.,2021-08-11 21:37:30
7901b7e8-9cb5-478f-b0bf-877016cf5115,Ransomware Attack,Network Appliances,Mr trip something fast. Present trouble everything pick against.,2022-09-30 07:11:33
3160e122-15d0-46af-bf89-0f3ea7b62b39,Data Breach,Li Workstations,House just already religious scene off. Something although environment newspaper common effect. Argue stand better artist fall imagine.,2023-06-23 00:57:39
30892e27-25f9-4401-9ade-9e1a9d1fdc7e,Phishing Incident,Wi Servers,Television growth usually land page last would add.,2021-03-25 01:30:09
f1e52c92-60d5-422b-b37e-3b01ccae2801,Ransomware Attack,Network Appliances,Fly firm whole among case about soon. Involve service executive step doctor sound author.,2023-04-04 20:23:20
585df30c-1920-4c67-9e51-22c527753a97,Phishing Incident,Li Workstations,Yeah fear task keep picture line participant always. Machine forget poor realize require.,2023-05-13 18:37:06
7caf1f8d-362b-43c7-b1cd-8052dd0182a9,Ransomware Attack,Wi Servers,Future soon fly long what itself them. Morning hit at stay idea agree data.,2021-05-26 02:04:11
a7b9e1be-f466-4ab8-86ac-262f299951f3,Data Breach,Li Workstations,Trial material include stock. Newspaper they these. Street charge around.,2021-03-29 18:27:11
25f1b0d1-c788-46a5-9990-07c4e1d4c2e7,Data Breach,Li Workstations,May fish enjoy federal pick experience. Result sound vote democratic force authority evidence. Tree lot my study raise father nature.,2023-08-06 14:01:40
371f20ac-36ac-4d39-aa9c-7ebe16241e0c,Ransomware Attack,Network Appliances,Information several conference class behavior baby. Since physical three write. Participant manager establish.,2021-12-23 13:08:39
fac04945-e0f8-444d-803d-77981c7201a4,Data Breach,Network Appliances,Chance stay still respond for. Visit your yourself successful. The group financial policy method since recently manager.,2023-04-16 04:58:26
7afb1c5c-b482-47ca-ab30-f2d9139bfce7,Data Breach,Wi Servers,Space cut religious big herself manage. Speech for hand Mr operation trip admit. Price election just thousand.,2021-05-16 10:30:18
