,Sensor_Type,Satellite_Imagery_Index,IoT_Device_Type,Crop_Type,Crop_Rotation_Practice,Average_Temperature_Celsius,Rainfall_mm,Soil_PH,Yield_Monitoring
743,Moisture,EVI,Soil Sensor,Soybean,Yes,29.519662387849,151.27157816657726,7.871017293492486,1.3187707595277738
744,Moisture,LAI,Drone,Cotton,Yes,16.624276292462426,75.53495486574958,4.406015433214142,7.713252441987007
745,Nutrient,LAI,Weather Station,Cotton,No,12.373114063925046,78.46453372190163,5.9909872678255045,6.784714311702516
746,Moisture,LAI,Weather Station,Corn,Yes,21.407746507350616,188.9750928566332,5.712191167768299,3.245696718275371
747,Temperature,LAI,Soil Sensor,Corn,No,28.127084221912924,54.83230406755593,5.30409380911194,5.56586650611684
748,Moisture,LAI,Soil Sensor,Corn,No,25.681235596569575,119.38024149435591,6.582135963520594,2.1659836398444607
749,Temperature,NDVI,Weather Station,Soybean,Yes,22.450317368254318,97.02129349011523,4.52422297368667,8.84437435856405
750,Nutrient,LAI,Drone,Cotton,Yes,16.301129932151987,149.76161599976422,6.866649672534788,4.221082769910831
751,Moisture,LAI,Soil Sensor,Soybean,No,20.8376034655244,175.9444081353488,7.92236849521915,6.634400234191449
752,Nutrient,NDVI,Soil Sensor,Cotton,Yes,11.824896826085107,104.05671823348544,7.218234857874521,2.4289865765853604
753,Moisture,NDVI,Drone,Corn,No,23.578908485613397,114.03531309842558,7.440067011638181,2.855483601680864
754,Temperature,NDVI,Drone,Corn,Yes,24.501920377953017,197.28766767521213,5.43854697271601,9.927607337228368
755,Nutrient,NDVI,Weather Station,Corn,Yes,29.300632458198375,167.58747645188043,5.299546425924875,7.7777775499719635
756,Moisture,NDVI,Drone,Corn,Yes,15.207947174901433,184.5806196397687,6.068193418760533,9.657746827966637
757,Temperature,NDVI,Weather Station,Cotton,No,10.369128380860452,115.81433309774447,4.182906459049091,3.662660486908397
758,Nutrient,LAI,Drone,Corn,Yes,20.912169288543012,85.11143059761729,7.781432537826131,2.4810658895783835
759,Nutrient,LAI,Soil Sensor,Cotton,No,24.13581008793629,111.77951980796774,4.575140692064769,5.527616171309479
760,Moisture,EVI,Weather Station,Cotton,No,25.80814951765976,157.41378767472702,7.61205215667237,5.452014540046091
761,Moisture,LAI,Weather Station,Soybean,No,13.874778660496212,66.4145607253969,4.334328888001423,2.574518623821891
762,Moisture,LAI,Weather Station,Corn,Yes,15.235057380740473,90.57036584247632,7.29049971071424,7.598976126232692
763,Temperature,NDVI,Drone,Corn,No,20.251818505345927,56.99538506923856,4.6078501035128605,4.255997809948607
764,Moisture,NDVI,Soil Sensor,Soybean,No,16.61201619940004,114.85216075071973,4.152526456365891,2.6772870783746554
765,Nutrient,LAI,Weather Station,Cotton,Yes,27.2102297317489,174.116860396942,6.877957801037635,3.9878505508895956
766,Nutrient,EVI,Weather Station,Corn,No,19.475203074774406,53.69955324470162,5.121061200697714,6.072928296715136
767,Moisture,NDVI,Weather Station,Cotton,No,25.99157288204006,151.2985290210749,6.8579846111373985,7.538238389623989
768,Moisture,LAI,Weather Station,Soybean,Yes,21.612395209647076,189.87438117706094,6.2203410018912795,5.3370179745173605
769,Nutrient,LAI,Soil Sensor,Cotton,No,25.46180283234224,85.53917922667733,4.435229560920263,5.730354908455362
770,Temperature,EVI,Drone,Corn,Yes,16.653459730606478,154.04522610914722,7.728520293204655,2.2505134234847355
771,Moisture,EVI,Soil Sensor,Cotton,No,26.628332438606222,196.26528516503006,5.80925669905391,9.23221832237409
772,Moisture,NDVI,Weather Station,Cotton,No,15.491446311020432,194.34170902286948,6.937789111194752,9.3585177819284
773,Nutrient,EVI,Soil Sensor,Corn,Yes,20.921976160065817,85.23937895437149,6.0040822880625,7.150839313762033
774,Moisture,LAI,Weather Station,Corn,No,14.280142263477485,65.0496579818103,6.417445899844819,1.1586826804062222
775,Temperature,LAI,Drone,Cotton,No,19.510530432523865,72.2423806843874,5.211094369426769,5.833667943129934
776,Nutrient,EVI,Drone,Cotton,No,16.363504190174062,155.30535027232133,4.801441216013801,6.662970748797522
777,Moisture,EVI,Drone,Soybean,Yes,15.334068612744286,158.86383131799133,6.170280813632271,9.95188800662299
778,Nutrient,EVI,Weather Station,Corn,Yes,29.339700360560748,151.13548424422987,5.760875891884008,9.96460259675317
779,Moisture,EVI,Soil Sensor,Cotton,Yes,13.201482109734613,100.41175816133571,5.5604528537357325,8.718501117930018
780,Moisture,NDVI,Drone,Corn,Yes,25.746516749147904,75.46654096371832,6.690268780378492,1.5744789282350218
781,Moisture,EVI,Weather Station,Soybean,Yes,29.683299189664297,137.11416379283799,6.762026528044544,9.57948751700857
782,Temperature,NDVI,Weather Station,Cotton,No,10.398029674801556,122.55206686367998,4.183680224365052,6.513951224367992
783,Temperature,LAI,Soil Sensor,Cotton,Yes,23.9805482808419,159.32512206834554,5.354977976974689,8.207980934312616
784,Nutrient,EVI,Drone,Cotton,Yes,15.058236111125742,116.20401180284321,5.6470582009055095,4.664735647172682
785,Moisture,NDVI,Weather Station,Corn,Yes,10.809756486566089,100.79595420297025,4.387568644656673,3.877025241111308
786,Moisture,EVI,Soil Sensor,Soybean,No,18.057791579132616,94.02178660385215,4.943603466793153,5.169197309354272
787,Temperature,LAI,Drone,Corn,No,28.7043562034175,81.72054800746199,4.206567188891027,2.3218706167194423
788,Moisture,LAI,Soil Sensor,Cotton,Yes,10.235301887339954,89.86195642799922,7.9849683944680825,4.213595248779755
789,Temperature,LAI,Soil Sensor,Soybean,No,21.757713838595635,64.2245658266152,6.946228811879378,8.718557497914507
790,Moisture,EVI,Weather Station,Cotton,No,20.027929571906487,102.02855163933343,4.349800626011015,1.3415543763479334
791,Nutrient,EVI,Weather Station,Cotton,No,27.46768328742095,55.48547185444373,4.080997519160368,2.35790242142144
792,Moisture,NDVI,Weather Station,Corn,No,11.680034290412513,77.96207707494902,6.877151200609121,2.1260454368453696
793,Moisture,LAI,Soil Sensor,Cotton,Yes,23.630520597733007,162.01556669291438,5.756768662730668,4.627679884302053
794,Temperature,EVI,Weather Station,Soybean,Yes,23.602193968665546,98.8203483014934,7.147186836258304,9.972882108017755
795,Moisture,LAI,Soil Sensor,Cotton,No,23.381600337245665,150.23555254660158,7.693904151273535,2.5602213719024443
796,Moisture,LAI,Soil Sensor,Cotton,No,28.84668989870074,157.53262633959162,6.39720155606549,2.3093438463933413
797,Temperature,NDVI,Weather Station,Corn,No,26.461750580137608,137.17780140981705,4.748433691669012,9.23550156798539
798,Nutrient,NDVI,Drone,Soybean,No,10.83945452487012,193.80466120480978,7.12877614418581,8.938454652693691
799,Nutrient,NDVI,Drone,Corn,Yes,19.421657014090265,53.21597999346699,7.823246972697498,1.29016332996899
800,Temperature,NDVI,Drone,Cotton,No,17.959061124026668,160.7978975882213,6.320925148239824,7.765353641613835
801,Temperature,LAI,Soil Sensor,Corn,Yes,16.202944421816042,193.81799659106122,6.727989789122934,6.899191313287866
802,Temperature,NDVI,Soil Sensor,Corn,No,19.026734503081947,179.3407594029409,5.349898780146692,7.909667288674381
803,Temperature,NDVI,Soil Sensor,Corn,Yes,17.68388369851955,75.183903770752,5.526110778641245,5.4505220931633
804,Temperature,NDVI,Weather Station,Corn,No,18.646677997573306,99.0230459377598,6.938617991412256,9.92241296603466
805,Nutrient,NDVI,Soil Sensor,Cotton,Yes,29.58523731217285,75.8677759814698,7.711084393627276,1.3946231683986687
806,Nutrient,LAI,Weather Station,Cotton,Yes,11.772659494991615,140.19625457220562,6.515953548897409,3.1093442776342517
807,Temperature,NDVI,Weather Station,Soybean,Yes,28.444617396774596,156.82819729692386,7.159391633941389,4.568913882762535
808,Moisture,LAI,Drone,Corn,No,19.604734269420533,97.56106540445873,4.686540069661492,5.048001474091328
809,Temperature,EVI,Drone,Corn,Yes,22.47484490999082,130.92598609764434,4.847836361031894,9.292306624295668
810,Moisture,LAI,Drone,Soybean,No,26.603659332353878,153.63808551067925,6.12813874733356,6.04003927669533
811,Temperature,LAI,Weather Station,Corn,Yes,17.20926058298511,113.20097249165725,4.7062167689713625,1.405998959683545
812,Temperature,NDVI,Weather Station,Soybean,Yes,18.608438161759338,178.1023295683189,6.539980280883695,4.6707666708309565
813,Nutrient,EVI,Weather Station,Cotton,No,18.19036960557428,165.7324902931726,5.1666127415787955,4.748413711321629
814,Moisture,EVI,Soil Sensor,Soybean,Yes,17.494620450715196,59.6998315775856,7.166130474667568,9.689418445940063
815,Moisture,EVI,Weather Station,Corn,No,28.5105864329379,143.16879486362436,7.232441386457374,6.392773819189974
816,Nutrient,EVI,Drone,Soybean,No,26.578597823860242,85.29883264396244,5.855149823021412,6.720859640430449
817,Nutrient,LAI,Drone,Cotton,No,12.179999797259523,133.6277397000913,4.723242540150541,7.419277281261437
818,Nutrient,EVI,Weather Station,Corn,No,12.16246704954192,193.53326639494495,6.58709984432773,7.930353841139109
819,Nutrient,LAI,Weather Station,Cotton,Yes,18.557390297059825,181.85930068283753,7.971148073054346,6.7154596318224025
820,Moisture,LAI,Drone,Cotton,Yes,11.973147534656182,110.67746046726975,6.490363591770093,3.1347491602054194
821,Moisture,LAI,Weather Station,Soybean,No,22.381861905422394,93.72707875165301,4.143098762856031,8.866413229070478
822,Temperature,EVI,Drone,Cotton,Yes,12.873832145234678,85.16086166123885,4.069175903068331,7.589078203695672
823,Temperature,NDVI,Soil Sensor,Corn,Yes,20.447465279336022,129.877230463478,5.281447881969225,7.676834365872603
824,Nutrient,NDVI,Drone,Cotton,No,10.144398940074355,67.13726798870844,4.783135227441619,9.969010653112743
825,Nutrient,EVI,Soil Sensor,Cotton,Yes,16.331926968252937,132.3912512192373,7.252204828573232,8.222738813769844
826,Nutrient,NDVI,Weather Station,Soybean,No,23.54381447345311,50.2000459236188,7.379222668144002,8.462362628396379
827,Temperature,NDVI,Weather Station,Cotton,Yes,19.68077880455697,98.57744461187673,5.034475085241905,9.562649641391426
828,Temperature,LAI,Soil Sensor,Soybean,Yes,29.565389719979763,82.99014707458718,5.302579107799571,2.360205998640045
829,Temperature,LAI,Weather Station,Soybean,No,27.482075921324217,195.6828184941173,4.944987870860459,5.4795463883026105
830,Temperature,EVI,Soil Sensor,Corn,Yes,17.181415580863025,159.08634793549686,7.633530189485056,6.225103212317088
831,Temperature,EVI,Weather Station,Corn,Yes,10.909730829445492,102.44800706933566,6.010597338489129,3.9634815630021185
832,Temperature,NDVI,Drone,Corn,No,26.912526002300375,63.92676297959308,6.62454817632808,8.55463009505055
833,Temperature,LAI,Weather Station,Corn,Yes,28.224686206293427,127.5200892035936,5.661928346798414,7.861776594811511
834,Nutrient,EVI,Drone,Soybean,No,26.412547868380734,82.01718219890634,6.524056774018124,7.487947670573116
835,Nutrient,EVI,Drone,Cotton,Yes,12.558998818395297,130.46443188475365,5.543421506886944,9.9743449578235
836,Nutrient,EVI,Soil Sensor,Corn,No,29.958302688245755,175.30435312683386,5.358713750916902,3.334432360675515
837,Nutrient,EVI,Weather Station,Corn,No,15.171684431055477,142.36888281520783,6.53792029269392,7.619115265078792
838,Temperature,EVI,Soil Sensor,Corn,No,24.4840982561674,145.06826293175033,6.364248312195957,5.962640274153106
839,Moisture,EVI,Weather Station,Cotton,No,28.16069752671443,131.15454335942172,5.1741118166717985,3.8169026424448846
840,Temperature,NDVI,Drone,Corn,No,14.713742286614188,189.08984489471138,4.597393801277894,2.4452818365081326
841,Moisture,LAI,Drone,Cotton,Yes,28.16517109354132,189.7854026630905,5.4743067753525505,9.062954533607924
842,Nutrient,LAI,Weather Station,Soybean,Yes,16.189631583897338,126.90848016103283,5.660790556567637,6.359099344370608
843,Temperature,EVI,Weather Station,Soybean,No,29.528264447681124,95.86392307152566,6.514737333698419,8.424404538767153
844,Nutrient,LAI,Soil Sensor,Soybean,Yes,15.625200407609492,118.93805088191658,7.658115054547455,5.908104856013904
845,Temperature,LAI,Weather Station,Cotton,No,29.068716495156703,77.98368682934236,4.1447391901317,2.979793725886176
846,Nutrient,LAI,Weather Station,Corn,Yes,11.070893017853498,145.4516472977134,4.974644050167379,4.037939317902927
847,Moisture,EVI,Weather Station,Corn,Yes,24.18544023339626,125.01385036733498,4.774863769118241,4.433849582261919
848,Moisture,EVI,Soil Sensor,Corn,No,20.642222676740076,65.49507167199198,6.009177634775135,9.75641331253332
849,Moisture,LAI,Weather Station,Corn,No,19.557541542454615,79.6471671679423,5.718803228172639,1.0506995054324424
850,Temperature,LAI,Drone,Corn,Yes,14.4698862851168,121.94479342992902,6.916150495280753,9.870994207220564
851,Moisture,EVI,Soil Sensor,Cotton,Yes,24.11191579552984,183.13834860782876,4.969663650179456,9.824154715988476
852,Temperature,NDVI,Soil Sensor,Soybean,No,13.816189828926142,134.9586080946646,6.377993462999035,9.96535711477123
853,Moisture,LAI,Drone,Corn,Yes,21.056835919695366,152.2302500312706,7.535429054399837,5.289293610276712
854,Moisture,NDVI,Drone,Soybean,Yes,15.064907260805017,100.85428246158645,7.642710959673218,9.674280726588997
855,Temperature,LAI,Drone,Cotton,No,29.11242759562712,135.71170895663514,7.835138418900124,4.560392636648446
856,Temperature,NDVI,Weather Station,Cotton,Yes,10.572623876713056,117.10697339571011,7.093044608319954,1.2366499660154804
857,Moisture,NDVI,Drone,Corn,No,13.994565602224732,148.86948689347412,7.6239516250356605,3.019124677345881
858,Temperature,NDVI,Weather Station,Cotton,No,14.846212127748954,57.58633491185155,4.9381234879410965,9.507666204436461
859,Moisture,EVI,Soil Sensor,Soybean,No,18.28135651535633,123.99503243584387,4.790323777401908,1.1238822400185997
860,Temperature,NDVI,Soil Sensor,Corn,Yes,14.65460483740107,94.39889377159504,4.025952335122106,5.913947218806776
861,Nutrient,NDVI,Drone,Corn,Yes,19.826981805375706,98.92775919168639,6.827377429716393,1.6804143000521115
862,Nutrient,NDVI,Weather Station,Soybean,No,27.44931046517078,194.1376147337092,7.7498687512549775,3.5775692058482065
863,Nutrient,LAI,Drone,Corn,No,24.241268428183417,77.40422190670742,4.747741380166706,1.79283565640698
864,Nutrient,NDVI,Drone,Corn,Yes,21.59923961070222,96.68678788678955,6.547774301707515,8.735757590017506
865,Nutrient,LAI,Weather Station,Soybean,Yes,11.780063559653593,126.48388635963076,6.985839036887111,6.319636386829353
866,Moisture,NDVI,Drone,Corn,Yes,23.87984216778551,179.45404222244355,7.710456940592226,9.118958191464817
867,Nutrient,NDVI,Soil Sensor,Corn,No,13.328285686218797,112.50051248095556,6.587440896068887,7.195178795862055
868,Nutrient,EVI,Drone,Soybean,No,25.72734771923396,161.57979213322565,7.881174930995009,9.739262181205897
869,Nutrient,LAI,Weather Station,Cotton,Yes,15.001135170203064,178.45611473222036,5.378692564050191,5.588898892843659
870,Nutrient,NDVI,Weather Station,Soybean,Yes,18.34097456641802,96.50245337327735,5.399714135085631,6.748395235865871
871,Temperature,LAI,Soil Sensor,Corn,Yes,17.009404046358558,108.9125275308065,6.172050040057382,6.186779379001509
872,Moisture,LAI,Weather Station,Soybean,No,27.176278293497134,103.48343355325343,5.534007524463629,5.358343865019514
873,Nutrient,EVI,Weather Station,Corn,No,12.530889174268163,174.92837129268815,4.005702913150131,8.613634288807113
874,Nutrient,EVI,Soil Sensor,Corn,Yes,21.31289764769577,56.65202929304017,6.92708810034795,6.8007262210332415
875,Nutrient,EVI,Drone,Soybean,Yes,12.841232188861245,96.26316332430201,7.006868165913934,8.211810383699255
876,Moisture,EVI,Soil Sensor,Corn,No,24.095916722643732,151.91128363926947,6.987898418747082,8.077275429421718
877,Temperature,EVI,Drone,Cotton,No,28.101562555889622,134.8165249348014,5.380082666441867,2.7194064458976577
878,Moisture,EVI,Soil Sensor,Corn,Yes,18.69215307734507,115.44340389405414,6.089157893244687,6.851471792658793
879,Temperature,EVI,Drone,Soybean,Yes,19.761845205299515,130.99223408320765,5.439894072706678,2.796832172632007
880,Nutrient,EVI,Soil Sensor,Cotton,Yes,28.548456729655246,79.63768787424775,4.064145600122583,6.249884304193937
881,Nutrient,NDVI,Drone,Cotton,No,20.41982777298714,114.60749324120155,6.2497957650856755,7.096912160016704
882,Moisture,LAI,Soil Sensor,Corn,Yes,19.75196876099122,125.25544762645237,4.495042664336044,9.975115644288282
883,Moisture,EVI,Drone,Soybean,No,21.566582054086084,185.17836829319026,4.320165296365762,1.2748778033476453
884,Temperature,EVI,Soil Sensor,Corn,No,23.78459472725904,89.12527442059644,7.021996274787149,1.8211815470234884
885,Temperature,LAI,Weather Station,Corn,Yes,12.137667501740628,180.17427532473988,4.0380248096724225,1.6932402673410833
886,Moisture,NDVI,Drone,Soybean,Yes,26.422210554830322,146.63621012389729,7.836033774434904,4.58525157640066
887,Temperature,LAI,Soil Sensor,Soybean,No,18.710100549065185,53.05112466014015,6.061021456450307,8.394295253372324
888,Moisture,LAI,Drone,Corn,Yes,11.44697019794971,158.69470053490903,7.932065722824594,8.596506995084221
889,Temperature,EVI,Drone,Cotton,No,25.723653383964262,55.33278163235826,4.231990289890834,7.632816361490365
890,Moisture,LAI,Soil Sensor,Corn,Yes,17.538999433725444,199.60716902207196,6.3341181954636525,9.071904176469529
891,Moisture,LAI,Drone,Cotton,Yes,12.00734990190108,180.89550315367967,5.397308143903645,3.9057394975250728
892,Moisture,EVI,Soil Sensor,Corn,Yes,22.675580790865013,94.60156213100686,7.373929971257143,1.7933917982706922
893,Temperature,EVI,Weather Station,Soybean,Yes,27.602627068672835,88.61168452950582,5.444890940937145,1.523377251908651
894,Temperature,EVI,Drone,Cotton,No,27.755070188279728,107.21616231584133,5.041950316229396,8.669194476574477
895,Temperature,EVI,Weather Station,Soybean,No,29.153269496179462,103.42504479716646,7.430212508399653,7.573926649183221
896,Moisture,LAI,Drone,Soybean,No,27.35410919533376,105.85067275780716,5.4986123666130435,7.287537754100088
897,Temperature,LAI,Drone,Soybean,Yes,10.042818386909504,97.74148191792207,4.067333279442246,4.057087046911019
898,Temperature,NDVI,Drone,Soybean,No,17.604823328267805,143.1700110272497,5.5611564033573355,4.419146697564036
899,Moisture,NDVI,Soil Sensor,Soybean,No,26.37085159811006,74.63954955809359,6.618089076043768,9.623021760093874
900,Nutrient,LAI,Weather Station,Corn,No,17.325060119969486,176.89719386690197,5.017438155225527,1.5742426968814152
901,Moisture,NDVI,Drone,Cotton,Yes,22.030970127594124,171.86037260469732,5.727950369700629,7.963585632440133
902,Temperature,LAI,Soil Sensor,Corn,No,22.12633894749064,121.47248117829056,4.226860553128902,3.7866999133755384
903,Moisture,NDVI,Drone,Corn,Yes,17.30050608077646,177.90949479178215,6.352371166055828,1.3514915657130047
904,Nutrient,EVI,Soil Sensor,Corn,Yes,28.089478545625752,87.07176050454399,7.025179695441575,7.683130996682104
905,Moisture,NDVI,Drone,Soybean,No,20.06456690772235,52.634818355595044,5.653250245604442,3.9782069711053714
906,Temperature,EVI,Weather Station,Corn,Yes,19.295684118750017,142.88118875447344,5.68093053120584,7.4993276686851695
907,Nutrient,EVI,Weather Station,Cotton,No,29.95027491323792,118.68641104470731,4.353129994339666,7.368889448063081
908,Temperature,EVI,Drone,Corn,No,19.87000728145233,135.0746819443806,4.80776345804793,5.813081878898036
909,Nutrient,EVI,Soil Sensor,Soybean,No,13.567965038571622,184.90091135276046,4.618701212511651,7.996358162894939
910,Nutrient,NDVI,Drone,Cotton,No,20.26138845726876,195.4888360348915,5.926751074646152,6.229344917541191
911,Moisture,LAI,Soil Sensor,Cotton,No,26.280334710398602,145.16797096334045,6.117022163803,3.579731675634346
912,Moisture,EVI,Drone,Cotton,Yes,25.53720653796563,164.60833847786574,7.79576052513704,7.607037709579771
913,Temperature,NDVI,Soil Sensor,Cotton,No,25.771635302169422,62.571265023074645,4.292926017108936,6.3022583428995125
914,Moisture,EVI,Weather Station,Corn,Yes,24.160475679958235,74.10733773372584,6.399471892620189,1.114545535209285
915,Moisture,NDVI,Drone,Soybean,No,15.084356581333765,159.9807207429465,6.105994109312965,9.114797599932784
916,Nutrient,NDVI,Weather Station,Cotton,No,27.241681716804628,114.7048184582003,6.064932391743317,5.910792564918821
917,Moisture,NDVI,Weather Station,Cotton,No,27.8688693075253,116.89479056066085,7.492637149531306,8.817645389315786
918,Nutrient,LAI,Drone,Soybean,Yes,13.88305393237098,96.29115224531549,4.8221538827819455,8.944631550840203
919,Nutrient,NDVI,Drone,Corn,Yes,12.609112731027878,141.10345752166157,4.163093097365486,5.0046999106157966
920,Nutrient,NDVI,Soil Sensor,Cotton,Yes,29.51209937178224,77.77475681243038,6.68908603053677,5.568939968061079
921,Temperature,LAI,Soil Sensor,Corn,Yes,27.366479273007357,144.03744189708434,5.380629856543921,4.741789489080418
922,Temperature,LAI,Weather Station,Corn,No,27.864722944198935,76.06982857028595,4.070359664850098,5.04493097777241
923,Temperature,NDVI,Soil Sensor,Corn,No,27.727527692487904,59.57390520645704,5.005496029161655,9.05632443074555
924,Nutrient,LAI,Soil Sensor,Corn,Yes,20.833736480674567,99.55365330485915,5.237307096867248,8.093296125711198
925,Temperature,EVI,Drone,Cotton,Yes,22.928034733315993,84.67105130147715,6.467353507136968,2.1387310868402016
926,Temperature,EVI,Soil Sensor,Cotton,Yes,20.907257042672832,183.34874578344986,4.690343176197088,6.492770033860863
927,Moisture,LAI,Weather Station,Corn,No,11.024126983806582,58.24301808029399,5.652217391813592,9.96315976347708
928,Temperature,LAI,Soil Sensor,Corn,Yes,24.910061707055455,76.49205388611843,5.92990177767133,6.359956311092372
929,Temperature,NDVI,Weather Station,Soybean,Yes,20.106640666717606,132.3079408374574,5.836949565456363,8.07284463033795
930,Nutrient,LAI,Drone,Soybean,No,22.954181495804598,122.16007862712104,7.8957630666671275,7.921553260430539
931,Nutrient,NDVI,Weather Station,Soybean,Yes,20.052796099510708,56.87780275620523,4.182016951161184,4.152857732850957
932,Nutrient,EVI,Soil Sensor,Cotton,No,19.836226446449118,51.087864202271675,7.803872745809597,4.34664372433563
933,Nutrient,LAI,Drone,Soybean,No,13.435782189555336,198.2101912941725,6.327748855976133,7.516687796113629
934,Nutrient,NDVI,Soil Sensor,Cotton,No,15.574274302822978,148.82520505382573,7.182910859879353,5.499851784443516
935,Nutrient,NDVI,Drone,Cotton,No,13.177053838879116,104.81091963523352,5.721570472064302,6.135136382173492
936,Temperature,EVI,Drone,Cotton,No,13.91332591250685,120.5648371494862,5.815351525027921,7.416152113283538
937,Nutrient,LAI,Soil Sensor,Cotton,Yes,29.459547608406098,89.98251806814304,7.517305996063294,7.998175243351453
938,Nutrient,EVI,Soil Sensor,Soybean,Yes,13.062268915443969,101.73106755398146,7.583737985167609,3.443649199597642
939,Moisture,NDVI,Drone,Corn,No,15.385408486104152,147.35667009023211,4.95475552572519,2.3211438349326663
940,Temperature,NDVI,Drone,Corn,No,21.8117931547717,182.4217698301056,4.796967514338473,3.626151820513527
941,Temperature,LAI,Soil Sensor,Corn,Yes,22.203571524732837,77.61950346217773,5.984940695479804,5.5678449258286795
942,Temperature,NDVI,Weather Station,Soybean,Yes,13.07948259487658,176.05422580779782,7.601108108510767,4.079271855673352
943,Nutrient,LAI,Soil Sensor,Corn,No,25.87434851570425,68.23349442774037,5.289420373624705,6.1152648296283445
944,Nutrient,EVI,Drone,Soybean,Yes,25.7040573582565,82.24883353825868,6.608058461356525,1.481191517130656
945,Nutrient,LAI,Soil Sensor,Soybean,Yes,14.746354084077822,55.576293207446895,6.832606750962404,5.587753704523905
946,Moisture,LAI,Weather Station,Soybean,No,15.773326053509209,71.12177931394992,7.114698659576623,4.311864162439371
947,Nutrient,NDVI,Soil Sensor,Corn,Yes,28.75975730918994,187.59547181960758,6.255697831683853,5.812000794035941
948,Moisture,NDVI,Drone,Corn,Yes,26.51342891958956,118.91581199275679,5.609820713115878,4.802800193964791
949,Temperature,LAI,Soil Sensor,Corn,Yes,23.955940661250477,61.64987926675303,7.8680639551958915,3.558032655737882
950,Nutrient,NDVI,Drone,Cotton,Yes,11.64466443021201,193.9590257058442,6.445323013211411,9.136971149118722
951,Moisture,NDVI,Drone,Soybean,No,18.365281618051515,181.8488461637975,6.914260846533083,2.662884895792212
952,Moisture,NDVI,Soil Sensor,Cotton,Yes,21.18603744153654,163.20237813022118,5.379931382783513,7.132290180225037
953,Nutrient,LAI,Drone,Soybean,No,13.748225759675538,190.02091879213367,6.67979672401232,9.321802413241727
954,Temperature,NDVI,Drone,Corn,Yes,18.96453164216449,83.01941312536462,5.031190648656503,5.848029637168898
955,Temperature,LAI,Weather Station,Soybean,No,22.0205175497738,175.45539395151295,4.980387670114545,8.887676397215339
956,Temperature,NDVI,Weather Station,Soybean,No,16.547533602307986,153.49867945314594,6.858888807237705,2.1236633058995595
957,Moisture,EVI,Weather Station,Cotton,Yes,25.618896379009744,180.46388743515325,6.08557894505174,5.444098932307673
958,Moisture,NDVI,Weather Station,Soybean,No,26.80899163277611,169.53673486139445,6.733106441689559,5.113227524328455
959,Moisture,NDVI,Drone,Corn,No,16.472189388681414,101.97425947652374,5.077753962992366,1.0730692633329537
960,Moisture,LAI,Soil Sensor,Soybean,No,26.773143089849142,166.15978055258836,6.394893364226922,4.98931607223401
961,Temperature,LAI,Drone,Soybean,No,12.0715313220603,89.36844544773355,5.77573459881245,4.32126780744338
962,Nutrient,NDVI,Drone,Soybean,No,26.754581972453128,99.28882445420822,6.387841147382112,7.028188549971539
963,Moisture,EVI,Drone,Cotton,Yes,13.055008633352331,66.18585758344642,5.1635189289768775,9.444968007188667
964,Moisture,NDVI,Soil Sensor,Soybean,No,11.65854305019452,190.26149239707033,6.861803854596495,1.7721197943583287
965,Temperature,NDVI,Weather Station,Soybean,No,22.835508088820227,93.65050451004223,7.223717464637862,3.9472874804316076
966,Nutrient,EVI,Drone,Cotton,Yes,19.438747315105886,128.09336977571778,5.039665895430895,4.996582636548267
967,Nutrient,LAI,Drone,Cotton,Yes,28.157812008256656,108.6999254699289,5.202482239422569,5.09666840230945
968,Temperature,NDVI,Weather Station,Cotton,No,17.263783921816984,193.98921808752522,6.644617078876372,7.973287487580284
969,Temperature,LAI,Drone,Cotton,Yes,15.743045268752574,100.25737564077235,6.782340697214177,4.990560992500967
970,Nutrient,LAI,Soil Sensor,Corn,Yes,20.014698122883967,166.78187321340334,6.8163987375898,1.2444517130828803
971,Moisture,EVI,Drone,Corn,Yes,19.118923715373228,178.312423194677,6.730794019103348,7.390936851335482
972,Nutrient,EVI,Drone,Soybean,Yes,16.888560924343764,115.34097462214488,5.571230867810155,8.963467256311045
973,Temperature,LAI,Weather Station,Corn,Yes,23.874825973966573,106.72577216793968,5.579414697614713,5.6251424129470555
974,Moisture,NDVI,Drone,Soybean,Yes,25.191236678278166,162.1618731398942,5.019270494577526,6.229976695286548
975,Moisture,LAI,Drone,Corn,No,27.05967938060273,186.9343970459351,4.6273347995854515,2.466427950721415
976,Temperature,NDVI,Soil Sensor,Cotton,No,29.457132094206855,163.23975996083573,6.770309517587623,2.9858135021106134
977,Temperature,NDVI,Weather Station,Cotton,Yes,15.333123842650089,84.06895483877983,4.372755143889251,3.116532152121506
978,Temperature,EVI,Weather Station,Corn,Yes,24.321869649799233,183.2461621156558,7.7511691471471265,4.876677773931657
979,Nutrient,NDVI,Soil Sensor,Corn,No,17.885164709914903,108.13725011552496,7.306745214685805,9.35330698806078
980,Nutrient,NDVI,Drone,Soybean,Yes,23.541639439022163,136.43441176669015,7.430022959829024,5.696062900433974
981,Moisture,LAI,Weather Station,Soybean,No,19.51963380698441,174.71534289390667,7.626675258460761,2.728878806812174
982,Temperature,EVI,Weather Station,Soybean,Yes,29.875462055358632,78.25921511007382,5.63441988289296,3.3947896228205465
983,Moisture,NDVI,Drone,Cotton,No,24.578042715815,167.67652035163297,7.386802893401605,4.456135267544658
984,Moisture,NDVI,Drone,Cotton,No,29.04982600868649,139.42441968660162,4.632245201166597,6.609330781235195
