,Climate_Type,Soil_Type,Irrigation_Method,Crop_Type,Pest_Control_Method,Average_Temperature_Celsius,Rainfall_mm,Soil_PH,Crop_Yield_Tons_per_Hectare
871,Temperate,Sandy,Flood,Wheat,Organic,24.833217774361774,136.20548058792318,5.861356906928204,5.87942296771014
872,Tropical,Sandy,Drip,Rice,Chemical,19.98809122760489,112.33399916557133,7.547239462637607,7.896593238308428
873,Arctic,Sandy,Drip,Maize,Chemical,19.494555705409667,67.66459884149278,4.644336987668446,4.539462918930902
874,Arctic,Loamy,Flood,Rice,Organic,12.200424859829532,99.54305187381654,4.414676541928947,4.959643388159909
875,Arctic,Sandy,Flood,Wheat,Chemical,21.196821911679834,158.73057585711,4.010914978052063,5.8146392434044785
876,Tropical,Clayey,Sprinkler,Rice,Organic,14.93832990217581,141.80058459971684,5.256001502448507,4.549483897674766
877,Temperate,Clayey,Flood,Maize,Organic,29.542906656008117,67.96675698253415,4.589655065937709,9.230932711910404
878,Tropical,Loamy,Flood,Maize,Organic,25.931618800302946,74.49836145714629,4.879941980552445,8.661267699708269
879,Temperate,Sandy,Sprinkler,Wheat,Chemical,18.259841203857754,146.11000389611684,4.044955930661508,5.094763255700905
880,Arctic,Clayey,Sprinkler,Wheat,Organic,13.02682517383066,172.01231214813032,4.908781658750813,1.0017537610358542
881,Arctic,Loamy,Sprinkler,Wheat,Organic,25.70663382277568,102.42117439372538,5.330846327729496,9.108410459763526
882,Tropical,Sandy,Flood,Wheat,Organic,12.44107534162632,139.29661277651752,4.126269985639525,2.1190291609551872
883,Tropical,Clayey,Sprinkler,Rice,Organic,13.78667506994141,75.5965383128158,6.431616497188591,3.2006117367464157
884,Temperate,Clayey,Drip,Rice,Chemical,14.230410354884548,96.70645053579858,6.275201395535031,2.371251559288584
885,Temperate,Loamy,Drip,Maize,Chemical,21.137812765461888,53.04053085095789,4.3881431140397,2.618340129829214
886,Tropical,Sandy,Drip,Wheat,Chemical,25.741133079807327,165.2413921699284,6.380039110073604,8.225897841008512
887,Temperate,Sandy,Flood,Wheat,Chemical,16.286297574493844,110.15147296594502,7.994615674435511,6.215512974993318
888,Tropical,Clayey,Drip,Rice,Organic,11.693396285505788,172.41883604809308,7.777875811246163,9.604856468128137
889,Temperate,Clayey,Flood,Wheat,Organic,19.290769270488383,156.25594940340895,4.010683973470654,3.0830816109134482
890,Tropical,Clayey,Flood,Maize,Organic,24.96220482319871,174.31163985927154,7.1815132453214385,5.370714173181106
891,Tropical,Sandy,Drip,Maize,Organic,14.433276861747766,92.84880043743242,5.414421104945944,9.79685532174223
892,Tropical,Loamy,Sprinkler,Wheat,Organic,14.398490960787484,77.7663095641768,4.25460548133851,8.437991628472927
893,Temperate,Loamy,Flood,Maize,Organic,28.944540546934217,195.78585239775057,5.183932854864832,7.55754111208442
894,Temperate,Sandy,Drip,Maize,Chemical,29.083074542383557,157.59916805613042,5.286946065251849,2.7007768123371276
895,Temperate,Loamy,Flood,Rice,Organic,29.809314641231527,175.10634018900055,6.092976957236227,7.924648608187445
896,Tropical,Clayey,Sprinkler,Maize,Organic,26.153192031495603,51.97000605649006,6.644335069075419,4.12808610336326
897,Temperate,Loamy,Sprinkler,Wheat,Organic,13.763683383358911,103.169243044383,6.996222448833632,5.774832073420819
898,Temperate,Loamy,Drip,Wheat,Chemical,14.239630415985227,161.42250358659976,4.983612170253067,6.4824509173558615
899,Tropical,Loamy,Flood,Maize,Organic,16.80450483044784,61.6974249484975,5.287082280993988,6.484273403718286
900,Arctic,Clayey,Flood,Wheat,Organic,16.36265062666982,135.10098943534035,5.233526827438941,7.538711247221648
901,Tropical,Sandy,Flood,Rice,Organic,29.13055498156018,114.36091511825049,5.450947472483506,6.955318833779851
902,Temperate,Clayey,Flood,Maize,Chemical,25.781479657633874,52.642476071166094,7.9986252358253545,1.6153379137953086
903,Tropical,Sandy,Drip,Maize,Organic,24.480175843231077,85.3963365679177,7.111773211309703,5.116123233541965
904,Arctic,Sandy,Sprinkler,Maize,Organic,13.719264481162636,92.71879836000713,7.899961861074788,6.976194460479813
905,Tropical,Sandy,Drip,Wheat,Chemical,28.190511187246592,66.77899195194837,6.772444238188228,3.663936839491558
906,Temperate,Loamy,Flood,Wheat,Organic,26.557407590123475,144.73053646139905,5.625082806589138,3.817510184947507
907,Arctic,Loamy,Flood,Maize,Chemical,13.272836826558475,86.35968143778335,5.558976734507899,2.12110792979154
908,Temperate,Sandy,Sprinkler,Wheat,Organic,27.42340663921945,91.64292494290825,5.954324579900181,4.767534873773698
909,Arctic,Sandy,Flood,Wheat,Chemical,15.444950727409426,184.7357897300221,5.66747913345775,9.881473908755572
910,Arctic,Loamy,Drip,Maize,Organic,11.617394916642121,120.06846390397092,7.313304984370983,3.567874251592336
911,Tropical,Clayey,Drip,Maize,Organic,23.1364461302842,108.81922204539086,5.860008052106771,5.782932034174882
912,Tropical,Sandy,Sprinkler,Wheat,Chemical,23.076093187686613,158.58065574720757,5.182457440843384,7.689135275011759
913,Temperate,Clayey,Drip,Maize,Organic,11.898640191312362,186.44206953243682,7.099441074786608,1.121475437958436
914,Tropical,Loamy,Drip,Maize,Organic,16.377036178731647,53.755450435616574,7.417681637525579,9.103956036384691
915,Tropical,Sandy,Drip,Maize,Chemical,29.856289245110773,117.23582698330947,5.681715824561806,4.478951662524446
916,Arctic,Clayey,Drip,Maize,Organic,23.56853334017474,141.6172034116921,6.671234287622128,8.82204388039884
917,Tropical,Clayey,Flood,Wheat,Chemical,24.601503332066585,97.78446471889845,4.235218135553219,1.3505289300953023
918,Arctic,Clayey,Drip,Maize,Organic,14.258345712086113,165.86115831848628,6.117859407885867,2.310971966773083
919,Arctic,Loamy,Sprinkler,Rice,Chemical,11.575641420078286,195.72156054054108,4.179924550982032,3.9027650902980326
920,Arctic,Loamy,Sprinkler,Maize,Organic,15.538033794818753,191.51410493754247,4.116763361977872,4.1091559575695085
921,Temperate,Clayey,Drip,Rice,Organic,14.97796770386384,89.89738090699129,6.451699402090956,8.63014800725215
922,Temperate,Clayey,Sprinkler,Maize,Chemical,14.690882014961062,83.9507417656229,5.213341529579949,1.1008100384941168
923,Temperate,Loamy,Drip,Rice,Organic,13.855086437740791,193.62357965318316,6.970148649821862,6.7700059882271155
924,Arctic,Clayey,Sprinkler,Rice,Chemical,21.495113813108087,118.79427311471989,7.584330242530369,2.1818119256069526
925,Temperate,Clayey,Sprinkler,Maize,Chemical,16.562069516836434,81.24465846270377,4.557564694921403,8.408940856399445
926,Temperate,Loamy,Drip,Maize,Chemical,26.40690030095061,156.04954454456274,6.898091354315696,8.007159393621212
927,Tropical,Clayey,Drip,Maize,Organic,13.67894835694768,92.66304858556873,6.058079993153373,5.499289246700806
928,Temperate,Clayey,Flood,Rice,Organic,19.29254141737089,90.08704626065784,4.448477000650795,2.9141850296113767
929,Temperate,Clayey,Drip,Wheat,Organic,10.273156728521599,181.8873564616677,6.606370425922899,6.7104585186900065
930,Arctic,Loamy,Drip,Wheat,Chemical,19.633646449103843,74.37187300653551,6.437867212425891,2.406324858918811
931,Arctic,Clayey,Flood,Maize,Chemical,11.116764417529488,59.658941969935455,6.06256746960313,2.710214133333881
932,Arctic,Loamy,Drip,Wheat,Chemical,29.554470237452872,90.3779660257531,7.705884818238632,6.640209120028219
933,Arctic,Loamy,Drip,Wheat,Organic,25.811842573008256,141.04181192573057,6.084318784416066,9.92105601479762
934,Arctic,Sandy,Flood,Maize,Chemical,19.802229532729108,68.46317801049058,7.96206046180085,9.019547535272917
935,Arctic,Sandy,Drip,Rice,Organic,11.731747163587006,120.73920084151906,6.036915255392444,6.337966219153094
936,Temperate,Clayey,Drip,Maize,Organic,21.848908815808286,144.10056656379797,4.463408153205471,5.8468309189068135
937,Arctic,Loamy,Flood,Wheat,Organic,25.175275014037553,177.3105488889761,5.881885004300122,9.985463920072977
938,Arctic,Sandy,Flood,Rice,Organic,13.814345060094906,84.48043868033815,4.7293150502202845,5.926574328705043
939,Tropical,Clayey,Sprinkler,Wheat,Organic,21.36416681574982,172.6019485074184,6.388533940869709,4.781048697634995
940,Temperate,Sandy,Drip,Rice,Organic,26.28421796765736,85.23593916968579,6.772528700774405,9.185999821978072
941,Temperate,Sandy,Sprinkler,Wheat,Organic,25.364955552926325,151.51498118594608,5.873741114828375,3.107658662823594
942,Temperate,Loamy,Sprinkler,Maize,Organic,26.05984035734306,114.60103572236827,4.390811870732593,1.8777339126712809
943,Arctic,Loamy,Flood,Wheat,Chemical,27.586468497394396,67.20218635680052,5.874565594334212,6.706810309256473
944,Arctic,Sandy,Drip,Wheat,Organic,28.753642043189405,157.1395194232773,4.325816858937602,1.8626467039187409
945,Arctic,Sandy,Drip,Rice,Organic,18.11042310407072,82.66439278235268,6.728503822026136,4.358336832576641
946,Tropical,Loamy,Flood,Wheat,Chemical,21.375382050457546,76.49351390368872,7.16147289946035,4.8121964702354845
947,Arctic,Clayey,Sprinkler,Maize,Chemical,25.813190520912215,103.74843928840748,7.849521308908156,5.927842603443098
948,Tropical,Loamy,Flood,Maize,Chemical,23.942796278915665,147.99353671392254,4.595208428513826,9.92493591173166
949,Temperate,Sandy,Drip,Maize,Chemical,29.910404565287575,85.09947181859417,6.129681342133217,2.9888355099986272
950,Arctic,Clayey,Flood,Rice,Organic,10.273553022092884,77.54923081728286,6.270149470141675,4.381807406562208
951,Tropical,Sandy,Drip,Rice,Chemical,17.102664306315813,51.49304385700465,7.689906135123919,2.1901611196959223
952,Tropical,Clayey,Sprinkler,Wheat,Chemical,15.62055852540405,120.74646456525853,6.509106562386057,6.468521734299112
953,Arctic,Sandy,Drip,Wheat,Chemical,15.246317003310692,114.2968353972774,4.582038582581284,7.549058640770502
954,Temperate,Clayey,Sprinkler,Wheat,Chemical,14.450595649977716,85.08016154560644,5.745405295852757,5.33869140912291
955,Temperate,Clayey,Sprinkler,Rice,Organic,24.18247681630458,58.04782460145361,6.619050114025002,3.2124814146097393
956,Temperate,Sandy,Drip,Rice,Chemical,11.695189465506438,114.38838118937554,6.801137728277189,6.587994422635729
957,Tropical,Clayey,Drip,Wheat,Chemical,24.832176678866766,168.23076666074468,7.452295994362294,5.8524195103196455
958,Tropical,Loamy,Sprinkler,Rice,Chemical,23.86851684032547,157.29231969907653,4.722028479377588,2.5406715106334596
959,Tropical,Sandy,Flood,Rice,Chemical,15.016082650017928,179.11923347902555,7.806168587021993,4.651137104519172
960,Tropical,Loamy,Drip,Maize,Organic,15.056675663303224,51.437403156973346,4.2365576480623695,4.9167738247167545
961,Temperate,Sandy,Sprinkler,Maize,Chemical,22.577211706890044,194.96289752068978,7.935048538275608,9.843559783942895
962,Arctic,Clayey,Sprinkler,Wheat,Chemical,25.243422109673556,101.21183789411725,7.431068371465634,8.643572489399695
963,Tropical,Clayey,Flood,Wheat,Chemical,27.52971226174731,198.55966941379472,6.641091131048685,7.609337094462345
964,Tropical,Clayey,Drip,Maize,Organic,27.042791277089513,87.89291909026619,6.939982001057686,8.998993229526526
965,Temperate,Sandy,Sprinkler,Rice,Chemical,29.297659883277063,120.73045813673671,4.290768023675186,7.619359652458435
966,Arctic,Loamy,Flood,Wheat,Chemical,21.627697906730223,103.08915148629555,4.1659194515778095,9.1306166961316
967,Arctic,Loamy,Sprinkler,Wheat,Organic,28.173111226807194,103.36410724914539,4.407063186205463,1.4909780339155718
968,Temperate,Sandy,Drip,Wheat,Chemical,26.170265465208217,176.34231481223236,4.349439258656551,5.104595883402249
969,Temperate,Sandy,Flood,Rice,Organic,27.89335248628027,161.96284096060083,6.18952493387774,7.722085017176502
970,Arctic,Loamy,Sprinkler,Maize,Organic,10.232532025707332,198.8227152845072,4.861775948447157,6.249662169490121
971,Tropical,Loamy,Flood,Wheat,Chemical,29.31805983731622,142.02720240762687,7.440822548826906,2.57649547735708
972,Arctic,Loamy,Drip,Maize,Chemical,19.470603256929564,119.4884906591754,5.782994492272289,4.064428778756808
973,Temperate,Loamy,Flood,Maize,Organic,25.96365979149686,63.51107944203367,6.7820419058331,3.8599693752402215
974,Tropical,Sandy,Drip,Rice,Organic,12.544082386755617,199.48421292707852,6.611492371880639,3.352122218659024
975,Tropical,Sandy,Sprinkler,Rice,Chemical,17.918821916279484,132.72959793984245,5.27941215571884,4.088219981625695
976,Temperate,Clayey,Drip,Rice,Organic,15.429213260419818,155.07162045352126,4.972670294102916,5.633679596150089
977,Temperate,Loamy,Sprinkler,Rice,Organic,15.83317541001874,111.0113580786967,5.36982514118654,8.693821223049483
978,Temperate,Clayey,Sprinkler,Rice,Chemical,12.465112399017634,132.15735622688538,7.1866334953993505,7.678293961543806
979,Arctic,Sandy,Drip,Rice,Organic,26.11527665086014,191.38665978393308,6.345107393678473,8.517247336146102
980,Arctic,Sandy,Sprinkler,Wheat,Organic,10.184846291621563,74.96291568974041,5.014154650076701,8.952433701067777
981,Tropical,Clayey,Flood,Maize,Organic,16.25010913970405,93.85588764953819,7.271385772241721,4.745354104878466
982,Temperate,Loamy,Sprinkler,Rice,Organic,13.4882108643283,72.80895916670485,4.2190375444412265,4.114236556240725
983,Tropical,Loamy,Drip,Wheat,Organic,21.780778812166808,168.8323855707162,6.7967334999611815,1.5186104351574563
984,Tropical,Loamy,Flood,Maize,Organic,15.085048052290876,59.30678906327444,5.7564032229972435,9.37442459688791
985,Tropical,Loamy,Flood,Rice,Chemical,15.179969090561993,62.24474747770074,6.925161544263553,1.5924071614432953
986,Tropical,Clayey,Sprinkler,Rice,Organic,19.766762879906373,94.7741169181053,7.709845120973707,7.670219638334234
987,Temperate,Clayey,Sprinkler,Wheat,Chemical,23.053780786818514,127.12822713815169,7.000136391787615,4.402974740190285
988,Tropical,Sandy,Drip,Maize,Chemical,12.426094091303273,110.94122008393798,5.767861421245529,9.539026970492676
989,Temperate,Loamy,Flood,Rice,Chemical,13.510229049309924,56.72244660062109,4.603902726055523,4.7764181884071615
990,Temperate,Loamy,Drip,Maize,Chemical,14.943494891890353,193.62373368064272,7.225403903221735,8.349475162192448
991,Arctic,Loamy,Sprinkler,Wheat,Chemical,29.47496428235921,192.93042805371255,5.842822107685486,3.5438934894730894
992,Temperate,Clayey,Flood,Rice,Chemical,17.943049998858406,91.90344848611397,4.301249293828519,3.69179845519462
993,Arctic,Loamy,Drip,Maize,Chemical,21.97980181262053,159.72884229028722,6.8762215911074644,6.359674688905908
994,Temperate,Clayey,Drip,Wheat,Chemical,14.830856254319558,136.78631170748355,5.167407863666359,9.981843703367264
995,Temperate,Loamy,Drip,Wheat,Organic,19.809190503149757,85.62150425084361,4.195552918020741,5.658151761812767
996,Temperate,Loamy,Drip,Rice,Chemical,11.482383487719162,89.3257327612423,7.611004059896311,9.426777727539616
997,Arctic,Sandy,Drip,Maize,Chemical,10.69484291844654,123.67297614656756,5.93240436837564,8.07624845423855
998,Arctic,Loamy,Flood,Rice,Chemical,19.374670536429203,112.88554122460403,5.123844212692086,8.162778827595115
999,Tropical,Loamy,Drip,Rice,Organic,17.97318575036824,93.68439923468964,6.865546231539646,4.923639902158877
1000,Arctic,Sandy,Flood,Maize,Chemical,12.737606393836554,171.12673944577233,7.5436095107302545,4.478880251555205
1001,Arctic,Clayey,Drip,Maize,Organic,23.752028578414674,122.21943764560774,4.001228300135022,2.7272962728173384
1002,Arctic,Clayey,Sprinkler,Maize,Chemical,29.85806981798529,148.22720935836918,6.751408740168615,9.675471402852882
1003,Arctic,Loamy,Sprinkler,Wheat,Chemical,17.912936423934248,78.39102502518132,7.068046776073686,9.63454251199438
1004,Tropical,Clayey,Drip,Wheat,Organic,22.49117271834789,130.02614937747302,4.839709709117972,7.723609608791645
1005,Arctic,Loamy,Sprinkler,Maize,Chemical,29.259518847289712,97.69640741699322,5.958495325640698,3.666272048674026
1006,Temperate,Sandy,Flood,Wheat,Organic,26.630699448937506,128.96204155923175,4.357143595671744,3.2066158630805397
1007,Temperate,Sandy,Drip,Rice,Organic,19.271044466053716,167.12387501163923,6.98699953006139,9.897492181482667
1008,Arctic,Loamy,Flood,Maize,Chemical,24.749789689198387,165.33698151368924,7.38982407425341,1.5988853359735975
1009,Arctic,Sandy,Drip,Rice,Chemical,12.562700805010481,103.1331017051414,4.432746629298642,8.592078629271782
1010,Temperate,Sandy,Sprinkler,Maize,Organic,20.242077109275982,154.14156756194586,7.265841013731339,4.1991220043422715
1011,Temperate,Loamy,Flood,Rice,Organic,15.581205543598731,191.19349255914156,7.086280681938135,4.769827477544984
1012,Tropical,Loamy,Sprinkler,Maize,Chemical,13.223273757923222,143.85039948873595,5.387653281483589,8.487798838739534
1013,Temperate,Sandy,Sprinkler,Rice,Chemical,18.525618125090695,72.26151850739558,6.761158119734333,1.8154271440482224
1014,Temperate,Clayey,Drip,Maize,Chemical,12.620291088672289,151.95629439186428,4.000192495577247,4.187527106682314
1015,Arctic,Clayey,Flood,Maize,Organic,23.979702163489712,65.73565795239669,7.727190617863995,9.568218494526157
1016,Temperate,Loamy,Sprinkler,Wheat,Chemical,19.12480088106671,180.8165613189541,6.201532941233491,7.291593214941308
1017,Tropical,Loamy,Drip,Rice,Organic,20.622892651293277,127.49907437029104,6.481355456247998,7.794452483253013
1018,Temperate,Clayey,Drip,Wheat,Chemical,12.92751877336314,107.77111044673693,6.6586376541563945,7.817547708599288
1019,Arctic,Sandy,Drip,Rice,Organic,12.795433221869889,58.55098919745386,6.245476068873467,1.5451307484755006
1020,Arctic,Clayey,Sprinkler,Wheat,Organic,21.66830870520248,107.11756018881646,7.427055550157853,2.82886833934388
1021,Temperate,Clayey,Drip,Maize,Chemical,29.700194956588927,185.4810001873684,6.438807328606176,5.421369304730906
1022,Arctic,Clayey,Flood,Wheat,Organic,11.925011664754512,53.14744944294548,7.63103996496189,4.313352092278376
1023,Tropical,Clayey,Flood,Wheat,Organic,15.714628571315625,121.19722366727073,6.329326488936036,4.698210638195682
1024,Tropical,Loamy,Sprinkler,Maize,Organic,27.38918233075775,189.67371366659336,4.684489687922266,8.033026407631054
1025,Temperate,Loamy,Flood,Wheat,Organic,11.445440245104738,109.22614996475316,7.654250223357211,1.1321131156096174
1026,Temperate,Sandy,Drip,Maize,Organic,27.517714427339026,114.22635311932255,6.726509993439107,6.944427336891149
1027,Temperate,Sandy,Sprinkler,Rice,Chemical,20.485719667495026,136.78400827986798,6.796955977742225,1.0009920862164021
1028,Arctic,Sandy,Drip,Wheat,Chemical,18.16533547852852,119.44060003657752,7.941927002286407,1.5675267301861933
1029,Tropical,Sandy,Sprinkler,Maize,Organic,16.193611287029118,75.29025368563286,4.300786216838317,4.6745750785386155
1030,Tropical,Clayey,Sprinkler,Maize,Chemical,15.942343162556838,52.78333086047906,5.714370428380685,8.568536678243394
1031,Arctic,Loamy,Drip,Wheat,Organic,16.116051648989576,141.47174869680526,4.95638157194646,2.3049618900801443
1032,Tropical,Loamy,Flood,Rice,Organic,27.696061619203917,188.12098805117182,6.521705858854629,5.9915926821575045
1033,Temperate,Sandy,Flood,Wheat,Chemical,24.47590460349571,65.95461995407484,7.2272467349922875,7.106547041440698
1034,Temperate,Sandy,Sprinkler,Maize,Organic,23.394460156623012,81.64290788791301,7.865242835569651,3.065795957549445
1035,Temperate,Clayey,Drip,Rice,Organic,25.974982979040014,105.53442287374602,5.818384427818881,5.610972297426247
1036,Tropical,Clayey,Drip,Wheat,Organic,15.1422932600829,171.31133435316795,7.144872922570417,9.202665548243731
1037,Temperate,Sandy,Sprinkler,Maize,Chemical,22.360856241635112,90.38904747064663,7.668206368161519,5.610056728289795
1038,Arctic,Loamy,Flood,Wheat,Chemical,19.20132477915902,182.30816064181528,6.733301730143539,2.4159075560888317
1039,Arctic,Loamy,Drip,Rice,Organic,25.648832704003866,58.24368119750996,4.970930209799085,6.6503286701879025
1040,Tropical,Loamy,Flood,Rice,Organic,16.18512220946571,191.14349318884024,6.431416604431165,6.329801620076626
1041,Arctic,Sandy,Flood,Rice,Organic,22.863572337397915,134.11206168106474,7.879808191268746,1.242592838183181
1042,Arctic,Loamy,Sprinkler,Rice,Organic,27.644248236346268,148.81665177315568,7.950215315446261,1.8153496517280994
1043,Tropical,Clayey,Sprinkler,Rice,Organic,18.043009523898576,105.15342838045297,6.569439294867113,2.411032196269097
1044,Temperate,Clayey,Flood,Wheat,Chemical,11.332441747349229,167.29914282665905,7.5479510314879565,2.2266016980568293
1045,Temperate,Sandy,Drip,Rice,Chemical,20.321016446835856,74.9849375126609,4.801397455394412,3.335191935048398
1046,Temperate,Clayey,Drip,Rice,Chemical,16.91944975614052,57.336773791773055,4.984314419808867,5.086947909120112
1047,Tropical,Sandy,Sprinkler,Maize,Chemical,23.4445076109435,109.32754146613357,7.811550451539439,4.345446681090859
1048,Arctic,Loamy,Flood,Rice,Organic,29.02065849497212,178.05435709715593,4.540941501979232,9.015849022641373
1049,Temperate,Loamy,Drip,Maize,Organic,19.71216635993694,163.2390254956542,4.764425752373915,6.508984684657033
1050,Temperate,Loamy,Drip,Maize,Chemical,19.323804603110677,127.5733955733437,5.682194396480207,8.885299149656587
1051,Tropical,Clayey,Sprinkler,Maize,Chemical,23.091696003829206,135.820662074803,6.3583371510134015,5.74335392425839
1052,Temperate,Sandy,Flood,Wheat,Organic,12.069950071871354,69.48392394481331,6.415268875873087,1.8088342362040595
1053,Tropical,Loamy,Drip,Wheat,Chemical,15.070123778500292,176.10222629263734,5.167904034662257,5.1695870415979135
1054,Arctic,Sandy,Sprinkler,Maize,Organic,28.37958651000797,168.04395244462955,7.682455591801393,8.398292921581284
1055,Tropical,Loamy,Drip,Wheat,Organic,23.398852267275323,148.4705590830414,7.660399630431451,2.746933904503973
1056,Tropical,Clayey,Drip,Rice,Organic,10.268880879668325,119.92865544934077,5.568272212209489,1.8209285087738478
1057,Tropical,Clayey,Drip,Wheat,Chemical,14.092509451180398,194.66889024192687,5.737167077721189,3.9649126450443406
1058,Tropical,Sandy,Sprinkler,Rice,Chemical,23.656745320577983,181.85479578147067,6.809988467295647,4.500080475761257
1059,Arctic,Clayey,Flood,Rice,Chemical,25.287984051251485,146.66457402719277,6.6519835855956035,3.7563190876531394
1060,Arctic,Clayey,Sprinkler,Wheat,Chemical,26.79719145348084,105.77014965759318,5.529188059843849,2.217167070621004
1061,Temperate,Sandy,Flood,Wheat,Chemical,15.843536067640898,142.70334180222687,5.656977006084014,3.2575587374954305
1062,Arctic,Loamy,Drip,Maize,Organic,28.620571925551253,136.3161389795998,5.392155773686156,7.140541641418993
1063,Arctic,Clayey,Flood,Wheat,Chemical,21.05893787155785,109.13629817523746,4.9415400278132315,4.473356646638475
1064,Temperate,Sandy,Drip,Wheat,Organic,23.930780447757858,96.00109575321142,5.832553451696558,6.6929450015670024
1065,Arctic,Clayey,Drip,Wheat,Organic,21.93477725559816,111.05161883559836,6.745736527610162,5.826734019268592
1066,Tropical,Clayey,Sprinkler,Rice,Organic,12.45480109349241,136.08671090500968,6.9678668212571715,5.941476458719021
1067,Tropical,Clayey,Drip,Rice,Chemical,29.262293187697598,114.22022670666416,7.1154945930238505,3.236946021530164
1068,Temperate,Clayey,Sprinkler,Rice,Chemical,12.457511597883054,89.53617323020758,5.498928053812486,5.693887294913634
1069,Temperate,Sandy,Flood,Maize,Chemical,15.097639128223673,164.1444976641213,7.058543977139895,1.212352424768816
1070,Temperate,Sandy,Flood,Maize,Chemical,26.272557604459603,129.72012439361194,4.026065262767501,4.885693680924335
1071,Tropical,Sandy,Drip,Maize,Chemical,22.37193923002203,60.15127448384,5.908199750867529,6.153605408709236
1072,Arctic,Clayey,Sprinkler,Rice,Chemical,26.76298330752714,105.24747584391883,7.175617600530764,2.6379605921869835
1073,Tropical,Clayey,Drip,Wheat,Chemical,20.3147237674809,182.73701858179902,6.520178882565413,3.3090265562405623
1074,Temperate,Clayey,Sprinkler,Maize,Chemical,17.539864707332697,163.2854796799928,5.896252496618031,2.9757791783405745
1075,Arctic,Sandy,Sprinkler,Maize,Organic,28.436909990955698,98.48701759160106,6.578568026425397,1.6350215973888176
1076,Arctic,Clayey,Sprinkler,Rice,Chemical,10.725046350295898,190.72747280667636,7.627784012594656,4.13071589026081
1077,Tropical,Loamy,Flood,Maize,Organic,27.12260440706092,61.490436253731524,6.265527202440829,9.810691898067455
1078,Temperate,Clayey,Sprinkler,Wheat,Organic,14.616355703755632,194.18520558382835,7.199144765840424,4.18492365817249
1079,Tropical,Loamy,Flood,Rice,Organic,26.974726555079357,86.85576387270135,7.92297090090079,5.144829596532781
1080,Arctic,Clayey,Sprinkler,Rice,Organic,12.783932268337711,51.36412704536289,6.822272808302267,6.877785258607377
1081,Tropical,Sandy,Flood,Wheat,Chemical,21.60437927381081,115.07120547774902,6.293303055556255,6.836479760521964
1082,Tropical,Clayey,Flood,Wheat,Chemical,27.76215838022944,103.8455644530513,4.149943788501361,9.549054820167617
1083,Temperate,Loamy,Flood,Wheat,Organic,19.470792937977812,130.86335078101908,5.49791159301835,8.718077263592127
1084,Temperate,Loamy,Drip,Maize,Organic,24.93133347606786,169.5159290854768,6.261770934060474,8.14555618394637
1085,Arctic,Clayey,Sprinkler,Wheat,Organic,26.09343235711117,176.36462032256708,7.1888262868241295,9.564645032004796
1086,Tropical,Loamy,Drip,Rice,Chemical,24.729884174335584,110.18449994175377,5.752419158590305,3.0768884693485443
1087,Tropical,Loamy,Sprinkler,Wheat,Organic,28.506594737491966,114.47686155595252,7.840233103059093,6.553487751596133
1088,Tropical,Sandy,Sprinkler,Rice,Organic,18.936684610398572,72.22665954942104,5.0871750104947,8.984770900499406
1089,Arctic,Clayey,Drip,Rice,Chemical,13.462508783303115,57.13214133217453,6.978268780841265,6.617243424502917
1090,Arctic,Clayey,Flood,Maize,Organic,10.956221274049597,146.1822485352537,5.67612566833651,9.796784271461826
1091,Temperate,Clayey,Sprinkler,Wheat,Chemical,14.929197392750101,59.66564383290384,5.9439539782636235,1.903174425157411
1092,Temperate,Loamy,Flood,Maize,Chemical,12.863950077604843,160.0745179132184,7.210008135461761,4.953974525138802
1093,Temperate,Clayey,Drip,Wheat,Organic,21.158974828689608,130.86352175333712,5.184861046606822,9.796266171177725
1094,Tropical,Clayey,Flood,Wheat,Organic,13.698906744234641,79.7874467339125,4.3872482263805725,4.416112257129332
1095,Tropical,Sandy,Sprinkler,Wheat,Organic,10.778674145787424,130.92844152689744,6.0810223384537085,7.65600737589374
1096,Temperate,Sandy,Sprinkler,Wheat,Chemical,10.719796577373357,77.44965749031482,6.115178447214995,1.2736261097078425
1097,Tropical,Sandy,Sprinkler,Wheat,Chemical,26.63138996729723,115.8105811265618,7.188671088901495,7.253534031672817
1098,Temperate,Loamy,Drip,Rice,Chemical,21.828998628860496,169.93404743633434,7.873276824928407,9.411640592748206
1099,Arctic,Clayey,Sprinkler,Rice,Organic,17.161706037867564,119.28789401159561,4.221202745313393,4.444356566710025
1100,Temperate,Sandy,Drip,Wheat,Organic,27.88456085480494,72.30489774463223,6.3667578949724355,1.1916985413423653
1101,Arctic,Sandy,Flood,Rice,Organic,11.403932228154272,158.5743022734418,6.7251141212592,1.2511882395593545
1102,Tropical,Sandy,Sprinkler,Maize,Organic,29.606441454556517,78.01526244050133,7.943205402994087,9.028209751399801
1103,Temperate,Clayey,Sprinkler,Maize,Organic,22.32583580508922,160.78248115551642,7.770360857107646,7.502644963866356
1104,Tropical,Clayey,Sprinkler,Maize,Organic,13.66928507937697,121.902843382375,6.84980305884791,1.9601774580392184
1105,Arctic,Clayey,Flood,Wheat,Chemical,23.581381979539373,118.06126386414523,6.0871576449778635,1.491312493460769
1106,Arctic,Loamy,Sprinkler,Wheat,Chemical,25.26762519567125,177.71525567862122,4.646095689197045,8.243428272539315
1107,Arctic,Loamy,Drip,Rice,Chemical,18.58685566741549,156.29052865110032,5.53670622081767,8.288745695248231
