,Tree_Cover,Biodiversity_Metrics,Carbon_Sequestration,Crop_Type,Soil_Type,Soil_Moisture_Content,Crop_Yield_Tons_per_Hectare
1106,High,2.009606859768605,3.2380190514781306,Maize,Loamy,0.14663631562111992,1.6304764570212185
1107,High,3.627260924353796,8.52751954257675,Rice,Sandy,0.5790055876812371,6.594134552840994
1108,Low,1.7928250609420786,5.12910878761322,Wheat,Sandy,0.6604719528657038,6.322557197786775
1109,Low,1.5760128956792885,3.464385573575987,Maize,Sandy,0.4631711067389419,1.3732955825496411
1110,Low,4.99787157681032,9.869104639042105,Maize,Loamy,0.8181119988650194,5.144300509932539
1111,Low,3.4895037258926966,8.423216122907505,Wheat,Loamy,0.7180294924034201,4.921914771154311
1112,High,2.723951490628762,9.948279871778825,Rice,Loamy,0.987256378852174,5.920202167322995
1113,High,2.1526580915358053,2.513717059854292,Wheat,Loamy,0.22410548496971078,7.640602393931087
1114,Medium,3.4156817746489097,2.294584065530728,Maize,Loamy,0.15248409790825124,3.545200428059747
1115,Medium,1.1983740328803445,5.530401576498154,Maize,Clayey,0.34732333501244905,4.895022552254293
1116,Low,1.3787239620191802,6.747793840310985,Wheat,Clayey,0.11714517578515965,8.134684159248685
1117,High,1.1314267909615854,2.5395408328001645,Rice,Clayey,0.9393502850798614,9.303007514145119
1118,High,2.996679333050647,8.743876012796884,Wheat,Clayey,0.3735564928193579,9.021906757448903
1119,High,3.40242651674873,5.78812130797027,Rice,Sandy,0.597187150274313,5.298678568846375
1120,Medium,1.2499190454312834,4.698476498985827,Rice,Sandy,0.38626266959086775,5.687792173018917
1121,Medium,3.884897869995666,6.4184830563434065,Maize,Clayey,0.3212277597899411,5.761948979369435
1122,High,1.9215802860582576,6.714583416750603,Rice,Loamy,0.237128251577392,8.818440127367364
1123,High,3.7408058150794643,1.3850495288541471,Maize,Clayey,0.388329328296222,8.559455562442007
1124,High,4.927588560140983,9.999034000345443,Rice,Clayey,0.6538770373671771,3.8037927569081056
1125,Medium,3.7644234802154046,4.2752761912402795,Rice,Sandy,0.974459079718775,2.4656472047983176
1126,High,4.532772211694434,1.5538838221890656,Maize,Loamy,0.6022828363304344,4.410771053428915
1127,High,4.7927940269722695,8.670908572979638,Rice,Sandy,0.5794381594891046,3.5956574492446105
1128,Low,2.947004193409262,9.93716811291081,Wheat,Loamy,0.13173671629463218,9.557026523334185
1129,Low,3.8092999176788274,8.347226582944812,Rice,Sandy,0.8560891141009235,3.3932411149478643
1130,Medium,4.4078770142233665,8.666942408738612,Maize,Clayey,0.14035723749781592,2.63086013554242
1131,High,2.4264356514975445,6.633416027975058,Maize,Loamy,0.9156090466931313,9.09531156303294
1132,High,2.0455892662415796,9.300930203988395,Wheat,Sandy,0.5848045528210462,1.7783074392046392
1133,Low,4.786394291113355,1.3216469655472078,Rice,Clayey,0.2516199447106319,3.3423944628381417
1134,Medium,3.905214001475272,7.9005147665878095,Wheat,Sandy,0.5065366528058128,4.952000746005296
1135,Low,1.8787285335033053,7.03639205500668,Rice,Sandy,0.9954860326148784,6.355966403437138
1136,Low,2.7963335707044537,1.4462647347160202,Wheat,Sandy,0.3745745668396837,3.949056067359757
1137,Low,4.185807078151237,5.895762210788314,Maize,Clayey,0.3425137916937208,5.466105972289045
1138,Low,3.1882519636737685,5.635543111820826,Maize,Loamy,0.20620530553825533,2.789480677875458
1139,High,3.5998083926635562,7.22380802569279,Wheat,Sandy,0.6374281139117549,6.168467082029369
1140,High,4.015072808180209,1.6977827044825529,Rice,Clayey,0.18030429911256662,4.6703512745169355
1141,Low,3.4880367552359224,8.247509067955708,Rice,Sandy,0.7894072574236695,8.643337185416053
1142,Medium,3.160317287688783,2.254630978103542,Maize,Loamy,0.9273011628975022,4.741607200497872
1143,Medium,3.9984571375510938,4.7679815211568535,Rice,Sandy,0.9386840000939495,4.994338760938453
1144,Medium,3.9102521417288028,8.931592067514725,Wheat,Clayey,0.197124627589694,6.329574904081713
1145,Medium,3.5194896007327157,6.044784449459468,Wheat,Sandy,0.6024363376176719,2.108530036692473
1146,Low,2.4391576535277184,4.416318223792609,Rice,Sandy,0.18739886941194994,2.4111565903565295
1147,High,2.6232483688010864,1.433820178412531,Maize,Loamy,0.6148145273358675,8.112139725045164
1148,Medium,4.88175419553639,7.0504616548154955,Maize,Loamy,0.833482526688623,3.4607690122559234
1149,Low,1.4495437291661033,9.878920887761057,Maize,Loamy,0.5840111460729562,7.162272360356104
1150,Medium,2.0740196690113413,9.206167588825446,Maize,Sandy,0.884848443496013,1.8768427297948191
1151,Medium,2.969607036817343,7.455664698160851,Maize,Clayey,0.8215069193644399,8.396619942862118
1152,Low,4.346918744575143,1.9476357243035052,Wheat,Sandy,0.34889351494593557,9.894052998270615
1153,High,1.6547026549189114,3.1549608406035476,Rice,Sandy,0.6670920545941975,4.363218506870059
1154,High,2.1078184724984395,2.681641175079583,Wheat,Sandy,0.10667091382851829,5.54977091723407
1155,Low,1.263192871180956,4.199154762300807,Maize,Sandy,0.45643772433237795,4.98440781855822
1156,High,3.823941064203274,3.1196550501238196,Maize,Loamy,0.3141641510058657,9.047689737751211
1157,Low,1.9528377419024645,3.199955013745239,Rice,Loamy,0.9434047113491375,1.0894063392719167
1158,Low,2.554699002683802,6.550569418378651,Rice,Loamy,0.464850110550844,6.8811338904745245
1159,Low,2.7748057881186714,3.8683239036524513,Rice,Loamy,0.6886579855802325,6.871314455231795
1160,High,4.565255742425823,7.094465888252258,Wheat,Clayey,0.7587834483462464,4.441465074681577
1161,Low,2.645321161324947,9.531006932315625,Rice,Sandy,0.7958912848133568,2.974002779053131
1162,Medium,1.5809000796609962,6.746301249519151,Wheat,Sandy,0.762197672815776,3.157144132735321
1163,High,3.097259753360484,7.764910094893341,Maize,Sandy,0.36024855488896135,8.20417709092502
1164,High,4.851831978594518,7.764223737545541,Wheat,Clayey,0.7174609270562998,1.5949278673746314
1165,High,3.430742564203244,3.9763250955937988,Rice,Clayey,0.594108534036055,6.074417316469231
1166,High,4.93354888184229,1.1346219513409195,Wheat,Loamy,0.6376353983177669,3.76156542680439
1167,Medium,4.36442923575548,1.49543166694793,Wheat,Sandy,0.10073315557787939,3.387230312214884
1168,High,1.1438630248536512,3.538542257961026,Wheat,Sandy,0.33243184085757094,5.551638989779324
1169,High,3.6335983815081674,7.205888652918382,Rice,Clayey,0.93761532704409,9.080753556517903
1170,Low,2.1470675102315346,9.160148247834632,Wheat,Sandy,0.36106847497515315,6.562827271335978
1171,High,3.2384674225788954,9.629184359716717,Rice,Clayey,0.4942139700246784,8.097495649797912
1172,Medium,2.1173807637249062,1.232637974560661,Wheat,Loamy,0.26800658397616695,6.406154013365929
1173,Medium,2.3954816664211616,9.910785210694941,Wheat,Clayey,0.2247422967133208,7.279442018854667
1174,Medium,4.692674847016717,3.902474965210244,Wheat,Sandy,0.28780207177483463,4.89166883913966
1175,Medium,1.8265727395668212,8.586606054116038,Rice,Clayey,0.5982825959802757,9.333834716873655
1176,High,4.496436472103322,2.6226591462710234,Rice,Clayey,0.9271257862510973,5.517451183952448
1177,High,1.1218312322819872,1.5660843184617326,Rice,Loamy,0.39357926190657133,5.965972023040868
1178,Medium,1.3635061534785935,4.405198816564187,Maize,Sandy,0.391067156987174,5.724689529293646
1179,Medium,4.418700165537054,8.730328496776238,Rice,Sandy,0.6077265281981815,3.845701181484266
1180,High,3.5222241236367813,2.9874242429003446,Wheat,Loamy,0.42106844592382175,3.0811459203926708
1181,Medium,3.988944552158201,2.3856159317665795,Maize,Clayey,0.9193744431855893,1.6645146770399952
1182,Low,1.837670683287417,9.188238960551715,Rice,Clayey,0.44006323837803574,7.463574838022938
1183,Medium,3.148333822360414,9.445034823593131,Rice,Sandy,0.5413980272675204,3.603477368533337
1184,Medium,3.948876894285219,1.1129337927001803,Maize,Clayey,0.5800503555733698,4.5027816687604645
1185,Low,3.50925654804105,7.546921636739334,Maize,Loamy,0.8038610156174241,9.279353464535914
1186,Low,2.886795067564838,3.78286962876394,Rice,Sandy,0.6075153454733953,6.098026144706863
1187,High,4.839135145750859,4.372339329704706,Maize,Clayey,0.31523959013259173,1.8737025751354444
1188,High,3.7046293338137812,5.221926774563409,Wheat,Loamy,0.2115884859637306,8.196507215414648
1189,Low,4.631003200964951,4.841118731570676,Wheat,Loamy,0.9439970920200675,3.3051753919850992
1190,Low,3.919082046294725,5.634764064838947,Wheat,Sandy,0.8214066951751967,5.974352583815643
1191,High,3.9418541143907326,6.2412554416601465,Rice,Sandy,0.12066868926002416,5.589833273775915
1192,Medium,1.3200730790307174,5.190359543541318,Wheat,Clayey,0.8393760858911928,3.142709581166926
1193,Low,2.4378584874157743,7.3140718644056575,Maize,Clayey,0.6315380145142918,2.0419393131512296
1194,High,4.433477626878634,7.467414965579278,Wheat,Clayey,0.567004811531449,2.9013544584547124
1195,Medium,1.9304154485950238,4.963232776835756,Maize,Loamy,0.11100626112120303,1.8760401960756905
1196,Low,1.4620234646258647,2.2821683327839772,Wheat,Loamy,0.8027776507459736,3.480652170568911
1197,Medium,2.3044242265551738,6.765750291881104,Maize,Clayey,0.2782585128171251,9.975677596637182
1198,High,1.8817515395704558,7.9566104111563805,Wheat,Sandy,0.7551830918746711,4.6188303871724425
1199,Low,4.70115277917262,6.742985690835547,Wheat,Loamy,0.11428142262923555,8.774995522015093
1200,Medium,4.471866568008524,6.292492892621341,Wheat,Loamy,0.8167182846995675,5.942599229161553
1201,Low,2.9987329211316167,3.0647079211114567,Maize,Clayey,0.12073552151953651,6.999247714003596
1202,Medium,1.245375497935472,6.806233367373324,Maize,Sandy,0.31230361366526715,2.4071317277550057
1203,High,3.858249384372625,4.013705931185908,Wheat,Loamy,0.3414503912614421,3.473252806797779
1204,High,3.4936469253450584,9.276029765319565,Maize,Sandy,0.24175777429623377,5.5939908072603295
1205,Low,4.882218682913983,6.883480834839827,Maize,Loamy,0.5329523765758322,8.930290908041567
1206,Medium,3.235812961081508,3.503617090374724,Rice,Sandy,0.355319163655038,1.3859923229644615
1207,Low,2.3455748936116376,5.256342184275371,Wheat,Sandy,0.993959178154531,5.562279636091488
1208,Low,3.076086774314223,8.6192314829654,Maize,Loamy,0.6219719140288951,1.4591099125758693
1209,Medium,4.917053165618065,4.019175560643827,Maize,Sandy,0.6098300425488165,5.1114040880435425
1210,Medium,3.785449730132122,5.72896513137143,Maize,Loamy,0.2987826670958097,6.659813433993731
1211,Medium,3.6879045517082045,7.117029759263703,Maize,Loamy,0.46782049484342025,7.702508722854766
1212,High,1.9627263589035415,7.790764049440675,Rice,Sandy,0.21158019492400001,2.2467880473456403
1213,Low,3.9744100702424707,2.5650295755827037,Maize,Loamy,0.7862763270253477,2.499177551152133
1214,Low,4.001087317887087,6.0863707420956015,Maize,Sandy,0.39804332153812927,5.230584295226115
1215,High,2.2691559351036212,9.209799104465812,Rice,Loamy,0.7767692500538893,9.982328121811666
1216,Medium,2.9348553295628528,9.715238033587246,Wheat,Sandy,0.43452639993652786,4.204421520910871
1217,High,2.178413331761824,6.905305383034224,Wheat,Loamy,0.989881516103361,4.847746846266192
1218,High,2.0348202812971468,9.85294723743987,Rice,Loamy,0.25400946002915964,4.892020685330964
1219,High,1.1035842809979406,6.1366172407852675,Wheat,Clayey,0.10137150449499817,1.726307392213859
1220,Low,2.1408469786133284,4.983445268028399,Wheat,Loamy,0.6353429872405472,7.967549307609958
1221,High,3.2158797995130994,5.964287130534213,Rice,Loamy,0.9576578800790543,3.277913719834967
1222,Low,1.0064047501961153,2.041411548371699,Maize,Sandy,0.6823486494153814,7.333003511946279
1223,Low,2.1328763352386697,4.61544327716849,Rice,Sandy,0.17715117047336287,5.2758089095203164
1224,Low,4.525641329293,5.125645477274758,Rice,Sandy,0.5864323442196029,6.506017679974456
1225,Medium,3.3745943404294434,8.637650188488802,Rice,Sandy,0.9185382425239547,1.4857447284549663
1226,Low,3.431451296323922,7.827837334682025,Rice,Clayey,0.10585546109201147,9.009691159749096
1227,Low,2.613457220105413,6.412839267023207,Rice,Clayey,0.2502209915540189,3.19471092477742
1228,Medium,3.705888573969644,4.12549511388643,Maize,Sandy,0.8331054004923547,7.030858487507532
1229,Low,1.7597310649214366,2.6833112712339138,Wheat,Sandy,0.9045163959197345,8.182172008595455
1230,High,4.274987241536767,4.129885188231651,Rice,Sandy,0.7364445587814438,5.860348455548774
1231,High,1.4667564797435992,7.118236638632187,Maize,Sandy,0.9924041472758387,4.036006198707618
1232,Low,3.624005418612437,3.367340191765298,Rice,Loamy,0.1811943366279124,9.801130370329691
1233,Medium,2.364597303278732,4.841980261382494,Maize,Sandy,0.5911088642529043,3.5059574194362604
1234,High,3.990051882329907,4.480932113935138,Wheat,Loamy,0.7164952503828276,9.537961034109435
1235,Medium,3.19905820506408,7.890310574119542,Maize,Sandy,0.7323802483321791,2.4060172031625857
1236,Medium,2.809412153914865,8.9540835603413,Maize,Clayey,0.8141361538097645,4.502999183701092
1237,High,1.677689608372988,7.294338611298793,Wheat,Clayey,0.9258634405894448,2.24646025732572
1238,Medium,3.5472858571374113,4.074420348397307,Wheat,Sandy,0.42547730105540316,1.0201642576632641
1239,High,4.899079373681652,4.898593440782985,Maize,Clayey,0.13866705352687225,3.342326863568274
1240,Medium,4.30241369962806,2.290151386483493,Rice,Clayey,0.4261977230328625,1.7848936082705924
1241,High,1.2400327703560472,2.5128770298994887,Rice,Clayey,0.7044532870485114,9.877109707813124
1242,Low,2.5049175134447643,2.478633107738635,Wheat,Clayey,0.29211047860027917,7.854879861566223
1243,High,4.702332036761087,2.175277218051792,Rice,Loamy,0.8289756564028393,1.0333431668980793
1244,High,3.0121749902280857,2.6162310565821714,Wheat,Loamy,0.2977880119505477,3.012819263412329
1245,High,3.6484473032327167,2.824193823205219,Maize,Loamy,0.109057062142156,7.0311181715534525
1246,High,4.650397382365561,2.006613494178696,Maize,Loamy,0.5572726968012214,4.58696901848279
1247,Medium,4.495178761679522,6.762346496958043,Rice,Sandy,0.753815414263258,8.486583067398046
1248,Low,3.007281502162044,9.913613811239797,Wheat,Clayey,0.41468980648315057,5.543747005381585
1249,High,2.7505852106304083,8.912680701870304,Rice,Clayey,0.7740062195831081,6.882862777591862
1250,Medium,2.3587704739183484,1.410424514434776,Rice,Sandy,0.49456390070890743,6.373336578350325
1251,Low,3.8760777726515645,4.807529282770523,Maize,Sandy,0.2545431555760619,6.743520105612709
1252,Low,2.147947197886173,8.73379521309495,Rice,Loamy,0.18150255441905944,3.0708896844446207
1253,Low,1.9995504257236005,2.2120733619279678,Maize,Loamy,0.7395284484166127,4.359604952855724
1254,Low,2.4249995784151204,8.628806319868385,Wheat,Clayey,0.44714330884259,1.4556632757804224
1255,High,1.708860227515168,6.334305740541094,Rice,Sandy,0.9214963911313933,6.2887286321938785
1256,High,3.7804792637830693,9.381686973365007,Maize,Clayey,0.5862295527165547,5.13332615868198
1257,Medium,3.464962597322449,8.884352028379826,Rice,Sandy,0.41358917639863235,7.84644534117165
1258,Medium,2.9315141364633743,7.093308898528457,Wheat,Loamy,0.4140918342907508,2.857442181594779
1259,Medium,2.5613031170462186,6.9204039388542595,Rice,Clayey,0.21829407800738426,4.931309044610217
1260,Low,4.636250171586926,2.918477821527173,Rice,Clayey,0.634410238230241,2.626708897516476
1261,Low,1.1164951399564211,2.050776704422077,Maize,Sandy,0.62395042186929,6.525813027235978
1262,High,4.076430974029197,4.738540869719185,Wheat,Clayey,0.8199943227428441,8.632272308603067
1263,Low,4.607638286995555,2.6792203554381224,Wheat,Loamy,0.2810772662203685,7.8889892360408655
1264,Low,2.785418317719704,1.9217504590998304,Wheat,Clayey,0.36171067822824465,9.497781753677986
1265,Low,3.202761965882587,3.7209405994560414,Rice,Sandy,0.1875141721860235,9.74553203677232
1266,Medium,4.777854751528151,8.744409485169836,Maize,Clayey,0.36580798204201603,7.948304808237916
1267,Medium,1.8491100611420577,1.1543333861652512,Rice,Loamy,0.4852919041789606,3.581254768422328
1268,High,3.0805393911387395,3.6337391354995807,Rice,Sandy,0.9676255653585853,2.973352394937864
1269,Low,2.8988845085128516,4.8164696669304305,Rice,Sandy,0.687759402587422,5.027941310940493
1270,Low,2.0335705914814803,5.595127746537579,Wheat,Loamy,0.8045865368012759,9.944953251194086
1271,High,4.274372921492432,2.6341975754469034,Maize,Sandy,0.3929588966984412,4.714012187354398
1272,Low,4.598402379052944,9.67798179854228,Wheat,Sandy,0.23006153152728684,2.7916156951504187
1273,Low,4.127730319152835,6.209857392149705,Rice,Clayey,0.33104794772199686,9.499085900049169
1274,Medium,1.7814358433944335,5.698994923513396,Rice,Sandy,0.330820921899389,4.473261798364205
1275,High,1.3469945420055263,1.0794033003730705,Maize,Clayey,0.6248037954640845,7.218089985048678
1276,High,3.4217779412213694,5.3714384145640635,Wheat,Loamy,0.4073240192095259,8.093376807531282
1277,High,1.2283790420395357,8.539035665096657,Rice,Loamy,0.871658977899951,8.588403118535807
1278,High,3.691303554232337,2.9768008874611844,Rice,Loamy,0.9896900673128481,8.391523484105115
1279,Medium,3.1216968813089707,4.160868115477717,Maize,Loamy,0.40896856473710363,8.526221766999821
1280,Medium,3.6511429309746544,1.18514318218926,Rice,Sandy,0.7345542463183097,7.008880848200928
1281,Low,3.360683094598976,9.792347628104157,Wheat,Sandy,0.6917379237283319,4.6344796234521395
1282,Low,2.690810278108691,1.5998661741523672,Wheat,Clayey,0.27501623895905336,7.005581686574534
1283,Low,1.803508720560913,9.083990115186126,Rice,Clayey,0.9262077353385706,8.530609006539219
1284,Low,2.222808543241954,3.8168894276240923,Rice,Clayey,0.27949832846956113,4.15578218161979
1285,Medium,3.098002296875906,6.288007617872907,Rice,Sandy,0.7632614185027289,3.668571912628361
1286,High,3.6074723745904236,7.11383985969403,Maize,Clayey,0.4128486780468812,4.093364953946471
1287,Medium,4.1179320675381135,2.2674625068800305,Maize,Sandy,0.4303734103080742,5.961550564264315
1288,Low,4.068682873796243,4.993834400023019,Wheat,Loamy,0.5099041476000643,1.4719948733255008
1289,Medium,4.890754973044341,3.9291949022197814,Wheat,Sandy,0.8780571802496256,8.01073737115156
1290,High,2.1433657946536377,1.509422190449188,Rice,Loamy,0.2262267473600909,2.249667626051817
1291,High,1.2844428328537472,8.498742889538626,Rice,Clayey,0.14911262005127854,2.195547911056889
1292,Medium,2.382627742167437,1.4065098084772996,Rice,Sandy,0.46183673702240324,2.7789322542049453
1293,Medium,3.9731779008963066,6.879321635354801,Maize,Clayey,0.1500265892278793,6.192346914752485
1294,Medium,2.7524466041331808,3.826696387778623,Maize,Clayey,0.7188407947516965,3.570115382235604
1295,Low,4.271153722357678,2.7291639448167992,Rice,Loamy,0.784292567524492,4.31281296087897
1296,Medium,3.19730546074406,7.003774462019908,Rice,Clayey,0.869241155277933,9.38484199880315
1297,Medium,4.719166890522012,6.170839430735852,Wheat,Sandy,0.7694580209352372,8.624819619792866
1298,Medium,4.791453767996275,3.8373063163734686,Maize,Clayey,0.9247162543234112,8.669714797943042
1299,High,1.2772180240749949,5.616646734333153,Rice,Loamy,0.7734710104508999,6.19877649993389
1300,High,2.8256537588496973,3.216133910855885,Maize,Loamy,0.9424680758905615,8.798195325614326
1301,Low,3.438756244998272,8.77326813102423,Rice,Clayey,0.27379971478842685,8.007092428064983
1302,Low,2.023490163248851,3.8243690229444542,Rice,Loamy,0.5498768195809572,9.57913122619956
1303,High,2.628307117515921,3.2063772659637824,Wheat,Clayey,0.9945375397344178,1.5793156451972399
1304,High,3.710726164470793,7.766503399536861,Wheat,Loamy,0.713420364288444,1.2585442028853957
1305,High,1.9069369075934457,1.158332391945234,Wheat,Clayey,0.8907770061903316,2.57526946651502
1306,Medium,3.4079254118978097,3.412105588774678,Rice,Clayey,0.12735441444956971,9.36176338457178
1307,Medium,3.7897913126572242,4.378556985860558,Wheat,Sandy,0.8845821087115936,6.450085953588213
1308,High,1.361985244383467,8.940141656122435,Rice,Sandy,0.7279419111148879,4.835012659257528
1309,Medium,2.990117264109811,9.553976222935098,Maize,Clayey,0.2536798905889396,5.614399553285366
1310,Medium,2.052320119696763,7.448301702225549,Maize,Sandy,0.12311286078123693,8.46644129404903
1311,Low,3.8975454239921783,5.432786029086938,Rice,Sandy,0.3339339203130876,9.361989962235317
1312,High,1.758222034147762,6.765593941519198,Wheat,Loamy,0.9241960230934932,7.567289508798189
1313,High,4.5689516621524255,4.726009465131997,Wheat,Sandy,0.7013196448302578,7.838630496435667
1314,Medium,2.7237653460733076,3.689432486638011,Maize,Loamy,0.9275221938549919,3.8834023974745415
1315,High,1.792012121230214,9.556192613256655,Rice,Sandy,0.5015357042448335,5.203316757470852
1316,Low,2.7520871854013174,2.038512061089314,Rice,Sandy,0.9429643857117169,8.966891741240493
1317,Low,2.6349750512341115,4.117542112450981,Rice,Clayey,0.5166638339005051,8.073406990653197
1318,Low,2.715675837974841,9.091800639645339,Maize,Sandy,0.28382925197650105,7.158438266152129
1319,High,3.3422451739897876,7.508272875286751,Maize,Clayey,0.2362541177660026,1.5872215229930837
1320,High,3.08469489965415,1.2619130619067893,Wheat,Clayey,0.9944306317315399,1.3555649750855938
1321,High,1.5991085267236107,1.2078970608182242,Rice,Clayey,0.40047639532711377,2.1736984880259556
1322,High,1.2623162905865453,5.648612163621172,Rice,Clayey,0.24404772278582892,6.2325198927805
1323,High,3.917661794906162,5.358277506070195,Rice,Sandy,0.10756758780167695,5.82748162607035
1324,Low,3.238869743713254,4.986923847906864,Rice,Clayey,0.35701260987666017,9.484217438923485
1325,Medium,2.436003072317055,3.72109385655108,Maize,Sandy,0.9002045292422851,7.252836760390568
1326,Low,4.2334312899922955,9.879748478322751,Wheat,Sandy,0.5806083886095715,3.645753556108834
1327,High,2.552233897043828,3.4478859068504333,Maize,Loamy,0.6691915463724595,2.4534666443412756
1328,Low,4.1838603584024305,5.410361857965057,Wheat,Loamy,0.9301519935014796,8.645799153955437
1329,High,2.2230245100494987,4.644037871407597,Rice,Loamy,0.5615559262963263,5.136616933201218
1330,High,1.291381190180799,2.5322448336556787,Rice,Clayey,0.8544518612673532,6.881225476679639
1331,Low,4.730558775199716,2.823569372127507,Rice,Sandy,0.3914499502687183,6.086292459317226
1332,High,2.5782045171254926,9.264724678087957,Rice,Sandy,0.9793916765570979,1.967107115229715
1333,Medium,4.1707702913975115,8.724517505703595,Rice,Clayey,0.17093248616120715,1.5135254531364433
1334,High,2.116576532889218,2.7913987523831714,Maize,Loamy,0.7523465729619382,4.393163707447722
1335,Medium,3.585460448494624,8.880963615185621,Wheat,Loamy,0.6945096580842649,4.2539526779114585
1336,Medium,4.4932434930309135,2.8826751707275826,Maize,Sandy,0.27250435526573524,7.064183016720158
1337,High,1.1665760893599213,6.638916895729274,Rice,Sandy,0.4499595989618824,6.689803681910456
1338,Low,4.3225430587443565,1.7315247098862443,Wheat,Sandy,0.3815462050993058,9.72046835617595
1339,Medium,3.2853320198877145,8.923326636332064,Wheat,Loamy,0.18504358149924582,8.722895524944144
1340,Low,3.429887015634277,1.4635026951892027,Rice,Sandy,0.6263092206557571,5.469242731977591
1341,Medium,3.0926320032239305,5.99448600326023,Wheat,Loamy,0.994302861008649,5.50022817306426
1342,High,4.49790041313457,8.017403726623465,Maize,Loamy,0.6036293269480504,7.067163062014249
1343,High,1.1737334289425498,2.051512627696131,Maize,Loamy,0.5907339161914258,2.02681524495948
1344,Medium,2.0441135661433925,4.640322407501697,Maize,Clayey,0.1362823366190935,9.999015081682533
1345,High,4.503050155436622,1.377551363410451,Maize,Clayey,0.2252982010273214,5.669272911192616
1346,Medium,4.009382810127824,7.144773196059633,Wheat,Sandy,0.5618971801920349,9.189143865180728
1347,High,1.0705806407144234,3.7670463546521673,Maize,Loamy,0.9866607077656642,9.706207011869871
1348,Low,3.0680251328388346,6.03455720174623,Wheat,Sandy,0.888946961915673,6.234784659120389
1349,High,3.1182907228506993,9.394590433783256,Rice,Loamy,0.40618820923585075,1.9301378277229781
1350,Low,2.6035285405116415,3.752722971953581,Maize,Sandy,0.5887038288053148,6.16011227577974
1351,High,2.189573328247959,1.4376472447174993,Rice,Sandy,0.597432000028723,6.3787819344938805
1352,Low,3.7268994016493684,7.0806499092883035,Maize,Clayey,0.7168245514859649,8.102738230959979
1353,High,1.8311618588190153,8.081570210627508,Rice,Clayey,0.7190038371152246,1.4340634029541555
1354,Low,4.195794248286824,9.620817038898185,Rice,Clayey,0.8108132395473764,5.196838304755845
1355,Medium,4.212148643069887,2.4202078932309923,Rice,Clayey,0.12247392235571415,9.304932325031318
1356,Medium,2.661045750291282,4.529259326045349,Rice,Loamy,0.9493121715737012,9.92169170810788
1357,Low,2.1341920436385906,8.597264140229274,Rice,Sandy,0.16305584139032192,2.722444108833139
1358,High,2.135512726362853,8.261842539419916,Wheat,Sandy,0.5285441003292459,8.835390934615315
1359,Low,2.9291652959848404,6.623161366004762,Wheat,Loamy,0.9276213487231384,2.3162550546757967
1360,High,3.878316898997435,3.424316906824245,Maize,Loamy,0.5389019463079718,8.570569911111074
1361,Medium,2.435474763975435,3.5563176158569982,Wheat,Sandy,0.15727315080980517,3.495499547208972
1362,High,3.440173381831006,2.116026951617283,Rice,Clayey,0.3063160178307453,9.636627394442282
1363,Medium,2.5299378423303773,9.296683064073187,Wheat,Clayey,0.6208000798315805,7.259470758105734
1364,High,2.2180927566055333,2.556383631755008,Wheat,Clayey,0.17907545610907216,4.591995412507836
1365,High,1.0994380636631766,6.155979410619158,Rice,Loamy,0.48131013791556687,3.528759969173496
1366,High,1.0156564229415626,6.259162752839016,Wheat,Sandy,0.3961839395722644,3.117137747270008
1367,Low,1.9088307113280178,4.326448970757419,Rice,Loamy,0.8336868650418156,7.127130942996266
1368,Low,2.6256251472039818,4.172666149049096,Wheat,Sandy,0.1991187445019043,9.062119023191935
1369,Medium,4.405044669448241,7.017295767024517,Rice,Clayey,0.7145186051429077,7.794477726529093
1370,Medium,4.193936971721701,4.494680001536851,Maize,Clayey,0.4659301637883182,8.51312384214888
1371,Low,2.0686610503519596,3.2960385400420065,Wheat,Clayey,0.6289756124250957,8.032453908710835
1372,Medium,1.9781617719371973,4.592185321600279,Maize,Sandy,0.2849785947284903,9.812328998482174
1373,Low,1.9092882842801098,8.268958698989913,Rice,Clayey,0.6487333162854629,7.820244341436924
1374,High,2.356949362115468,9.69830609618067,Rice,Sandy,0.7065799546745014,2.892056666232464
1375,Medium,2.9927948782467415,6.723552074084603,Maize,Loamy,0.16320840819497007,8.124386189270634
1376,Medium,2.754671088126302,8.038911029356958,Rice,Clayey,0.8419098408246433,3.898624248863208
1377,Low,1.873092795125975,5.795423751813492,Rice,Loamy,0.8751287015994172,9.962198763965723
1378,Medium,1.5218056397744721,6.62340827884094,Rice,Loamy,0.15719865011451525,4.390053580901319
1379,Medium,1.0503112499447815,9.892779910629038,Rice,Sandy,0.6428687392875572,3.635143802625069
1380,High,1.6158529546660154,4.945769782317203,Rice,Loamy,0.6346103472750043,3.152943869580204
1381,Medium,3.821425480776473,1.5962922725877995,Rice,Sandy,0.111212570681599,6.9266318685253285
1382,High,1.9745542773823317,9.613062260374193,Rice,Sandy,0.40811177256035625,1.9829897954877809
1383,Low,2.8744072404860392,8.137555488131929,Rice,Loamy,0.9720332044423728,9.582038935596747
1384,Medium,3.365204595692979,4.584793310772142,Maize,Sandy,0.5999056770418687,3.648814107788234
1385,High,4.547363611326428,9.84155548260492,Wheat,Sandy,0.9398906224673546,3.6586054993462502
1386,Low,4.555420393573678,4.109821753137636,Rice,Sandy,0.7080801722896456,1.414594861363532
1387,Medium,3.982934934725436,4.349081764072258,Maize,Loamy,0.1255514664009488,3.214157660862168
1388,Low,1.1406279681940057,6.487582178709287,Rice,Sandy,0.16994187824355284,4.770814201086139
